date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
06/08/2019,22:30:00,21.02,.91,7.49,8.47,95.26,2.27,2.83,.61,12.72
06/08/2019,22:45:00,21,.91,7.49,8.48,95.32,2.15,2.46,.58,12.74
06/08/2019,23:00:00,21.02,.91,7.48,8.46,95.18,2.23,2.57,.6,12.7
06/08/2019,23:15:00,20.99,.91,7.48,8.44,94.95,2.35,2.55,.57,12.71
06/08/2019,23:30:00,21,.91,7.49,8.45,95.03,2.2,2.4,.59,12.69
06/08/2019,23:45:00,20.99,.91,7.48,8.45,94.99,2.27,2.4,.55,12.71
06/09/2019,00:00:00,20.99,.91,7.48,8.42,94.66,2.16,2.52,.57,12.71
06/09/2019,00:15:00,20.99,.91,7.48,8.41,94.52,2.15,2.43,.55,12.68
06/09/2019,00:30:00,20.99,.91,7.48,8.4,94.49,2.23,2.36,.55,12.69
06/09/2019,00:45:00,20.99,.91,7.49,8.41,94.54,2.16,2.38,.56,12.71
06/09/2019,01:00:00,20.98,.91,7.48,8.38,94.16,2.09,2.33,.54,12.69
06/09/2019,01:15:00,20.95,.91,7.48,8.35,93.78,2.08,2.38,.57,12.71
06/09/2019,01:30:00,20.93,.91,7.47,8.33,93.59,2.08,2.56,.55,12.68
06/09/2019,01:45:00,20.94,.91,7.47,8.31,93.37,2.15,2.28,.57,12.63
06/09/2019,02:00:00,20.93,.91,7.47,8.28,93.02,2.05,2.39,.56,12.67
06/09/2019,02:15:00,20.91,.91,7.46,8.26,92.71,2.03,2.45,.55,12.63
06/09/2019,02:30:00,20.89,.91,7.46,8.25,92.53,2.04,2.33,.56,12.73
06/09/2019,02:45:00,20.85,.91,7.46,8.25,92.49,2.05,2.35,.57,12.7
06/09/2019,03:00:00,20.86,.91,7.46,8.21,92.11,2.03,2.52,.57,12.69
06/09/2019,03:15:00,20.86,.91,7.45,8.16,91.45,2.22,2.76,.67,12.69
06/09/2019,03:30:00,20.84,.91,7.44,8.11,90.88,2.18,2.64,.58,12.68
06/09/2019,03:45:00,20.82,.91,7.43,8.07,90.39,2.32,2.56,.6,12.65
06/09/2019,04:00:00,20.81,.91,7.43,8.07,90.41,2.1,2.5,.58,12.62
06/09/2019,04:15:00,20.81,.91,7.42,8.02,89.85,2.07,2.59,.59,12.68
06/09/2019,04:30:00,20.78,.91,7.43,8.06,90.26,2.15,2.46,.58,12.62
06/09/2019,04:45:00,20.79,.91,7.43,8.05,90.13,2.05,2.39,.59,12.62
06/09/2019,05:00:00,20.78,.92,7.43,8.04,90.06,1.99,2.43,.6,12.63
06/09/2019,05:15:00,20.75,.92,7.42,8.02,89.7,2.04,2.33,.53,12.62
06/09/2019,05:30:00,20.71,.92,7.42,8,89.5,2.05,2.4,.6,12.62
06/09/2019,05:45:00,20.73,.92,7.42,8,89.47,2.1,2.53,.58,12.6
06/09/2019,06:00:00,20.72,.92,7.42,7.96,88.99,2.06,2.37,.59,12.58
06/09/2019,06:15:00,20.69,.92,7.42,7.96,89.02,2.15,2.43,.56,12.6
06/09/2019,06:30:00,20.67,.93,7.43,8.05,89.94,2.07,2.56,.6,12.6
06/09/2019,06:45:00,20.66,.93,7.42,7.99,89.3,2.13,2.18,.56,12.61
06/09/2019,07:00:00,20.63,.93,7.42,7.96,88.89,2.05,2.49,.6,12.6
06/09/2019,07:15:00,20.65,.92,7.4,7.87,87.91,2.14,2.42,.63,12.63
06/09/2019,07:30:00,20.63,.93,7.41,7.91,88.36,2.07,2.68,.6,12.62
06/09/2019,07:45:00,20.64,.93,7.44,8.12,90.68,2.21,2.42,.57,12.6
06/09/2019,08:00:00,20.68,.93,7.45,8.19,91.57,2.12,2.62,.6,12.6
06/09/2019,08:15:00,20.71,.93,7.47,8.32,93.01,1.96,2.43,.64,12.6
06/09/2019,08:30:00,20.75,.93,7.48,8.34,93.35,2.15,2.44,.59,12.62
06/09/2019,08:45:00,20.8,.94,7.49,8.37,93.81,2.07,2.65,.62,12.61
06/09/2019,09:00:00,20.97,.93,7.51,8.45,94.93,1.96,2.38,.59,12.62
06/09/2019,09:15:00,21.02,.93,7.5,8.43,94.86,1.86,2.19,.53,12.61
06/09/2019,09:30:00,21.14,.93,7.52,8.51,96.02,2.02,2.13,.51,13.06
06/09/2019,09:45:00,21.24,.93,7.53,8.5,95.99,2.05,1.99,.49,13.32
06/09/2019,10:00:00,21.32,.93,7.53,8.5,96.18,2.02,1.88,.48,13.31
06/09/2019,10:15:00,21.32,.92,7.53,8.48,95.95,2.18,1.98,.49,13.31
06/09/2019,10:30:00,21.41,.92,7.55,8.54,96.76,2.13,2.02,.48,13.27
06/09/2019,10:45:00,21.41,.91,7.54,8.54,96.76,2.23,2.03,.51,13.33
06/09/2019,11:00:00,21.45,.91,7.55,8.55,97.04,2.24,2.07,.48,13.44
06/09/2019,11:15:00,21.64,.91,7.56,8.56,97.45,2.39,2.09,.49,13.54
06/09/2019,11:30:00,21.82,.91,7.57,8.55,97.69,2.15,1.82,.43,13.29
06/09/2019,11:45:00,21.77,.91,7.56,8.58,97.94,2.13,2.15,.48,13.33
06/09/2019,12:00:00,21.77,.91,7.57,8.61,98.34,2.21,2.15,.47,13.48
06/09/2019,12:15:00,21.84,.91,7.56,8.62,98.47,2.22,2.21,.49,13.48
06/09/2019,12:30:00,21.98,.91,7.59,8.68,99.52,2.18,2.16,.49,13.83
06/09/2019,12:45:00,21.87,.91,7.58,8.71,99.67,2.52,2.24,.49,13.98
06/09/2019,13:00:00,21.84,.91,7.6,8.79,100.5,2.79,2.35,.52,13.87
06/09/2019,13:15:00,21.85,.91,7.6,8.76,100.1,2.39,2.42,.53,13.91
06/09/2019,13:30:00,21.77,.91,7.6,8.78,100.17,2.3,2.53,.56,13.91
06/09/2019,13:45:00,21.87,.91,7.59,8.79,100.56,2.25,2.49,.53,13.94
06/09/2019,14:00:00,22.02,.91,7.62,8.88,101.82,2.34,2.55,.54,13.91
06/09/2019,14:15:00,22.03,.91,7.63,8.89,101.98,2.27,2.54,.55,13.89
06/09/2019,14:30:00,22.08,.91,7.64,8.95,102.75,2.24,2.43,.54,13.89
06/09/2019,14:45:00,22.1,.91,7.65,8.98,103.11,2.44,2.54,.55,13.91
06/09/2019,15:00:00,22.22,.91,7.68,9.05,104.16,2.71,2.72,.54,13.9
06/09/2019,15:15:00,22.27,.91,7.67,9.03,104.02,2.39,2.59,.54,13.89
06/09/2019,15:30:00,22.24,.91,7.65,8.92,102.79,2.19,2.67,.56,13.79
06/09/2019,15:45:00,22.06,.91,7.58,8.71,99.98,2.31,2.68,.56,13.87
06/09/2019,16:00:00,21.97,.91,7.59,8.76,100.42,2.27,2.54,.56,13.78
06/09/2019,16:15:00,22.1,.91,7.54,8.52,97.9,2.15,2.54,.54,13.76
06/09/2019,16:30:00,22.6,.91,7.71,9.14,105.98,2.25,2.73,.56,13.78
06/09/2019,16:45:00,22.87,.91,7.74,9.23,107.6,2.31,3.06,.53,13.7
06/09/2019,17:00:00,22.85,.91,7.73,9.18,107.02,2.22,2.57,.54,13.77
06/09/2019,17:15:00,22.88,.91,7.76,9.26,108.03,2.19,2.93,.54,13.75
06/09/2019,17:30:00,22.87,.91,7.76,9.27,108.09,2.24,2.74,.56,13.7
06/09/2019,17:45:00,22.79,.91,7.7,9.15,106.55,2.21,2.73,.54,13.59
06/09/2019,18:00:00,22.8,.89,7.68,9.19,106.98,2.45,2.81,.54,13.66
06/09/2019,18:15:00,22.79,.88,7.67,9.19,107,2.39,2.85,.56,13.58
06/09/2019,18:30:00,22.78,.88,7.65,9.1,105.87,2.44,2.65,.56,13.72
06/09/2019,18:45:00,22.7,.88,7.64,9.08,105.46,2.53,2.83,.53,13.7
06/09/2019,19:00:00,22.67,.88,7.63,9.05,105.09,2.62,2.75,.53,13.78
06/09/2019,19:15:00,22.63,.88,7.62,9.01,104.6,2.49,2.79,.51,13.06
06/09/2019,19:30:00,22.57,.88,7.63,8.97,103.98,2.44,2.78,.52,12.88
06/09/2019,19:45:00,22.55,.87,7.62,8.93,103.48,2.39,2.74,.57,12.79
06/09/2019,20:00:00,22.54,.87,7.6,8.91,103.19,2.37,3.31,.59,12.82
06/09/2019,20:15:00,22.51,.87,7.6,8.87,102.67,2.54,2.96,.53,12.77
06/09/2019,20:30:00,22.49,.87,7.58,8.84,102.25,2.55,3.19,.55,12.77
06/09/2019,20:45:00,22.48,.87,7.58,8.83,102.13,2.43,3.1,.57,12.71
06/09/2019,21:00:00,22.46,.87,7.58,8.79,101.72,2.42,3.09,.55,12.78
06/09/2019,21:15:00,22.51,.86,7.59,8.81,102.02,2.45,3.21,.6,12.82
06/09/2019,21:30:00,22.48,.86,7.59,8.81,101.92,2.41,2.97,.58,12.71
06/09/2019,21:45:00,22.43,.87,7.59,8.79,101.6,2.55,3.07,.54,12.71
06/09/2019,22:00:00,22.44,.87,7.59,8.77,101.46,2.54,2.96,.55,12.73
06/09/2019,22:15:00,22.46,.86,7.58,8.75,101.23,2.46,2.97,.55,12.76
06/09/2019,22:30:00,22.42,.86,7.58,8.73,100.91,2.53,3.02,.56,12.73
06/09/2019,22:45:00,22.44,.87,7.57,8.71,100.73,2.42,2.92,.52,12.71
06/09/2019,23:00:00,22.4,.87,7.59,8.68,100.31,2.57,2.83,.54,12.82
06/09/2019,23:15:00,22.39,.87,7.58,8.66,100.02,2.48,2.82,.53,12.76
06/09/2019,23:30:00,22.37,.87,7.59,8.63,99.68,2.38,2.93,.51,12.74
06/09/2019,23:45:00,22.34,.87,7.58,8.57,98.9,2.48,2.89,.55,12.74
06/10/2019,00:00:00,22.32,.87,7.58,8.59,99.11,2.62,2.7,.54,12.76
06/10/2019,00:15:00,22.29,.87,7.57,8.57,98.75,2.54,2.82,.49,12.69
06/10/2019,00:30:00,22.25,.87,7.56,8.55,98.51,2.47,2.79,.51,12.71
06/10/2019,00:45:00,22.23,.87,7.55,8.53,98.22,2.49,2.81,.54,12.71
06/10/2019,01:00:00,22.23,.87,7.55,8.51,97.95,2.54,2.81,.54,12.73
06/10/2019,01:15:00,22.22,.87,7.55,8.5,97.9,2.56,2.92,.51,12.71
06/10/2019,01:30:00,22.18,.87,7.54,8.45,97.21,2.41,2.8,.51,12.71
06/10/2019,01:45:00,22.15,.87,7.55,8.47,97.39,2.51,2.79,.53,12.67
06/10/2019,02:00:00,22.13,.87,7.54,8.46,97.25,2.38,3.09,.56,12.69
06/10/2019,02:15:00,22.11,.87,7.53,8.42,96.68,2.46,2.83,.54,12.71
06/10/2019,02:30:00,22.08,.87,7.54,8.42,96.7,2.48,2.95,.53,12.68
06/10/2019,02:45:00,22.11,.87,7.53,8.4,96.51,2.6,2.75,.51,12.68
06/10/2019,03:00:00,22.09,.87,7.53,8.37,96.12,2.63,2.91,.52,12.74
06/10/2019,03:15:00,22.06,.87,7.52,8.34,95.75,2.53,2.78,.54,12.71
06/10/2019,03:30:00,22.03,.87,7.52,8.35,95.75,2.41,3.34,.56,12.66
06/10/2019,03:45:00,22.03,.87,7.52,8.34,95.71,2.53,2.82,.52,12.63
06/10/2019,04:00:00,22.03,.88,7.52,8.33,95.5,2.53,2.76,.56,12.68
06/10/2019,04:15:00,22.01,.88,7.51,8.22,94.31,2.4,2.99,.56,12.69
06/10/2019,04:30:00,21.99,.88,7.5,8.2,94,2.3,2.93,.56,12.63
06/10/2019,04:45:00,21.98,.88,7.5,8.23,94.28,2.43,2.93,.57,12.68
06/10/2019,05:00:00,21.98,.88,7.51,8.25,94.52,2.46,3.04,.55,12.7
06/10/2019,05:15:00,21.96,.88,7.5,8.22,94.19,2.33,3.24,.57,12.63
06/10/2019,05:30:00,21.93,.88,7.5,8.19,93.8,2.52,3.05,.57,12.63
06/10/2019,05:45:00,21.93,.88,7.49,8.15,93.37,2.67,2.97,.55,12.62
06/10/2019,06:00:00,21.92,.88,7.49,8.16,93.44,2.33,2.82,.53,12.6
06/10/2019,06:15:00,21.9,.88,7.49,8.13,93.04,2.38,2.51,.55,12.61
06/10/2019,06:30:00,21.88,.88,7.48,8.11,92.77,2.54,3.04,.52,12.64
06/10/2019,06:45:00,21.86,.89,7.48,8.1,92.63,2.45,2.61,.51,12.62
06/10/2019,07:00:00,21.86,.89,7.49,8.12,92.87,2.47,2.64,.52,12.62
06/10/2019,07:15:00,21.84,.89,7.49,8.14,93.03,2.4,2.59,.51,12.68
06/10/2019,07:30:00,21.83,.89,7.48,8.1,92.5,2.42,2.62,.52,12.63
06/10/2019,07:45:00,21.84,.89,7.49,8.16,93.3,2.5,2.59,.51,12.76
06/10/2019,08:00:00,21.86,.89,7.5,8.18,93.59,2.39,2.72,.51,12.6
06/10/2019,08:15:00,21.84,.89,7.51,8.21,93.8,2.47,2.65,.54,12.63
06/10/2019,08:30:00,21.9,.89,7.51,8.22,94.02,2.42,2.67,.53,12.62
06/10/2019,08:45:00,21.98,.89,7.52,8.32,95.31,2.58,2.55,.54,12.61
06/10/2019,09:00:00,22,.89,7.53,8.36,95.81,2.59,2.77,.53,12.69
06/10/2019,09:15:00,22.09,.89,7.54,8.41,96.57,2.43,2.46,.52,12.63
06/10/2019,09:30:00,22.19,.89,7.55,8.45,97.18,2.5,2.66,.52,13.05
06/10/2019,09:45:00,22.31,.89,7.58,8.6,99.15,2.53,2.66,.56,13.29
06/10/2019,10:00:00,22.53,.9,7.62,8.73,101.17,2.46,2.56,.52,13.22
06/10/2019,10:15:00,22.38,.89,7.6,8.65,99.94,2.32,2.72,.54,13.28
06/10/2019,10:30:00,22.22,.89,7.56,8.5,97.84,2.44,2.77,.56,13.26
06/10/2019,10:45:00,22.16,.89,7.55,8.46,97.3,2.53,2.85,.61,13.34
06/10/2019,11:00:00,22.21,.89,7.57,8.53,98.25,2.46,2.92,.6,13.31
06/10/2019,11:15:00,22.11,.89,7.58,8.63,99.12,2.52,3.1,.62,13.15
06/10/2019,11:30:00,22.17,.89,7.59,8.66,99.6,2.66,3.08,.68,13.27
06/10/2019,11:45:00,22.17,.89,7.61,8.75,100.68,2.51,3.27,.76,13.28
06/10/2019,12:00:00,22.2,.89,7.62,8.74,100.62,2.53,3.19,.65,13.31
06/10/2019,12:15:00,22.36,.89,7.71,9.09,104.93,2.53,3.4,.67,13.25
06/10/2019,12:30:00,22.4,.89,7.73,9.19,106.16,2.65,3.64,.75,13.32
06/10/2019,12:45:00,22.38,.89,7.71,9.07,104.75,2.64,3.59,.75,13.33
06/10/2019,13:00:00,22.45,.89,7.74,9.22,106.64,2.71,3.71,.75,13.93
06/10/2019,13:15:00,22.38,.89,7.71,9.14,105.56,2.56,3.76,.77,13.5
06/10/2019,13:30:00,22.36,.89,7.7,9.11,105.13,2.43,3.74,.75,13.87
06/10/2019,13:45:00,22.4,.89,7.7,9.13,105.5,2.55,3.66,.7,13.91
06/10/2019,14:00:00,22.41,.89,7.72,9.2,106.27,2.72,3.86,.76,13.93
06/10/2019,14:15:00,22.42,.89,7.71,9.21,106.51,2.41,3.68,.69,13.85
06/10/2019,14:30:00,22.44,.89,7.72,9.25,107,2.55,3.7,.74,13.9
06/10/2019,14:45:00,22.49,.89,7.75,9.33,107.92,2.55,3.83,.72,13.79
06/10/2019,15:00:00,22.6,.89,7.77,9.39,108.95,2.57,3.63,.71,13.82
06/10/2019,15:15:00,22.62,.89,7.76,9.4,109.05,2.49,3.79,.73,13.79
06/10/2019,15:30:00,22.59,.89,7.75,9.27,107.54,2.49,3.77,.71,13.79
06/10/2019,15:45:00,22.38,.89,7.55,8.43,97.32,2.63,3.22,.6,13.79
06/10/2019,16:00:00,22.48,.89,7.62,8.83,102.17,2.51,3.65,.65,13.87
06/10/2019,16:15:00,22.63,.89,7.73,9.25,107.35,2.56,3.76,.74,13.83
06/10/2019,16:30:00,22.72,.9,7.7,9.15,106.38,2.58,3.44,.68,13.98
06/10/2019,16:45:00,22.92,.89,7.71,9.02,105.21,2.52,3.51,.69,13.85
06/10/2019,17:00:00,22.99,.89,7.77,9.22,107.75,2.63,3.55,.69,13.82
06/10/2019,17:15:00,22.95,.9,7.66,8.88,103.66,2.46,3.26,.62,13.83
06/10/2019,17:30:00,23.06,.89,7.85,9.46,110.71,2.41,3.71,.73,13.81
06/10/2019,17:45:00,22.88,.9,7.72,9.05,105.5,2.27,3.47,.65,13.85
06/10/2019,18:00:00,22.9,.9,7.73,9.08,105.9,2.27,3.69,.65,13.7
06/10/2019,18:15:00,22.29,.91,7.62,8.79,101.34,2.3,3.52,.67,13.13
06/10/2019,18:30:00,22.53,.91,7.61,8.65,100.2,2.32,3.31,.6,12.89
06/10/2019,18:45:00,22.46,.91,7.61,8.7,100.69,2.47,3.32,.58,12.91
06/10/2019,19:00:00,22.33,.91,7.55,8.46,97.63,2.41,3.45,.62,12.81
06/10/2019,19:15:00,22.31,.92,7.49,8.17,94.27,2.44,3.19,.56,12.8
06/10/2019,19:30:00,22.34,.91,7.51,8.28,95.5,2.39,3.06,.55,12.79
06/10/2019,19:45:00,22.58,.9,7.53,8.29,96.07,2.31,3.61,.66,12.78
06/10/2019,20:00:00,22.7,.9,7.52,8.28,96.25,2.3,3.59,.63,12.78
06/10/2019,20:15:00,22.46,.91,7.46,8.02,92.72,2.37,3.32,.6,12.79
06/10/2019,20:30:00,22.44,.91,7.46,7.96,92,2.36,3.44,.59,12.79
06/10/2019,20:45:00,22.46,.9,7.52,8.3,95.96,2.39,3.9,.68,12.85
06/10/2019,21:00:00,21.98,.92,7.45,7.95,91.08,2.48,3.49,.61,12.76
06/10/2019,21:15:00,22.26,.91,7.46,7.99,92.04,2.42,3.57,.63,12.78
06/10/2019,21:30:00,22.01,.92,7.42,7.85,89.99,2.33,3.59,.64,12.82
06/10/2019,21:45:00,21.83,.93,7.4,7.73,88.35,2.44,3.36,.61,12.73
06/10/2019,22:00:00,21.74,.93,7.38,7.64,87.15,2.51,3.05,.55,12.71
06/10/2019,22:15:00,21.73,.92,7.37,7.57,86.34,2.48,3.04,.57,12.7
06/10/2019,22:30:00,21.76,.92,7.37,7.55,86.19,2.41,2.69,.52,12.69
06/10/2019,22:45:00,21.87,.92,7.4,7.67,87.7,2.4,5.95,.59,12.82
06/10/2019,23:00:00,21.86,.91,7.4,7.72,88.25,2.36,2.92,.54,12.71
06/10/2019,23:15:00,21.86,.91,7.41,7.7,88.09,2.29,3.06,.6,12.73
06/10/2019,23:30:00,21.89,.91,7.43,7.81,89.4,2.38,3.05,.6,12.74
06/10/2019,23:45:00,21.92,.9,7.45,7.88,90.25,2.36,3.17,.66,12.71
06/11/2019,00:00:00,22.06,.89,7.5,8.23,94.48,2.21,3.47,.62,12.73
06/11/2019,00:15:00,22.09,.88,7.51,8.27,94.95,2.27,3.49,.66,12.73
06/11/2019,00:30:00,22.07,.89,7.49,8.19,94.01,2.37,3.41,.65,12.72
06/11/2019,00:45:00,22.05,.89,7.48,8.16,93.66,2.33,3.33,.6,12.71
06/11/2019,01:00:00,22.03,.88,7.47,8.1,92.94,2.39,3.53,.62,12.68
06/11/2019,01:15:00,21.89,.89,7.4,7.72,88.27,2.45,3.06,.58,12.7
06/11/2019,01:30:00,21.92,.89,7.41,7.73,88.55,2.36,3.16,.58,12.71
06/11/2019,01:45:00,21.88,.89,7.4,7.71,88.16,2.39,2.93,.58,12.7
06/11/2019,02:00:00,21.87,.88,7.41,7.72,88.28,2.35,2.98,.57,12.7
06/11/2019,02:15:00,21.91,.88,7.42,7.76,88.79,2.54,3.23,.58,12.69
06/11/2019,02:30:00,21.97,.88,7.45,7.94,90.97,2.46,3.12,.58,12.68
06/11/2019,02:45:00,21.96,.88,7.45,7.94,90.99,2.3,3.31,.6,12.66
06/11/2019,03:00:00,22.01,.88,7.45,7.94,91.07,2.47,3.34,.6,12.69
06/11/2019,03:15:00,22.02,.87,7.45,7.93,91,2.29,3.25,.66,12.68
06/11/2019,03:30:00,22.04,.87,7.46,7.96,91.29,2.3,3.1,.59,12.66
06/11/2019,03:45:00,22.06,.87,7.45,7.93,91.05,2.23,3.03,.62,12.67
06/11/2019,04:00:00,22.05,.87,7.45,7.94,91.13,2.21,3.28,.59,12.59
06/11/2019,04:15:00,22.05,.87,7.46,7.95,91.17,2.34,3.26,.58,12.61
06/11/2019,04:30:00,22.04,.86,7.46,7.95,91.16,2.17,3.16,.57,12.63
06/11/2019,04:45:00,22.05,.87,7.46,7.94,91.11,2.33,3.31,.6,12.6
06/11/2019,05:00:00,22.06,.87,7.45,7.92,90.86,2.39,3.18,.56,12.63
06/11/2019,05:15:00,22.05,.87,7.45,7.91,90.75,2.18,3.09,.57,12.68
06/11/2019,05:30:00,22.04,.87,7.45,7.92,90.86,2.45,3.04,.54,12.6
06/11/2019,05:45:00,22.05,.87,7.46,7.91,90.72,2.28,2.82,.57,12.57
06/11/2019,06:00:00,22.04,.87,7.46,7.92,90.88,2.37,3.06,.55,12.63
06/11/2019,06:15:00,22.04,.86,7.46,7.91,90.76,2.45,3.02,.52,12.6
06/11/2019,06:30:00,22.04,.86,7.46,7.92,90.86,2.38,2.62,.51,12.57
06/11/2019,06:45:00,22.04,.86,7.46,7.91,90.78,2.33,2.52,.49,12.62
06/11/2019,07:00:00,22.05,.86,7.46,7.92,90.84,2.32,2.91,.55,12.6
06/11/2019,07:15:00,22.05,.86,7.46,7.92,90.85,2.28,2.28,.57,12.62
06/11/2019,07:30:00,22.04,.86,7.46,7.88,90.44,2.28,2.95,.53,12.59
06/11/2019,07:45:00,22.04,.86,7.45,7.83,89.85,2.18,2.88,.63,12.6
06/11/2019,08:00:00,22.05,.86,7.47,7.94,91.14,2.15,2.97,.57,12.6
06/11/2019,08:15:00,22.08,.86,7.48,7.96,91.41,2.3,2.78,.55,12.63
06/11/2019,08:30:00,22.09,.87,7.47,7.95,91.3,2.24,2.98,.56,12.69
06/11/2019,08:45:00,22.09,.87,7.47,7.94,91.19,2.25,3.44,.57,12.63
06/11/2019,09:00:00,22.1,.87,7.48,8,91.91,2.33,2.82,.57,12.68
06/11/2019,09:15:00,22.1,.87,7.47,7.96,91.39,2.25,2.83,.55,12.62
06/11/2019,09:30:00,22.14,.87,7.48,8,91.91,2.12,2.9,.52,12.71
06/11/2019,09:45:00,22.16,.87,7.48,8.01,92.1,2.21,2.93,.56,12.76
06/11/2019,10:00:00,22.18,.86,7.49,8.04,92.5,2.25,2.84,.58,12.74
06/11/2019,10:15:00,22.19,.86,7.5,8.05,92.63,2.19,2.42,.55,12.67
06/11/2019,10:30:00,22.2,.86,7.5,8.08,92.97,2.42,2.82,.59,12.62
06/11/2019,10:45:00,22.2,.86,7.5,8.08,92.98,2.15,2.81,.58,12.63
06/11/2019,11:00:00,22.2,.86,7.5,8.05,92.65,2.29,2.73,.58,12.72
06/11/2019,11:15:00,22.18,.86,7.49,8.01,92.15,2.23,2.47,.57,12.58
06/11/2019,11:30:00,22.21,.86,7.5,8.07,92.9,2.2,2.89,.54,12.59
06/11/2019,11:45:00,22.22,.86,7.5,8.07,92.92,2.44,2.82,.56,12.69
06/11/2019,12:00:00,22.21,.86,7.5,8.07,92.87,2.36,2.84,.6,12.8
06/11/2019,12:15:00,22.23,.86,7.51,8.1,93.25,2.21,2.95,.61,12.92
06/11/2019,12:30:00,22.25,.86,7.51,8.14,93.76,2.33,3.05,.63,13.14
06/11/2019,12:45:00,22.24,.86,7.5,8.08,93.01,2.2,3.02,.65,13.35
06/11/2019,13:00:00,22.34,.86,7.53,8.17,94.21,2.22,2.98,.64,13.27
06/11/2019,13:15:00,22.33,.86,7.52,8.15,94.03,2.32,2.91,.62,13.31
06/11/2019,13:30:00,22.39,.86,7.54,8.22,94.98,2.22,2.91,.65,13.23
06/11/2019,13:45:00,22.38,.86,7.54,8.22,94.88,2.25,2.94,.63,13.22
06/11/2019,14:00:00,22.34,.86,7.53,8.16,94.13,2.33,2.84,.57,13.2
06/11/2019,14:15:00,22.36,.86,7.53,8.17,94.36,2.27,2.98,.62,13.44
06/11/2019,14:30:00,22.35,.87,7.52,8.15,94.08,2.37,3,.64,13.4
06/11/2019,14:45:00,22.39,.87,7.52,8.18,94.51,2.22,2.87,.6,13.22
06/11/2019,15:00:00,22.37,.87,7.53,8.19,94.54,2.23,2.98,.63,13.12
06/11/2019,15:15:00,22.42,.87,7.54,8.21,94.84,2.34,3.04,.61,13.14
06/11/2019,15:30:00,22.52,.87,7.58,8.37,96.88,2.43,3.29,.63,13.42
06/11/2019,15:45:00,22.63,.87,7.62,8.53,98.98,2.37,3.13,.63,13.26
06/11/2019,16:00:00,22.64,.87,7.61,8.54,99.16,2.34,3.35,.75,13.42
06/11/2019,16:15:00,22.58,.87,7.59,8.48,98.36,2.24,3.36,.68,13.35
06/11/2019,16:30:00,22.5,.87,7.55,8.37,96.84,2.31,3.24,.7,13.39
06/11/2019,16:45:00,22.5,.87,7.55,8.37,96.81,2.38,3.25,.67,13.42
06/11/2019,17:00:00,22.5,.87,7.54,8.32,96.35,2.32,3.32,.63,13.43
06/11/2019,17:15:00,22.55,.87,7.56,8.4,97.26,2.3,3.13,.64,13.33
06/11/2019,17:30:00,22.49,.88,7.56,8.41,97.32,2.31,3.26,.65,13.54
06/11/2019,17:45:00,22.44,.88,7.54,8.34,96.49,2.26,3.19,.68,13.34
06/11/2019,18:00:00,22.41,.88,7.53,8.32,96.14,2.31,3.16,.65,13.33
06/11/2019,18:15:00,22.46,.88,7.55,8.41,97.29,2.27,3.17,.68,13.42
06/11/2019,18:30:00,22.44,.88,7.53,8.34,96.38,2.33,3.16,.65,13.25
06/11/2019,18:45:00,22.42,.88,7.54,8.34,96.38,2.23,3.17,.66,13.22
06/11/2019,19:00:00,22.47,.88,7.56,8.34,96.52,2.38,3.15,.65,12.94
06/11/2019,19:15:00,22.52,.88,7.56,8.33,96.49,2.28,3.13,.61,13.06
06/11/2019,19:30:00,22.53,.88,7.61,8.53,98.81,2.44,3.23,.66,12.94
06/11/2019,19:45:00,22.47,.88,7.57,8.39,97.02,2.27,3.61,.68,12.84
06/11/2019,20:00:00,22.44,.88,7.56,8.32,96.24,2.26,3.63,.67,12.79
06/11/2019,20:15:00,22.39,.88,7.51,8.12,93.82,2.21,3.79,.69,12.8
06/11/2019,20:30:00,22.34,.88,7.51,8.17,94.33,2.32,3.58,.69,12.88
06/11/2019,20:45:00,22.3,.88,7.49,8.11,93.46,2.19,3.61,.71,12.82
06/11/2019,21:00:00,22.28,.88,7.49,8.09,93.25,2.28,3.75,.71,12.8
06/11/2019,21:15:00,22.26,.88,7.48,8.02,92.45,2.36,3.59,.7,12.79
06/11/2019,21:30:00,22.23,.89,7.47,7.99,91.96,2.19,3.45,.62,12.79
06/11/2019,21:45:00,22.23,.89,7.46,7.94,91.47,2.28,3.46,.66,12.77
06/11/2019,22:00:00,22.19,.88,7.45,7.91,90.98,2.14,3.35,.66,12.83
06/11/2019,22:15:00,22.18,.89,7.44,7.83,90.07,2.16,3.32,.69,12.71
06/11/2019,22:30:00,22.15,.89,7.4,7.51,86.39,2.11,3.01,.63,12.76
06/11/2019,22:45:00,22.14,.89,7.39,7.5,86.18,2.13,2.99,.59,12.73
06/11/2019,23:00:00,22.11,.89,7.39,7.5,86.17,2.12,3.01,.61,12.77
06/11/2019,23:15:00,22.1,.89,7.39,7.49,86.05,2.45,2.92,.61,12.78
06/11/2019,23:30:00,22.08,.89,7.39,7.47,85.82,2.12,2.9,.59,12.8
06/11/2019,23:45:00,22.06,.89,7.39,7.5,86.08,2.09,2.89,.6,12.74
06/12/2019,00:00:00,22.04,.89,7.39,7.48,85.77,2.22,2.96,.6,12.77
06/12/2019,00:15:00,22.01,.89,7.38,7.44,85.33,2.11,2.93,.59,12.73
