date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
05/08/2019,20:30:00,14.4,.55,7.08,9.45,92.6,1.75,1.36,.26,12.39
05/08/2019,20:45:00,14.46,.55,7.09,9.46,92.92,1.85,1.36,.26,12.37
05/08/2019,21:00:00,14.48,.56,7.1,9.44,92.72,1.64,1.47,.28,12.47
05/08/2019,21:15:00,14.5,.56,7.1,9.44,92.78,1.92,1.47,.28,12.41
05/08/2019,21:30:00,14.49,.55,7.08,9.43,92.64,1.84,1.48,.28,12.37
05/08/2019,21:45:00,14.55,.56,7.09,9.41,92.6,1.8,1.42,.27,12.4
05/08/2019,22:00:00,14.57,.55,7.1,9.43,92.85,1.72,1.32,.27,12.41
05/08/2019,22:15:00,14.59,.55,7.1,9.44,92.95,1.79,1.35,.26,12.4
05/08/2019,22:30:00,14.65,.55,7.11,9.47,93.38,1.95,1.32,.26,12.45
05/08/2019,22:45:00,14.67,.56,7.11,9.44,93.09,1.78,1.59,.26,12.52
05/08/2019,23:00:00,14.67,.55,7.11,9.47,93.37,1.74,1.53,.3,12.44
05/08/2019,23:15:00,14.67,.55,7.11,9.46,93.26,1.78,1.38,.29,12.38
05/08/2019,23:30:00,14.7,.56,7.11,9.44,93.11,1.85,1.41,.29,12.39
05/08/2019,23:45:00,14.7,.56,7.11,9.43,93.04,1.83,1.4,.28,12.41
05/09/2019,00:00:00,14.72,.56,7.11,9.45,93.32,1.84,1.37,.28,12.34
05/09/2019,00:15:00,14.7,.56,7.11,9.44,93.19,2.62,1.36,.28,12.36
05/09/2019,00:30:00,14.68,.56,7.11,9.43,93.04,1.77,1.42,.28,12.37
05/09/2019,00:45:00,14.69,.56,7.11,9.43,93.07,1.78,1.35,.28,12.36
05/09/2019,01:00:00,14.69,.56,7.11,9.43,93.06,1.79,1.34,.27,12.36
05/09/2019,01:15:00,14.68,.56,7.1,9.41,92.85,1.71,1.35,.28,12.36
05/09/2019,01:30:00,14.67,.56,7.1,9.42,92.94,1.73,1.36,.26,12.36
05/09/2019,01:45:00,14.67,.56,7.11,9.44,93.13,1.66,1.35,.31,12.36
05/09/2019,02:00:00,14.65,.56,7.11,9.44,93.06,1.7,1.42,.31,12.37
05/09/2019,02:15:00,14.65,.56,7.11,9.43,92.96,1.81,1.6,.28,12.37
05/09/2019,02:30:00,14.65,.56,7.1,9.41,92.73,1.73,1.43,.28,12.33
05/09/2019,02:45:00,14.62,.56,7.1,9.41,92.67,1.88,1.42,.28,12.36
05/09/2019,03:00:00,14.61,.56,7.11,9.42,92.77,1.73,1.41,.26,12.36
05/09/2019,03:15:00,14.6,.56,7.1,9.39,92.46,1.79,1.52,.27,12.33
05/09/2019,03:30:00,14.59,.56,7.1,9.39,92.44,1.88,1.26,.28,12.33
05/09/2019,03:45:00,14.59,.56,7.1,9.38,92.31,1.6,1.53,.27,12.34
05/09/2019,04:00:00,14.58,.56,7.1,9.37,92.19,1.56,1.46,.27,12.35
05/09/2019,04:15:00,14.56,.56,7.09,9.34,91.87,1.61,1.41,.26,12.34
05/09/2019,04:30:00,14.53,.56,7.1,9.36,92.08,1.71,1.39,.27,12.37
05/09/2019,04:45:00,14.54,.56,7.09,9.31,91.5,1.7,1.22,.27,12.28
05/09/2019,05:00:00,14.5,.56,7.09,9.29,91.33,1.54,1.46,.28,12.43
05/09/2019,05:15:00,14.48,.56,7.09,9.32,91.57,1.66,1.25,.26,12.35
05/09/2019,05:30:00,14.48,.56,7.09,9.3,91.36,1.64,1.39,.26,12.37
05/09/2019,05:45:00,14.49,.56,7.09,9.32,91.53,1.65,1.38,.26,12.28
05/09/2019,06:00:00,14.47,.56,7.09,9.32,91.53,1.72,1.43,.27,12.35
05/09/2019,06:15:00,14.46,.56,7.1,9.37,92.01,1.6,1.68,.29,12.37
05/09/2019,06:30:00,14.44,.56,7.1,9.37,92,1.79,1.32,.26,12.34
05/09/2019,06:45:00,14.43,.56,7.1,9.38,92,1.65,1.37,.28,12.44
05/09/2019,07:00:00,14.43,.56,7.09,9.36,91.87,1.64,1.35,.28,12.3
05/09/2019,07:15:00,14.43,.56,7.09,9.37,91.89,1.65,1.36,.26,12.35
05/09/2019,07:30:00,14.43,.56,7.1,9.37,91.9,1.67,1.53,.3,12.43
05/09/2019,07:45:00,14.4,.56,7.07,9.38,91.98,1.71,1.26,.25,12.36
05/09/2019,08:00:00,14.41,.56,7.08,9.36,91.77,1.68,1.53,.28,12.34
05/09/2019,08:15:00,14.45,.55,7.08,9.43,92.54,1.63,1.29,.28,12.38
05/09/2019,08:30:00,14.48,.56,7.07,9.48,93.12,1.66,1.29,.27,12.77
05/09/2019,08:45:00,14.46,.56,7.07,9.42,92.52,1.62,1.29,.26,12.98
05/09/2019,09:00:00,14.49,.56,7.1,9.45,92.84,1.6,1.19,.32,13.05
05/09/2019,09:15:00,14.53,.56,7.09,9.48,93.22,1.68,1.29,.27,13.09
05/09/2019,09:30:00,14.63,.56,7.08,9.5,93.62,1.66,1.36,.33,13.05
05/09/2019,09:45:00,14.69,.56,7.09,9.49,93.63,1.66,1.4,.32,13.2
05/09/2019,10:00:00,14.85,.55,7.12,9.5,94.04,1.77,1.57,.3,13.06
05/09/2019,10:15:00,14.96,.55,7.13,9.54,94.72,1.66,1.35,.31,13.01
05/09/2019,10:30:00,14.96,.55,7.12,9.5,94.25,1.68,1.54,.34,13
05/09/2019,10:45:00,14.94,.55,7.11,9.55,94.74,1.69,1.55,.33,13.11
05/09/2019,11:00:00,14.89,.55,7.1,9.56,94.72,1.72,1.53,.34,13.1
05/09/2019,11:15:00,14.84,.55,7.08,9.56,94.66,1.68,1.7,.35,13.01
05/09/2019,11:30:00,15,.55,7.09,9.63,95.61,1.82,1.62,.37,13.09
05/09/2019,11:45:00,14.84,.55,7.1,9.62,95.21,1.82,1.95,.48,13.21
05/09/2019,12:00:00,14.99,.55,7.11,9.67,96.03,1.8,1.87,.4,13.14
05/09/2019,12:15:00,15.19,.56,7.11,9.69,96.68,1.69,1.63,.38,13.22
05/09/2019,12:30:00,15.15,.56,7.1,9.7,96.66,1.81,1.72,.42,13.33
05/09/2019,12:45:00,15.25,.56,7.12,9.7,96.87,1.7,1.78,.43,13.31
05/09/2019,13:00:00,15.35,.56,7.08,9.7,97.07,1.73,1.63,.35,13.42
05/09/2019,13:15:00,15.33,.56,7.08,9.72,97.21,1.72,1.7,.4,13.35
05/09/2019,13:30:00,15.42,.56,7.08,9.73,97.48,1.78,1.68,.37,13.5
05/09/2019,13:45:00,15.46,.56,7.1,9.74,97.68,1.77,1.74,.39,13.64
05/09/2019,14:00:00,15.47,.56,7.07,9.76,97.92,1.78,1.76,.42,13.57
05/09/2019,14:15:00,15.63,.56,7.11,9.78,98.42,1.69,1.49,.33,13.68
05/09/2019,14:30:00,15.44,.56,7.09,9.78,98.06,1.75,1.88,.45,13.89
05/09/2019,14:45:00,15.49,.56,7.09,9.71,97.42,1.68,1.61,.33,14.2
05/09/2019,15:00:00,15.45,.56,7.06,9.74,97.63,1.69,1.61,.36,14.16
05/09/2019,15:15:00,15.43,.56,7.07,9.77,97.94,1.69,1.76,.36,14.19
05/09/2019,15:30:00,15.38,.56,7.06,9.76,97.77,1.7,1.73,.37,14.12
05/09/2019,15:45:00,15.45,.56,7.11,9.74,97.68,1.74,1.68,.38,13.5
05/09/2019,16:00:00,15.47,.56,7.1,9.79,98.2,1.68,1.75,.39,14.23
05/09/2019,16:15:00,15.47,.56,7.1,9.77,98.04,1.66,1.73,.36,14.14
05/09/2019,16:30:00,15.48,.56,7.1,9.71,97.48,1.65,1.61,.35,13.14
05/09/2019,16:45:00,15.41,.56,7.08,9.66,96.81,1.7,1.59,.32,14.17
05/09/2019,17:00:00,15.44,.56,7.1,9.72,97.45,2.13,1.61,.34,13.15
05/09/2019,17:15:00,15.44,.56,7.09,9.71,97.39,1.71,1.6,.32,13.11
05/09/2019,17:30:00,15.36,.57,7.06,9.61,96.2,1.69,1.46,.26,12.85
05/09/2019,17:45:00,15.37,.56,7.07,9.67,96.8,1.57,1.43,.29,12.77
05/09/2019,18:00:00,15.34,.57,7.08,9.62,96.28,1.58,1.44,.31,12.73
05/09/2019,18:15:00,15.29,.57,7.08,9.56,95.58,1.7,1.47,.31,12.71
05/09/2019,18:30:00,15.21,.57,7.07,9.56,95.4,1.73,1.4,.29,12.62
05/09/2019,18:45:00,14.99,.57,7.05,9.52,94.56,1.57,1.25,.26,12.74
05/09/2019,19:00:00,14.92,.57,7.03,9.41,93.35,1.52,1.3,.28,12.52
05/09/2019,19:15:00,14.92,.57,7.07,9.45,93.69,1.51,1.33,.29,12.57
05/09/2019,19:30:00,14.84,.57,7.06,9.4,93.08,1.55,1.24,.24,12.54
05/09/2019,19:45:00,14.77,.57,7.01,9.32,92.1,1.55,1.18,.24,12.49
05/09/2019,20:00:00,14.75,.57,7.03,9.33,92.2,1.57,1.29,.25,12.51
05/09/2019,20:15:00,14.77,.57,7.04,9.39,92.85,1.61,1.36,.23,12.51
05/09/2019,20:30:00,14.78,.56,7.08,9.39,92.83,1.58,1.17,.25,12.52
05/09/2019,20:45:00,14.82,.56,7.08,9.38,92.85,1.74,1.38,.27,12.46
05/09/2019,21:00:00,14.87,.56,7.09,9.37,92.85,1.65,1.43,.28,12.48
05/09/2019,21:15:00,14.98,.56,7.12,9.51,94.41,1.66,1.44,.25,12.48
05/09/2019,21:30:00,14.95,.56,7.1,9.5,94.21,1.63,1.5,.29,12.47
05/09/2019,21:45:00,14.96,.56,7.1,9.49,94.16,1.65,1.41,.3,12.47
05/09/2019,22:00:00,14.97,.56,7.11,9.49,94.22,1.57,1.51,.31,12.44
05/09/2019,22:15:00,14.98,.56,7.12,9.52,94.48,1.57,1.55,.32,12.45
05/09/2019,22:30:00,14.98,.56,7.12,9.49,94.21,1.61,1.67,.29,12.46
05/09/2019,22:45:00,14.97,.56,7.11,9.51,94.43,1.59,1.5,.27,12.46
05/09/2019,23:00:00,14.97,.56,7.07,9.5,94.32,1.64,1.42,.28,12.44
05/09/2019,23:15:00,14.96,.56,7.09,9.48,94.12,1.58,1.52,.3,12.43
05/09/2019,23:30:00,14.99,.56,7.11,9.51,94.44,1.65,1.56,.28,12.46
05/09/2019,23:45:00,15.03,.56,7.11,9.52,94.62,1.67,1.73,.33,12.39
05/10/2019,00:00:00,15.03,.56,7.1,9.51,94.5,1.62,1.73,.3,12.42
05/10/2019,00:15:00,15.02,.56,7.08,9.5,94.45,1.62,1.53,.31,12.48
05/10/2019,00:30:00,15.02,.56,7.07,9.51,94.49,1.71,1.58,.28,12.46
05/10/2019,00:45:00,15.01,.56,7.08,9.5,94.43,1.57,1.54,.3,12.39
05/10/2019,01:00:00,15.01,.56,7.08,9.49,94.27,1.61,1.5,.3,12.36
05/10/2019,01:15:00,14.99,.56,7.06,9.49,94.26,1.54,1.56,.31,12.43
05/10/2019,01:30:00,15,.56,7.08,9.49,94.22,1.65,1.6,.29,12.37
05/10/2019,01:45:00,14.99,.56,7.08,9.47,94.1,1.55,1.94,.35,12.38
05/10/2019,02:00:00,14.98,.56,7.1,9.47,94,1.5,1.56,.29,12.35
05/10/2019,02:15:00,14.98,.56,7.1,9.46,93.93,1.63,1.3,.29,12.38
05/10/2019,02:30:00,14.98,.56,7.06,9.47,94.03,1.64,1.59,.3,12.36
05/10/2019,02:45:00,14.96,.56,7.07,9.47,93.99,1.55,1.52,.31,12.34
05/10/2019,03:00:00,14.94,.56,7.07,9.46,93.85,1.75,1.61,.33,12.35
05/10/2019,03:15:00,14.94,.56,7.09,9.45,93.76,1.81,1.62,.31,12.34
05/10/2019,03:30:00,14.94,.56,7.11,9.45,93.75,1.72,1.63,.32,12.35
05/10/2019,03:45:00,14.92,.56,7.1,9.44,93.57,1.61,1.53,.3,12.3
05/10/2019,04:00:00,14.92,.56,7.09,9.44,93.64,1.5,1.6,.32,12.35
05/10/2019,04:15:00,14.9,.56,7.09,9.43,93.47,1.83,1.45,.29,12.35
05/10/2019,04:30:00,14.91,.56,7.09,9.43,93.49,1.56,1.58,.34,12.33
05/10/2019,04:45:00,14.9,.56,7.1,9.44,93.56,1.55,1.51,.31,12.33
05/10/2019,05:00:00,14.91,.56,7.09,9.42,93.37,1.68,1.6,.31,12.34
05/10/2019,05:15:00,14.89,.56,7.09,9.43,93.45,1.53,1.62,.32,12.34
05/10/2019,05:30:00,14.89,.56,7.1,9.43,93.39,1.75,1.55,.34,12.34
05/10/2019,05:45:00,14.87,.56,7.11,9.42,93.27,1.59,1.58,.3,12.38
05/10/2019,06:00:00,14.88,.56,7.11,9.41,93.22,1.67,1.8,.35,12.27
05/10/2019,06:15:00,14.87,.56,7.1,9.4,93.11,1.78,1.79,.32,12.39
05/10/2019,06:30:00,14.87,.56,7.08,9.4,93.12,1.89,1.53,.29,12.37
05/10/2019,06:45:00,14.85,.56,7.09,9.4,93.03,1.61,1.62,.3,12.33
05/10/2019,07:00:00,14.86,.57,7.07,9.4,93.09,1.6,1.52,.25,12.34
05/10/2019,07:15:00,14.86,.57,7.04,9.39,92.98,1.56,1.53,.28,12.39
05/10/2019,07:30:00,14.85,.57,7.05,9.39,92.96,1.66,1.43,.28,12.33
05/10/2019,07:45:00,14.86,.57,7.06,9.39,92.95,1.53,1.53,.3,12.39
05/10/2019,08:00:00,14.88,.57,7.08,9.39,92.98,1.53,1.64,.31,12.33
05/10/2019,08:15:00,14.88,.57,7.06,9.38,92.89,1.56,1.5,.28,12.33
05/10/2019,08:30:00,14.87,.57,7.06,9.38,92.91,1.58,1.52,.28,12.34
05/10/2019,08:45:00,14.88,.57,7.05,9.39,93.05,1.5,1.43,.25,12.35
05/10/2019,09:00:00,14.88,.57,7.05,9.39,93.03,1.54,1.51,.32,12.44
05/10/2019,09:15:00,14.91,.57,7.04,9.38,92.97,1.52,1.3,.31,12.48
05/10/2019,09:30:00,14.93,.57,7.02,9.35,92.71,1.58,1.42,.29,12.8
05/10/2019,09:45:00,14.98,.57,7.03,9.37,93,1.54,1.36,.29,12.74
05/10/2019,10:00:00,14.99,.57,7.03,9.4,93.32,1.53,1.39,.3,12.62
05/10/2019,10:15:00,15.09,.57,7.07,9.4,93.56,1.63,1.52,.33,12.61
05/10/2019,10:30:00,15.11,.56,7.05,9.41,93.64,1.63,1.52,.31,12.45
05/10/2019,10:45:00,15.09,.56,7.02,9.39,93.45,1.68,1.5,.32,12.46
05/10/2019,11:00:00,15.08,.57,7.03,9.39,93.41,1.62,1.6,.34,12.4
05/10/2019,11:15:00,15.09,.56,7.03,9.38,93.3,1.81,1.58,.34,12.35
05/10/2019,11:30:00,15.11,.56,7.04,9.39,93.47,1.73,1.63,.34,12.39
05/10/2019,11:45:00,15.1,.56,7.03,9.38,93.4,1.69,1.49,.3,12.27
05/10/2019,12:00:00,15.12,.56,7.03,9.37,93.29,1.72,1.57,.36,12.35
05/10/2019,12:15:00,15.12,.56,7.01,9.36,93.23,1.73,1.6,.32,12.4
05/10/2019,12:30:00,15.14,.56,6.98,9.36,93.26,1.79,1.57,.34,12.36
05/10/2019,12:45:00,15.15,.56,7.01,9.36,93.24,1.72,1.76,.36,12.33
05/10/2019,13:00:00,15.17,.56,7.02,9.32,92.95,1.79,1.65,.31,12.35
05/10/2019,13:15:00,15.17,.57,7,9.33,93.01,1.81,1.6,.31,12.38
05/10/2019,13:30:00,15.18,.57,7,9.3,92.77,1.74,1.59,.34,12.34
05/10/2019,13:45:00,15.17,.57,6.99,9.27,92.44,1.87,1.58,.33,12.28
05/10/2019,14:00:00,15.19,.57,6.99,9.29,92.67,1.79,1.62,.33,12.41
05/10/2019,14:15:00,15.2,.57,7.03,9.3,92.74,1.75,1.65,.31,12.28
05/10/2019,14:30:00,15.18,.57,7.03,9.29,92.69,1.75,1.65,.32,12.26
05/10/2019,14:45:00,15.19,.57,7.04,9.29,92.63,1.69,1.66,.32,12.35
05/10/2019,15:00:00,15.19,.57,7.03,9.3,92.76,1.92,1.64,.31,12.33
05/10/2019,15:15:00,15.19,.57,7.03,9.31,92.84,1.75,1.66,.35,12.33
05/10/2019,15:30:00,15.19,.57,7,9.32,92.99,1.72,1.59,.35,12.28
05/10/2019,15:45:00,15.2,.57,7,9.31,92.84,1.67,1.66,.33,12.33
05/10/2019,16:00:00,15.23,.57,7.03,9.31,92.96,1.67,1.69,.34,12.28
05/10/2019,16:15:00,15.23,.57,7.04,9.31,92.92,1.67,1.71,.34,12.32
05/10/2019,16:30:00,15.24,.57,7.01,9.31,92.94,1.7,1.73,.35,12.36
05/10/2019,16:45:00,15.24,.57,7,9.32,93.05,1.68,1.73,.35,12.25
05/10/2019,17:00:00,15.23,.57,7.02,9.31,92.91,1.7,1.72,.34,12.36
05/10/2019,17:15:00,15.23,.57,7.02,9.31,92.89,1.72,1.7,.33,12.28
05/10/2019,17:30:00,15.23,.57,7.05,9.29,92.74,1.74,1.72,.35,12.36
05/10/2019,17:45:00,15.25,.57,7.04,9.29,92.79,1.74,1.7,.35,12.32
05/10/2019,18:00:00,15.24,.57,7.01,9.29,92.77,1.65,1.77,.35,12.3
05/10/2019,18:15:00,15.27,.57,7.05,9.31,92.99,1.74,1.73,.36,12.5
05/10/2019,18:30:00,15.31,.57,7.04,9.34,93.43,1.73,1.74,.37,12.54
05/10/2019,18:45:00,15.32,.57,7.01,9.32,93.2,1.69,1.74,.34,12.44
05/10/2019,19:00:00,15.3,.57,7.01,9.26,92.58,1.69,1.8,.34,12.35
05/10/2019,19:15:00,15.3,.57,7.01,9.25,92.48,1.72,1.73,.32,12.25
05/10/2019,19:30:00,15.31,.57,7.04,9.24,92.42,1.7,1.69,.34,12.19
05/10/2019,19:45:00,15.3,.57,7.06,9.29,92.89,1.65,1.73,.35,12.27
05/10/2019,20:00:00,15.29,.57,7.06,9.28,92.74,1.68,1.71,.34,12.24
05/10/2019,20:15:00,15.28,.57,7.06,9.24,92.39,1.66,1.85,.34,12.22
05/10/2019,20:30:00,15.28,.57,7.09,9.21,92.02,1.63,1.89,.35,12.22
05/10/2019,20:45:00,15.28,.58,7.11,9.2,91.92,1.64,1.89,.37,12.25
05/10/2019,21:00:00,15.29,.57,7.13,9.18,91.7,1.68,1.96,.35,12.22
05/10/2019,21:15:00,15.28,.57,7.12,9.17,91.67,1.68,1.76,.32,12.23
05/10/2019,21:30:00,15.27,.58,7.07,9.17,91.59,1.72,1.8,.34,12.18
05/10/2019,21:45:00,15.27,.58,7.04,9.16,91.57,1.66,1.6,.31,12.21
05/10/2019,22:00:00,15.3,.58,7.06,9.18,91.82,1.66,1.81,.33,12.23
05/10/2019,22:15:00,15.32,.58,7.04,9.19,91.88,1.7,1.69,.31,12.25
05/10/2019,22:30:00,15.36,.57,7.07,9.18,91.87,1.66,1.79,.35,12.19
05/10/2019,22:45:00,15.36,.57,7.06,9.17,91.81,1.86,1.69,.3,12.22
05/10/2019,23:00:00,15.38,.57,7.07,9.15,91.67,1.7,1.76,.31,12.22
05/10/2019,23:15:00,15.42,.57,7.07,9.13,91.52,1.67,1.8,.33,12.16
05/10/2019,23:30:00,15.46,.57,7.08,9.1,91.27,1.85,2.22,.33,12.19
05/10/2019,23:45:00,15.51,.57,7.1,9.06,90.94,1.86,1.93,.36,12.24
05/11/2019,00:00:00,15.52,.57,7.07,9.03,90.68,1.74,1.78,.36,12.19
05/11/2019,00:15:00,15.56,.57,7.08,9.02,90.63,1.85,1.79,.34,12.15
05/11/2019,00:30:00,15.57,.56,7.08,9,90.5,1.79,1.78,.34,12.21
05/11/2019,00:45:00,15.59,.56,7.08,8.99,90.45,1.74,1.91,.38,12.17
05/11/2019,01:00:00,15.59,.56,7.07,8.98,90.38,1.72,1.79,.37,12.15
05/11/2019,01:15:00,15.59,.56,7.1,8.98,90.33,1.65,1.81,.35,12.17
05/11/2019,01:30:00,15.6,.56,7.11,8.97,90.23,1.79,1.91,.38,12.15
05/11/2019,01:45:00,15.6,.56,7.13,8.96,90.19,1.67,2.07,.41,12.18
05/11/2019,02:00:00,15.6,.56,7.14,8.96,90.14,2.39,1.81,.34,12.15
05/11/2019,02:15:00,15.61,.56,7.15,8.95,90.07,2.02,2.06,.37,12.15
05/11/2019,02:30:00,15.61,.56,7.15,8.93,89.92,1.72,1.95,.37,12.15
05/11/2019,02:45:00,15.61,.57,7.15,8.92,89.77,1.72,1.84,.34,12.19
05/11/2019,03:00:00,15.61,.57,7.14,8.91,89.67,1.72,2.03,.36,12.19
05/11/2019,03:15:00,15.6,.57,7.13,8.9,89.54,1.77,1.8,.34,12.17
05/11/2019,03:30:00,15.6,.57,7.12,8.89,89.43,1.61,1.79,.33,12.22
05/11/2019,03:45:00,15.59,.57,7.11,8.88,89.31,1.67,1.71,.33,12.18
05/11/2019,04:00:00,15.6,.57,7.11,8.87,89.23,1.64,1.79,.33,12.18
05/11/2019,04:15:00,15.59,.57,7.11,8.86,89.1,1.62,1.9,.34,12.17
05/11/2019,04:30:00,15.58,.57,7.11,8.85,89.03,1.65,1.89,.32,12.17
05/11/2019,04:45:00,15.58,.57,7.11,8.84,88.88,1.66,1.79,.35,12.13
05/11/2019,05:00:00,15.57,.57,7.1,8.81,88.59,1.7,1.73,.36,12.18
05/11/2019,05:15:00,15.56,.57,7.09,8.8,88.5,1.81,1.74,.32,12.16
05/11/2019,05:30:00,15.56,.57,7.08,8.8,88.48,1.73,1.7,.35,12.19
05/11/2019,05:45:00,,,,,,,0,,12.15
05/11/2019,06:00:00,15.55,.57,7.1,8.8,88.48,1.61,1.83,.34,12.27
05/11/2019,06:15:00,15.53,.57,7.09,8.78,88.24,1.79,1.69,.32,12.15
05/11/2019,06:30:00,15.53,.57,7.1,8.79,88.25,1.76,1.69,.29,12.16
05/11/2019,06:45:00,15.53,.57,7.08,8.76,87.98,1.7,1.6,.31,12.18
05/11/2019,07:00:00,15.51,.57,7.09,8.78,88.18,1.65,1.67,.33,12.18
05/11/2019,07:15:00,15.52,.57,7.07,8.73,87.7,1.72,1.57,.28,12.21
05/11/2019,07:30:00,15.5,.57,7.08,8.76,87.93,1.7,1.62,.29,12.17
05/11/2019,07:45:00,15.49,.57,7.09,8.74,87.74,1.68,1.68,.27,12.17
05/11/2019,08:00:00,15.48,.57,7.08,8.75,87.85,1.68,1.61,.29,12.15
05/11/2019,08:15:00,15.48,.57,7.08,8.74,87.69,1.65,1.66,.25,12.33
05/11/2019,08:30:00,15.49,.57,7.08,8.75,87.84,1.7,1.67,.33,12.51
05/11/2019,08:45:00,15.52,.57,7.09,8.85,88.91,1.62,1.58,.29,12.7
05/11/2019,09:00:00,15.56,.57,7.08,8.87,89.17,1.6,1.56,.32,12.69
05/11/2019,09:15:00,15.59,.57,7.07,8.91,89.65,1.54,1.62,.29,12.79
05/11/2019,09:30:00,15.67,.57,7.1,8.97,90.35,1.7,1.67,.33,12.62
05/11/2019,09:45:00,15.67,.57,7.08,8.98,90.52,1.6,1.64,.32,12.67
05/11/2019,10:00:00,15.7,.57,7.09,9.01,90.8,1.66,1.84,.35,12.7
05/11/2019,10:15:00,15.73,.57,7.07,9,90.8,1.66,1.74,.37,12.89
05/11/2019,10:30:00,15.81,.57,7.11,9.03,91.22,1.77,2.1,.34,12.71
05/11/2019,10:45:00,15.84,.57,7.1,9.01,91.13,1.61,1.68,.33,12.83
05/11/2019,11:00:00,15.89,.57,7.1,9.04,91.52,1.7,1.69,.35,12.94
05/11/2019,11:15:00,15.9,.57,7.13,9.08,91.97,1.61,1.71,.37,12.82
05/11/2019,11:30:00,15.83,.57,7.09,8.99,90.93,1.58,1.98,.35,12.82
05/11/2019,11:45:00,15.75,.58,7.07,8.95,90.36,1.79,1.76,.41,13.05
05/11/2019,12:00:00,15.85,.57,7.08,8.89,89.87,1.67,1.62,.35,13.01
05/11/2019,12:15:00,15.98,.57,7.12,8.97,90.96,1.6,1.65,.35,12.96
05/11/2019,12:30:00,16.05,.57,7.11,8.99,91.27,1.63,1.7,.33,12.94
05/11/2019,12:45:00,15.78,.57,7.06,8.94,90.32,1.67,1.82,.38,12.92
05/11/2019,13:00:00,15.9,.57,7.1,8.97,90.85,1.87,1.88,.4,12.91
05/11/2019,13:15:00,15.99,.57,7.12,8.95,90.83,1.74,1.95,.38,12.96
05/11/2019,13:30:00,16.22,.57,7.13,9.11,92.89,1.56,1.8,.37,12.97
05/11/2019,13:45:00,16.65,.57,7.23,9.34,96.06,1.59,1.71,.34,12.98
05/11/2019,14:00:00,16.31,.57,7.1,9.21,94.08,1.74,1.97,.41,12.99
05/11/2019,14:15:00,16.58,.57,7.18,9.38,96.36,1.68,1.97,.39,12.99
05/11/2019,14:30:00,16.69,.57,7.22,9.43,97.11,1.63,2.04,.47,12.94
05/11/2019,14:45:00,16.67,.57,7.16,9.47,97.45,1.73,2.14,.47,13.01
05/11/2019,15:00:00,16.73,.57,7.17,9.41,96.94,1.68,2.02,.43,12.88
05/11/2019,15:15:00,16.69,.57,7.16,9.38,96.62,1.62,2.02,.42,13
05/11/2019,15:30:00,16.66,.57,7.15,9.39,96.67,1.76,2.11,.44,13.06
