date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (cells/ml),est.chl a (ug/l)
05/25/2021,23:45,20.41,.93,7.46,8.16,90.7,1.56,2.77,.39,1300,11.7
05/26/2021,00:00,20.42,.93,7.45,8.1,90.1,1.81,2.67,.36,1300,11.6
05/26/2021,00:15,20.39,.93,7.45,8.11,90.1,1.64,2.83,.38,1700,11.6
05/26/2021,00:30,20.34,.93,7.45,8.1,89.9,1.88,2.76,.37,1700,11.6
05/26/2021,00:45,20.32,.93,7.45,8.11,90,1.63,2.65,.39,1700,11.6
05/26/2021,01:00,20.3,.93,7.46,8.11,90,1.89,2.67,.39,1700,11.6
05/26/2021,01:15,20.3,.93,7.46,8.12,90,1.6,2.7,.4,1700,11.7
05/26/2021,01:30,20.27,.93,7.46,8.1,89.8,1.83,2.55,.37,1700,11.7
05/26/2021,01:45,20.29,.93,7.45,8.11,89.9,1.54,2.64,.4,1700,11.7
05/26/2021,02:00,20.28,.94,7.45,8.09,89.7,1.82,2.47,.39,1800,11.7
05/26/2021,02:15,20.29,.94,7.45,8.07,89.4,1.56,2.63,.36,1700,11.7
05/26/2021,02:30,20.23,.94,7.45,8.08,89.5,1.78,2.61,.39,1200,11.6
05/26/2021,02:45,20.22,.94,7.45,8.04,89.1,1.55,2.58,.4,800,11.6
05/26/2021,03:00,20.23,.94,7.45,8.04,89.1,1.81,2.54,.38,800,11.5
05/26/2021,03:15,20.18,.94,7.45,8.05,89.1,1.49,2.48,.37,300,11.4
05/26/2021,03:30,20.21,.95,7.44,8.03,88.9,1.83,2.48,.37,300,11.4
05/26/2021,03:45,20.19,.95,7.44,8.02,88.8,1.52,2.5,.38,300,11.2
05/26/2021,04:00,20.18,.95,7.44,8.01,88.6,1.75,2.51,.39,-100,11.2
05/26/2021,04:15,20.17,.95,7.44,8.02,88.7,1.54,2.44,.37,-300,11.2
05/26/2021,04:30,20.19,.95,7.44,8.02,88.8,1.78,2.48,.37,-300,11.1
05/26/2021,04:45,20.18,.95,7.44,7.99,88.4,1.52,2.46,.38,-400,11
05/26/2021,05:00,20.14,.95,7.44,7.99,88.4,1.79,2.37,.36,-400,11
05/26/2021,05:15,20.13,.95,7.44,7.98,88.2,1.54,2.37,.33,-400,10.9
05/26/2021,05:30,20.09,.95,7.44,7.98,88.2,1.74,2.34,.36,-500,10.9
05/26/2021,05:45,20.08,.95,7.44,7.97,88,1.46,2.22,.35,-500,10.7
05/26/2021,06:00,20.12,.95,7.44,7.98,88.2,1.71,2.28,.37,-900,10.6
05/26/2021,06:15,20.12,.95,7.44,7.98,88.2,1.46,2.27,.35,-900,10.5
05/26/2021,06:30,20.11,.96,7.43,7.97,88.1,1.76,2.3,.37,-900,10.4
05/26/2021,06:45,20.08,.95,7.44,7.96,87.9,1.45,2,.34,-900,10.3
05/26/2021,07:00,20.08,.96,7.44,7.97,88.1,1.75,2.12,.34,-900,10.2
05/26/2021,07:15,20.08,.96,7.44,7.97,88.1,1.46,2.18,.34,-1900,10.1
05/26/2021,07:30,20.06,.96,7.44,7.99,88.2,1.69,2.12,.36,-2200,10
05/26/2021,07:45,20.1,.96,7.45,8.01,88.5,1.4,2.18,.38,-2200,10
05/26/2021,08:00,20.14,.96,7.45,8.02,88.7,1.63,2.18,.34,-2900,9.9
05/26/2021,08:15,20.15,.96,7.45,8.03,88.8,1.44,2.17,.37,-2900,9.9
05/26/2021,08:30,20.17,.96,7.46,8.06,89.1,1.65,2.27,.35,-2900,9.8
05/26/2021,08:45,20.21,.96,7.46,8.09,89.6,1.45,2.25,.35,-2900,9.9
05/26/2021,09:00,20.25,.96,7.47,8.1,89.8,1.72,2.29,.36,-2900,10
05/26/2021,09:15,20.34,.97,7.48,8.14,90.4,1.4,2.22,.36,-3100,10.1
05/26/2021,09:30,20.33,.97,7.48,8.15,90.5,1.71,2.36,.38,-3100,10.2
05/26/2021,09:45,20.5,.97,7.49,8.21,91.4,1.39,2.23,.34,-3100,10.1
05/26/2021,10:00,20.58,.97,7.5,8.23,91.8,1.65,2.15,.34,-2800,10.1
05/26/2021,10:15,20.78,.97,7.51,8.29,92.8,1.32,2.08,.32,-2800,10.1
05/26/2021,10:30,20.59,.97,7.5,8.24,92,1.67,2.28,.4,-2800,10.1
05/26/2021,10:45,20.61,.97,7.5,8.26,92.3,1.39,2.37,.39,-3500,10.2
05/26/2021,11:00,20.6,.97,7.5,8.26,92.2,1.63,2.47,.39,-3700,10.3
05/26/2021,11:15,20.7,.97,7.52,8.31,93,1.38,2.42,.38,-3800,10.6
05/26/2021,11:30,20.98,.97,7.54,8.39,94.4,1.6,2.34,.39,-4200,10.6
05/26/2021,11:45,20.91,.97,7.54,8.41,94.5,1.34,2.38,.35,-4200,10.8
05/26/2021,12:00,20.98,.96,7.55,8.43,94.8,1.63,2.46,.37,-4200,10.8
05/26/2021,12:15,21.07,.96,7.56,8.47,95.4,1.34,2.49,.4,-4200,11
05/26/2021,12:30,21.1,.96,7.57,8.51,95.9,1.65,2.48,.39,-4200,11.1
05/26/2021,12:45,21.16,.96,7.57,8.49,95.8,1.36,2.57,.4,-4400,11.1
05/26/2021,13:00,21.31,.96,7.58,8.53,96.6,1.62,2.49,.39,-4400,11.2
05/26/2021,13:15,21.39,.96,7.62,8.74,99.1,1.43,2.49,.41,-3700,11.2
05/26/2021,13:30,21.29,.97,7.58,8.58,97.1,1.64,2.68,.41,-3500,11.3
05/26/2021,13:45,21.42,.97,7.61,8.69,98.5,1.44,2.77,.44,-3300,11.3
05/26/2021,14:00,21.49,.97,7.63,8.78,99.7,1.71,2.71,.41,-3300,11.5
05/26/2021,14:15,21.38,.97,7.62,8.74,99,1.45,2.8,.45,-3200,11.8
05/26/2021,14:30,21.51,.97,7.64,8.81,100.1,1.74,3.03,.48,-3200,12
05/26/2021,14:45,21.52,.97,7.64,8.81,100.1,1.47,3.13,.47,-2900,12.3
05/26/2021,15:00,21.51,.96,7.61,8.7,98.8,1.78,3.03,.44,-2700,12.6
05/26/2021,15:15,21.63,.96,7.63,8.77,99.8,1.48,3.03,.46,-2600,13
05/26/2021,15:30,21.65,.96,7.64,8.81,100.3,1.73,3.04,.44,-1700,13.3
05/26/2021,15:45,21.61,.95,7.64,8.83,100.5,1.5,3.15,.49,-1400,13.4
05/26/2021,16:00,21.61,.96,7.64,8.8,100.2,1.74,3.12,.45,-1200,13.5
05/26/2021,16:15,21.68,.96,7.65,8.83,100.6,1.51,3.21,.45,-1000,13.6
05/26/2021,16:30,21.72,.95,7.68,8.92,101.8,1.82,3.18,.47,-1000,13.7
05/26/2021,16:45,21.8,.95,7.69,8.96,102.3,1.41,3.25,.49,-1000,13.7
05/26/2021,17:00,21.91,.95,7.7,8.93,102.2,1.76,3.19,.48,-1000,13.9
05/26/2021,17:15,21.91,.96,7.7,8.97,102.7,1.48,3.29,.47,-1000,14
05/26/2021,17:30,21.86,.96,7.69,8.9,101.8,1.79,3.2,.47,-900,14.1
05/26/2021,17:45,21.69,.96,7.65,8.8,100.3,1.49,3.14,.47,-900,14.1
05/26/2021,18:00,21.69,.96,7.66,8.85,100.8,1.87,3.19,.49,-600,14.1
05/26/2021,18:15,21.7,.96,7.67,8.9,101.5,1.56,3.29,.51,0,14.1
05/26/2021,18:30,21.68,.96,7.66,8.87,101.1,1.8,3.44,.47,0,14.2
05/26/2021,18:45,21.7,.96,7.64,8.79,100.3,1.58,3.27,.47,300,14.2
05/26/2021,19:00,21.72,.96,7.65,8.77,100,1.74,3.24,.47,0,14.2
05/26/2021,19:15,21.68,.96,7.62,8.61,98.1,1.45,3.13,.45,0,14.1
05/26/2021,19:30,21.7,.96,7.63,8.64,98.5,1.66,3.68,.45,-1000,14.2
05/26/2021,19:45,21.67,.96,7.62,8.65,98.6,1.48,3.41,.47,-1000,14.3
05/26/2021,20:00,21.63,.97,7.62,8.69,98.9,1.7,3.61,.47,-1000,14.5
05/26/2021,20:15,21.65,.97,7.63,8.72,99.4,1.47,3.73,.47,-1000,14.7
05/26/2021,20:30,21.64,.98,7.62,8.67,98.7,1.77,4.14,.49,-1000,15
05/26/2021,20:45,21.63,.98,7.62,8.67,98.8,1.37,4,.51,-2300,15.4
05/26/2021,21:00,21.61,.97,7.6,8.61,98,1.75,3.84,.54,-2300,15.5
05/26/2021,21:15,21.6,.98,7.6,8.63,98.2,1.45,3.61,.5,-2300,15.6
05/26/2021,21:30,21.6,.98,7.6,8.62,98.1,1.7,3.66,.5,-1800,15.8
05/26/2021,21:45,21.58,.98,7.59,8.56,97.4,1.61,3.42,.45,-100,15.8
05/26/2021,22:00,21.58,.98,7.59,8.58,97.6,1.58,3.43,.46,-1700,15.8
05/26/2021,22:15,21.55,.98,7.59,8.54,97.1,1.62,3.36,.48,-1200,15.6
05/26/2021,22:30,21.54,.98,7.59,8.54,97.1,1.4,3.15,.49,-1700,15.3
05/26/2021,22:45,21.53,.98,7.59,8.55,97.1,1.75,3.31,.45,-1200,14.9
05/26/2021,23:00,21.54,.98,7.56,8.41,95.7,1.39,3.61,.48,-1700,14.8
05/26/2021,23:15,21.53,.98,7.57,8.45,96.1,1.65,3.47,.51,-1200,14.8
05/26/2021,23:30,21.52,.97,7.55,8.33,94.7,1.43,3.41,.48,-1700,14.8
05/26/2021,23:45,21.5,.97,7.56,8.36,94.9,1.7,3.26,.46,-1500,14.7
05/27/2021,00:00,21.49,.97,7.56,8.37,95,1.36,3.18,.45,-3500,14.6
05/27/2021,00:15,21.47,.97,7.56,8.38,95.1,1.66,3.25,.44,-3100,14.3
05/27/2021,00:30,21.47,.97,7.56,8.38,95.2,1.32,3.26,.44,-3100,14.2
05/27/2021,00:45,21.47,.98,7.57,8.44,95.8,1.65,3.32,.46,-3100,14.2
05/27/2021,01:00,21.46,.97,7.54,8.33,94.5,1.37,3.26,.41,-3100,14.1
05/27/2021,01:15,21.46,.98,7.55,8.38,95.1,1.66,3.18,.43,-3100,14
05/27/2021,01:30,21.44,.97,7.57,8.44,95.7,1.37,3.43,.44,-3800,13.9
05/27/2021,01:45,21.44,.97,7.57,8.44,95.7,1.6,3.3,.44,-4500,13.9
05/27/2021,02:00,21.44,.97,7.56,8.43,95.6,1.36,3.05,.46,-4500,13.9
05/27/2021,02:15,21.45,.97,7.55,8.39,95.2,1.57,3.2,.43,-4900,13.9
05/27/2021,02:30,21.42,.97,7.55,8.38,95.1,1.31,3.17,.42,-4900,13.8
05/27/2021,02:45,21.43,.97,7.55,8.37,94.9,1.65,3.09,.43,-4900,13.6
05/27/2021,03:00,21.41,.98,7.54,8.35,94.6,1.31,3.25,.43,-4900,13.6
05/27/2021,03:15,21.4,.98,7.54,8.34,94.5,1.55,3.16,.42,-5100,13.6
05/27/2021,03:30,21.4,.98,7.54,8.31,94.3,1.27,3.19,.43,-5200,13.6
05/27/2021,03:45,21.4,.97,7.54,8.31,94.2,1.48,3.34,.46,-6100,13.6
05/27/2021,04:00,21.4,.97,7.54,8.3,94.1,1.3,3.21,.43,-6800,13.7
05/27/2021,04:15,21.39,.98,7.53,8.27,93.7,1.55,3.08,.47,-6800,13.6
05/27/2021,04:30,21.39,.97,7.51,8.18,92.7,1.46,3.22,.38,-4900,13.7
05/27/2021,04:45,21.39,.97,7.51,8.16,92.5,1.65,3.05,.41,-4900,13.7
05/27/2021,05:00,21.38,.97,7.48,8.04,91.1,1.26,2.9,.42,-4900,13.5
05/27/2021,05:15,21.35,.97,7.5,8.09,91.6,1.52,2.98,.45,-4900,13.5
05/27/2021,05:30,21.33,.98,7.51,8.14,92.2,1.21,3.05,.41,-4900,13.2
05/27/2021,05:45,21.35,.98,7.52,8.22,93.2,1.55,3.02,.42,-4400,13.1
05/27/2021,06:00,21.35,.98,7.52,8.21,93,1.29,2.88,.38,-4400,13
05/27/2021,06:15,21.35,.98,7.52,8.2,92.9,1.51,2.96,.43,-4500,12.9
05/27/2021,06:30,21.36,.99,7.51,8.18,92.7,1.25,2.93,.42,-6700,12.9
05/27/2021,06:45,21.35,.99,7.52,8.2,92.8,1.49,3.02,.4,-6900,12.9
05/27/2021,07:00,21.37,.99,7.51,8.19,92.8,1.25,2.91,.39,-6900,12.9
05/27/2021,07:15,21.37,.99,7.51,8.16,92.5,1.49,2.87,.41,-6900,12.7
05/27/2021,07:30,21.35,.99,7.5,8.12,92,1.28,2.83,.39,-6900,12.6
05/27/2021,07:45,21.35,.99,7.51,8.17,92.6,1.65,2.65,.41,-6900,12.5
05/27/2021,08:00,21.38,.99,7.52,8.2,92.9,1.34,2.92,.39,-6300,12.6
05/27/2021,08:15,21.4,.99,7.52,8.23,93.4,1.52,2.73,.43,-6300,12.5
05/27/2021,08:30,21.43,.99,7.53,8.25,93.5,1.39,2.66,.42,-5600,12.4
05/27/2021,08:45,21.51,.99,7.55,8.35,94.8,1.5,2.77,.39,-5600,12.2
05/27/2021,09:00,21.5,.99,7.55,8.34,94.7,1.21,2.91,.43,-5600,12.3
05/27/2021,09:15,21.49,.99,7.53,8.25,93.7,1.44,2.7,.39,-6300,12.1
05/27/2021,09:30,21.52,.99,7.54,8.31,94.4,1.26,2.75,.41,-6300,12.1
05/27/2021,09:45,21.57,.99,7.57,8.42,95.8,1.53,2.84,.43,-6300,12.3
05/27/2021,10:00,21.61,.99,7.58,8.46,96.3,1.18,2.86,.45,-6300,12.4
05/27/2021,10:15,21.65,.99,7.58,8.47,96.5,1.46,2.88,.45,-6300,12.5
05/27/2021,10:30,21.63,.99,7.55,8.33,94.9,1.14,2.72,.45,-7900,12.5
05/27/2021,10:45,21.53,.99,7.54,8.25,93.8,1.47,2.7,.39,-7900,12.5
05/27/2021,11:00,21.58,.99,7.54,8.29,94.3,1.28,2.72,.41,-7700,12.2
05/27/2021,11:15,21.6,.99,7.53,8.24,93.7,1.46,2.65,.42,-7400,12.3
05/27/2021,11:30,21.79,.99,7.57,8.37,95.6,1.26,2.5,.38,-7400,12.2
05/27/2021,11:45,21.81,.99,7.56,8.36,95.6,1.44,2.66,.38,-7700,12.1
05/27/2021,12:00,22.06,.99,7.65,8.74,100.3,1.25,2.85,.43,-7700,12.1
05/27/2021,12:15,22.13,1,7.63,8.63,99.2,1.43,2.67,.43,-7800,12
05/27/2021,12:30,22.12,1,7.61,8.56,98.4,1.13,2.75,.39,-7800,11.9
05/27/2021,12:45,22.18,1,7.63,8.63,99.3,1.33,2.75,.42,-9100,12.1
05/27/2021,13:00,22.42,1,7.7,8.85,102.4,1.19,2.74,.44,-9300,12.1
05/27/2021,13:15,22.36,1.01,7.72,8.97,103.6,1.47,3.03,.48,-9300,12.3
05/27/2021,13:30,22.52,1.02,7.75,9.03,104.6,1.18,2.87,.41,-9500,12.3
05/27/2021,13:45,22.45,1.02,7.76,9.05,104.7,1.46,3.15,.48,-9500,12.5
05/27/2021,14:15,23.13,1,7.87,9.35,109.6,1.38,3.43,.5,-8400,12.8
05/27/2021,14:30,23.07,1,7.85,9.27,108.5,1.13,3.4,.52,-8400,13.7
05/27/2021,14:45,23.03,1,7.85,9.32,109.1,1.56,3.4,.5,-7200,14
05/27/2021,15:00,23.1,1.02,7.81,9.2,107.8,1.26,3.59,.56,-7200,15
05/27/2021,15:15,23.3,1.02,7.89,9.35,110,1.53,3.63,.56,-7200,15
05/27/2021,15:30,23.28,1.01,7.87,9.32,109.5,1.17,3.55,.56,-7200,15.3
05/27/2021,15:45,23.28,1,7.95,9.51,111.8,1.42,3.5,.54,-7200,15.7
05/27/2021,16:00,23.29,1,7.97,9.58,112.6,1.74,4.97,.59,-6700,15.9
05/27/2021,16:15,23.51,1,8.03,9.68,114.3,1.39,3.65,.52,-6500,16
05/27/2021,16:30,23.54,1,8,9.61,113.5,1.11,3.31,.53,-6500,16
05/27/2021,16:45,23.6,1,8.01,9.62,113.7,1.42,4,.61,-6500,16.2
05/27/2021,17:00,23.58,1,8.09,9.79,115.7,1.13,4.5,.64,-6500,16.3
05/27/2021,17:15,23.54,1,8.06,9.7,114.6,1.34,4.34,.61,-7600,17
05/27/2021,17:30,23.27,1,7.96,9.58,112.6,1.17,4.06,.59,-7600,17.7
05/27/2021,17:45,23.24,1,7.97,9.59,112.7,1.43,4.01,.59,-7600,17.7
05/27/2021,18:00,23.18,1,7.89,9.5,111.4,1.18,3.85,.52,-10200,17.6
05/27/2021,18:15,23.39,1,8,9.7,114.3,1.38,4,.53,-10200,17.6
05/27/2021,18:30,23.45,1,8.14,9.93,117.1,1.14,4.42,.59,-10200,17.7
05/27/2021,18:45,23.39,1,8.14,9.92,116.8,1.38,4.83,.64,-10200,18.2
05/27/2021,19:00,23.42,1,8.16,9.94,117.2,1.13,5.21,.66,-10200,18.2
05/27/2021,19:15,23.12,1,7.87,9.46,110.8,1.43,4.46,.58,-9700,18.3
05/27/2021,19:30,23.01,.98,7.8,9.31,108.9,1.16,4.5,.61,-9700,18.9
05/27/2021,19:45,22.74,.96,7.76,9.2,107,1.67,4.86,.7,-9700,19.1
05/27/2021,20:00,22.72,.96,7.74,9.14,106.3,1.36,5.56,.71,-7400,19.9
05/27/2021,20:15,22.72,.96,7.73,9.14,106.2,1.55,5.26,.7,-7400,20.7
05/27/2021,20:30,22.73,.97,7.74,9.13,106.1,1.26,5.04,.69,-7400,21.2
05/27/2021,20:45,22.71,.97,7.73,9.1,105.8,1.55,5.26,.74,-6800,22
05/27/2021,21:15,22.64,.97,7.72,9.04,105,1.57,5.02,.7,-2800,21.8
05/27/2021,21:30,22.62,.97,7.71,9.01,104.6,1.28,4.73,.66,-2800,21.8
05/27/2021,21:45,22.59,.97,7.67,8.86,102.8,1.52,4.59,.64,-3600,21.8
05/27/2021,22:00,22.57,.97,7.66,8.83,102.4,1.21,4.58,.62,-3600,21.6
05/27/2021,22:15,22.54,.97,7.65,8.77,101.6,1.54,4.22,.56,-3600,20.5
05/27/2021,22:30,22.52,.97,7.62,8.65,100.2,1.08,4.23,.6,-3600,19.8
05/27/2021,22:45,22.48,.97,7.64,8.73,101,1.44,5.25,.62,-5600,19.6
05/27/2021,23:00,22.46,.97,7.63,8.67,100.3,1.22,4.22,.61,-7700,19.6
05/27/2021,23:15,22.44,.97,7.61,8.64,99.9,1.35,4.15,.58,-8800,19.1
05/27/2021,23:30,22.42,.97,7.59,8.51,98.4,1.1,4.13,.56,-9600,18.4
05/27/2021,23:45,22.38,.97,7.58,8.46,97.8,1.42,3.71,.5,-9600,18.3
05/28/2021,00:00,22.36,.97,7.56,8.4,97,1.19,3.72,.52,-9600,18
05/28/2021,00:15,22.29,.97,7.59,8.54,98.5,1.38,4,.54,-9600,17.8
05/28/2021,00:30,22.28,.97,7.58,8.48,97.8,1.18,3.74,.53,-9600,17.4
05/28/2021,00:45,22.23,.97,7.56,8.42,97,1.45,3.78,.52,-9600,16.7
05/28/2021,01:00,22.18,.97,7.58,8.51,97.9,1.17,3.89,.55,-10000,16.6
05/28/2021,01:15,22.13,.97,7.59,8.55,98.3,1.48,4.03,.55,-9600,16.6
05/28/2021,01:30,22.08,.97,7.61,8.6,98.8,1.22,4.6,.57,-9200,16.6
05/28/2021,01:45,22.05,.97,7.59,8.56,98.3,1.42,4.17,.56,-9200,17
05/28/2021,02:00,21.99,.97,7.6,8.58,98.4,1.15,4.22,.6,-9200,17.3
05/28/2021,02:15,21.95,.97,7.59,8.53,97.8,1.54,3.91,.57,-8700,17.2
05/28/2021,02:30,21.9,.97,7.56,8.36,95.7,1.24,3.84,.53,-8400,17.2
05/28/2021,02:45,21.89,.97,7.55,8.3,95,1.53,3.78,.5,-8400,17.2
05/28/2021,03:00,21.84,.97,7.52,8.19,93.6,1.03,3.31,.49,-8400,17.2
05/28/2021,03:15,21.84,.97,7.48,7.98,91.3,1.35,3.28,.49,-9300,16.8
05/28/2021,03:30,21.81,.97,7.49,8.02,91.6,1.12,3.38,.45,-9300,16.3
05/28/2021,03:45,21.79,.97,7.47,7.96,90.9,1.4,3.34,.48,-9300,15.4
05/28/2021,04:00,21.76,.97,7.45,7.87,89.8,1.01,3.19,.42,-9300,14.8
05/28/2021,04:15,21.73,.98,7.45,7.82,89.2,1.41,3.16,.46,-9300,14.6
05/28/2021,04:30,21.69,.98,7.4,7.5,85.5,1.12,2.98,.41,-10900,14.4
05/28/2021,04:45,21.69,.97,7.49,8.03,91.6,1.34,3.44,.49,-11000,14.4
05/28/2021,05:00,21.64,.97,7.5,8.1,92.3,1.19,3.62,.5,-10100,14.4
05/28/2021,05:15,21.64,.97,7.48,7.99,91,1.39,3.51,.52,-10100,14.5
05/28/2021,05:30,21.63,.97,7.5,8.06,91.8,1.15,3.6,.54,-10100,14.8
05/28/2021,05:45,21.59,.97,7.51,8.12,92.4,1.51,3.58,.49,-10100,15.1
05/28/2021,06:00,21.58,.97,7.49,8.05,91.5,1.14,3.58,.5,-10100,15.3
05/28/2021,06:15,21.55,.98,7.5,8.08,91.8,1.49,3.75,.49,-10100,15.4
05/28/2021,06:30,21.5,.98,7.52,8.14,92.5,1.15,3.83,.52,-10100,15.5
05/28/2021,06:45,21.48,.98,7.52,8.15,92.5,1.31,3.92,.56,-10500,15.7
05/28/2021,07:00,21.47,.99,7.51,8.14,92.4,1.26,3.66,.55,-9600,15.8
05/28/2021,07:15,21.46,.99,7.51,8.12,92.1,1.49,3.57,.54,-9600,15.9
05/28/2021,07:30,21.43,.99,7.52,8.17,92.7,1.22,3.45,.51,-9600,15.8
05/28/2021,07:45,21.42,.99,7.52,8.17,92.7,1.65,3.4,.51,-9600,15.8
05/28/2021,08:00,21.42,1,7.55,8.28,93.9,1.23,3.29,.49,-9600,15.7
05/28/2021,08:15,21.39,1,7.54,8.24,93.4,1.79,3.56,.5,-9600,15.6
05/28/2021,08:30,21.4,1,7.56,8.31,94.2,1.53,3.76,.52,-6700,15.6
05/28/2021,08:45,21.41,1,7.56,8.33,94.5,1.56,3.64,.53,-3800,15.6
05/28/2021,09:00,21.37,1,7.56,8.32,94.3,1.25,3.76,.51,-3800,15.6
05/28/2021,09:15,21.41,.99,7.53,8.18,92.8,1.53,3.37,.51,-3300,15.4
05/28/2021,09:30,21.39,1,7.55,8.26,93.7,1.22,3.32,.5,-3300,15.3
05/28/2021,09:45,21.42,1,7.58,8.4,95.3,1.55,3.68,.52,-3300,15.7
05/28/2021,10:00,21.41,.99,7.57,8.34,94.6,1.26,3.12,.52,-3300,15.7
05/28/2021,10:15,21.47,1,7.58,8.4,95.4,1.47,3.22,.5,-4100,15.4
05/28/2021,10:30,21.5,1,7.6,8.46,96.1,1.38,3.18,.53,-6000,15
05/28/2021,10:45,21.5,1,7.6,8.47,96.2,1.47,3.08,.5,-6000,14.7
05/28/2021,11:00,21.51,1,7.61,8.51,96.7,1.25,3.34,.49,-6000,14.7
05/28/2021,11:15,21.51,1,7.61,8.52,96.8,1.62,3.41,.52,-6000,14.7
05/28/2021,11:30,21.52,1,7.63,8.59,97.6,1.26,3.31,.52,-6000,14.8
05/28/2021,11:45,21.53,1,7.63,8.6,97.8,1.49,3.51,.52,-6000,14.8
05/28/2021,12:00,21.63,1,7.69,8.81,100.4,1.26,3.59,.56,-6000,15
05/28/2021,12:15,21.71,1,7.7,8.84,100.8,1.6,3.52,.52,-6000,15.1
05/28/2021,12:30,21.75,1,7.74,8.97,102.4,1.18,3.62,.55,-7600,15.4
05/28/2021,12:45,21.82,1,7.75,8.96,102.4,1.52,3.64,.55,-7300,15.5
05/28/2021,13:00,21.8,1.01,7.7,8.84,101,1.16,3.66,.55,-7300,15.8
05/28/2021,13:15,21.68,1,7.64,8.63,98.4,1.58,3.77,.57,-7300,16.1
05/28/2021,13:30,21.69,1,7.69,8.78,100.1,1.26,3.7,.59,-7300,16.2
05/28/2021,13:45,21.65,1,7.67,8.74,99.5,1.48,3.61,.53,-7400,16.2
05/28/2021,14:00,21.64,1,7.67,8.74,99.5,1.23,3.84,.52,-7400,16.2
05/28/2021,14:15,21.62,1,7.7,8.84,100.7,1.49,3.68,.52,-7400,16.3
05/28/2021,14:30,21.61,1,7.74,8.98,102.2,1.14,3.89,.56,-7400,16.3
05/28/2021,14:45,21.61,1,7.75,9.02,102.7,2.04,4.03,.61,-7400,16.5
05/28/2021,15:00,21.61,1,7.78,9.11,103.7,1.23,4.13,.59,-7400,16.8
05/28/2021,15:15,21.58,1,7.78,9.1,103.5,1.44,4.32,.6,-7900,17.1
05/28/2021,15:30,21.56,1,7.75,9.02,102.5,1.2,4.63,.62,-8300,17.4
05/28/2021,15:45,21.53,1,7.73,8.95,101.7,1.42,4.14,.6,-8600,17.9
05/28/2021,16:00,21.5,1,7.72,8.89,101,1.12,4.65,.61,-8600,18.1
05/28/2021,16:15,21.46,1.01,7.7,8.83,100.2,1.55,4.23,.58,-8600,18.3
05/28/2021,16:30,21.43,1.01,7.68,8.79,99.7,1.11,3.98,.55,-8600,18.3
05/28/2021,16:45,21.42,1.01,7.64,8.64,98,1.38,4.29,.61,-9100,18.5
05/28/2021,17:00,21.39,1.01,7.64,8.6,97.5,1.13,4,.53,-9500,18.5
05/28/2021,17:15,21.37,1.02,7.61,8.49,96.2,1.34,3.66,.52,-10000,18.2
05/28/2021,17:30,21.35,1.02,7.62,8.52,96.5,1.15,4.16,.55,-10600,17.8
05/28/2021,17:45,21.33,1.02,7.62,8.53,96.6,1.38,4.02,.56,-10600,17.5
05/28/2021,18:00,21.29,1.02,7.63,8.54,96.7,1.12,4.16,.56,-10600,17.5
05/28/2021,18:15,21.3,1.02,7.61,8.46,95.8,1.35,4.09,.65,-10600,17.4
05/28/2021,18:30,21.26,1.02,7.58,8.39,94.8,1.05,3.6,.53,-10600,17.4
05/28/2021,18:45,21.22,1.03,7.59,8.39,94.8,1.36,3.77,.53,-10600,17.1
05/28/2021,19:00,21.22,1.03,7.57,8.34,94.2,1.19,3.98,.57,-10100,17.3
05/28/2021,19:15,21.19,1.04,7.56,8.27,93.3,1.41,4.28,.54,-10000,17.4
05/28/2021,19:30,21.14,1.04,7.53,8.12,91.6,1.13,3.62,.53,-10000,17.2
05/28/2021,19:45,21.11,1.04,7.54,8.17,92.2,1.41,3.85,.52,-10000,16.8
05/28/2021,20:00,21.17,1.09,7.45,7.92,89.4,1.19,3.65,.52,-10000,16.5
05/28/2021,20:15,21.08,1.06,7.49,8.1,91.3,1.45,3.85,.52,-9900,16.5
05/28/2021,20:30,21.07,1.06,7.48,8,90.1,1.31,3.58,.53,-8300,16.5
05/28/2021,20:45,21.05,1.06,7.47,7.96,89.6,1.55,3.93,.55,-7700,16.6
05/28/2021,21:00,21.02,1.06,7.46,7.87,88.6,1.13,3.64,.55,-7700,16.3
05/28/2021,21:15,21.02,1.06,7.45,7.86,88.4,1.51,5.48,.53,-7700,16.3
05/28/2021,21:30,20.99,1.06,7.45,7.85,88.3,1.25,3.53,.52,-7700,16.2
05/28/2021,21:45,20.94,1.05,7.46,7.89,88.6,1.54,3.66,.52,-7200,16
05/28/2021,22:00,20.94,1.05,7.45,7.87,88.5,1.23,3.78,.51,-7200,16.2
05/28/2021,22:15,20.9,1.05,7.45,7.84,88.1,1.48,3.67,.54,-6800,16
05/28/2021,22:30,20.87,1.05,7.44,7.81,87.7,1.23,3.65,.53,-7600,16
05/28/2021,22:45,20.84,1.05,7.45,7.83,87.9,1.56,3.48,.5,-7600,16
05/28/2021,23:00,20.81,1.05,7.45,7.8,87.5,1.31,3.53,.5,-6800,15.9
05/28/2021,23:15,20.75,1.05,7.45,7.83,87.7,1.56,3.4,.52,-6800,15.7
05/28/2021,23:30,20.72,1.05,7.44,7.76,86.8,1.22,3.21,.5,-6800,15.7
05/28/2021,23:45,20.74,1.05,7.42,7.7,86.2,1.67,3.21,.47,-6800,15.3
