date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (cells/ml),est.chl a (ug/l)
05/12/2021,20:30,15.53,.72,7.41,9.71,97.5,1.92,1.73,-.19,7400,.9
05/12/2021,20:45,15.53,.72,7.41,9.68,97.3,1.93,1.19,-.25,6800,1
05/12/2021,21:00,15.52,.72,7.39,9.57,96.2,2.05,1.38,-.22,6800,1.4
05/12/2021,21:15,15.55,.72,7.38,9.5,95.6,1.9,1.23,-.23,6700,1.4
05/12/2021,21:30,15.53,.72,7.37,9.46,95.1,1.94,1.33,-.19,6700,1.3
05/12/2021,22:00,15.54,.72,7.38,9.45,95,2.01,1.26,-.22,6900,1.5
05/12/2021,22:15,15.53,.72,7.37,9.42,94.7,1.96,1.29,-.22,7200,1.4
05/12/2021,22:30,15.53,.72,7.37,9.41,94.6,2.06,1.22,-.23,7700,1.3
05/12/2021,22:45,15.52,.72,7.37,9.39,94.4,2.04,1.68,-.22,9000,1.4
05/12/2021,23:00,15.48,.72,7.37,9.39,94.2,1.86,.98,-.26,7700,1.3
05/12/2021,23:15,15.5,.72,7.36,9.36,94,1.92,1.41,-.21,7700,1.4
05/12/2021,23:30,15.5,.72,7.36,9.35,94,2.01,.98,-.23,9000,1.3
05/12/2021,23:45,15.49,.72,7.36,9.34,93.8,1.8,1.14,-.22,8300,1.2
05/13/2021,00:00,15.48,.72,7.36,9.33,93.7,2.5,1.26,-.2,8300,1.2
05/13/2021,00:15,15.47,.72,7.36,9.33,93.6,1.99,1.18,-.2,8700,1.1
05/13/2021,00:30,15.46,.72,7.36,9.32,93.5,1.94,1.17,-.22,7800,1.1
05/13/2021,00:45,15.43,.72,7.36,9.31,93.4,2.15,1.48,-.23,7800,1.1
05/13/2021,01:00,15.42,.72,7.35,9.28,93,1.98,1.37,-.25,8300,1.2
05/13/2021,01:15,15.4,.72,7.35,9.24,92.6,1.89,1.43,-.21,8300,1.2
05/13/2021,01:30,15.39,.72,7.35,9.24,92.6,1.94,1.32,-.24,7700,1.4
05/13/2021,01:45,15.39,.72,7.34,9.24,92.6,1.91,1.19,-.2,7700,1.4
05/13/2021,02:00,15.37,.72,7.35,9.25,92.7,2.02,1.35,-.25,7700,1.5
05/13/2021,02:15,15.37,.72,7.34,9.18,91.9,1.94,1.2,-.23,7200,1.4
05/13/2021,02:30,15.36,.72,7.34,9.16,91.8,1.91,1.2,-.22,7200,1.4
05/13/2021,02:45,15.34,.72,7.33,9.13,91.4,1.91,1.15,-.21,6800,1.2
05/13/2021,03:00,15.33,.72,7.34,9.14,91.5,2.08,1.3,-.23,6800,1.2
05/13/2021,03:15,15.32,.72,7.33,9.12,91.3,1.96,1.3,-.21,7200,1.2
05/13/2021,03:30,15.27,.72,7.33,9.12,91.2,2.04,1.1,-.22,7400,1.1
05/13/2021,03:45,15.28,.72,7.34,9.16,91.6,1.91,1.33,-.2,7400,1.3
05/13/2021,04:00,15.26,.72,7.33,9.13,91.3,1.91,1.51,-.2,6800,1.3
05/13/2021,04:15,15.26,.72,7.34,9.18,91.7,2.09,1.47,-.21,7000,1.5
05/13/2021,04:30,15.24,.72,7.33,9.15,91.4,1.93,1.24,-.2,7300,1.5
05/13/2021,04:45,15.23,.72,7.33,9.16,91.5,1.98,1.49,-.15,7900,1.6
05/13/2021,05:00,15.22,.72,7.33,9.14,91.2,1.89,1.6,-.17,7300,1.9
05/13/2021,05:15,15.21,.72,7.32,9.12,91.1,1.96,1.66,-.16,7300,2.1
05/13/2021,05:30,15.19,.72,7.32,9.08,90.7,1.97,1.48,-.17,7300,2.3
05/13/2021,05:45,15.18,.72,7.32,9.11,90.9,1.88,1.63,-.16,7300,2.5
05/13/2021,06:00,15.15,.72,7.32,9.12,90.9,1.95,1.37,-.19,7600,2.5
05/13/2021,06:15,15.15,.72,7.32,9.09,90.6,1.89,1.28,-.18,7200,2.5
05/13/2021,06:30,15.14,.72,7.32,9.11,90.8,1.95,1.5,-.2,7400,2.5
05/13/2021,06:45,15.12,.72,7.33,9.12,90.9,1.96,1.32,-.18,7400,2.4
05/13/2021,07:00,15.13,.72,7.33,9.1,90.7,1.84,1.65,-.17,7400,2.4
05/13/2021,07:15,15.1,.72,7.33,9.12,90.8,1.94,1.28,-.19,7300,2.2
05/13/2021,07:30,15.11,.72,7.32,9.11,90.7,1.86,1.3,-.2,6500,1.9
05/13/2021,07:45,15.09,.72,7.32,9.1,90.6,1.97,1.14,-.22,7300,1.8
05/13/2021,08:00,15.16,.72,7.36,9.31,92.8,1.94,1.36,-.21,7200,1.7
05/13/2021,08:15,15.25,.72,7.39,9.47,94.6,2.02,1.45,-.17,7300,1.8
05/13/2021,08:30,15.37,.72,7.4,9.54,95.5,1.94,1.53,-.16,7200,1.9
05/13/2021,08:45,15.47,.72,7.42,9.61,96.4,1.93,1.39,-.17,7200,2
05/13/2021,09:00,15.53,.72,7.42,9.59,96.4,1.89,3.17,-.13,7200,2
05/13/2021,09:15,15.44,.72,7.42,9.61,96.4,1.94,1.69,-.15,7200,2.3
05/13/2021,09:30,15.52,.72,7.44,9.68,97.2,2.03,2.39,-.1,7200,2.5
05/13/2021,09:45,15.53,.72,7.45,9.68,97.3,1.89,1.56,-.13,7200,2.8
05/13/2021,10:00,15.7,.71,7.48,9.83,99.1,2.01,1.68,-.13,7200,3.2
05/13/2021,10:15,15.67,.71,7.5,9.9,99.8,1.95,1.87,-.09,7200,3.5
05/13/2021,10:30,15.71,.71,7.5,9.88,99.7,2.04,1.92,-.07,7300,3.7
05/13/2021,10:45,15.68,.71,7.51,9.95,100.3,2.18,2.14,-.01,8200,4.2
05/13/2021,11:00,15.66,.71,7.43,9.59,96.7,2.2,2.11,-.09,9200,4.4
05/13/2021,11:15,15.62,.71,7.46,9.75,98.2,2.17,2.1,-.06,9600,4.8
05/13/2021,11:30,15.65,.71,7.44,9.69,97.7,2.18,2.19,-.03,11400,4.9
05/13/2021,11:45,15.61,.71,7.44,9.73,98,2.05,1.8,-.11,11500,4.9
05/13/2021,12:00,15.64,.71,7.44,9.72,97.9,1.99,1.55,-.15,11500,4.9
05/13/2021,12:15,15.9,.71,7.46,9.85,99.8,1.94,2.01,-.08,11500,5.1
05/13/2021,12:30,15.97,.71,7.45,9.83,99.7,2.04,2.03,-.1,11500,5
05/13/2021,12:45,16.04,.71,7.51,10.04,102.1,2.18,2.52,.07,11500,5
05/13/2021,13:00,15.66,.7,7.4,9.63,97.1,2.03,1.69,-.15,9900,4.8
05/13/2021,13:15,16.08,.71,7.48,9.88,100.5,2.32,2.27,-.03,9900,4.8
05/13/2021,13:30,16.15,.71,7.48,9.9,100.8,2.27,2.33,-.02,9900,4.8
05/13/2021,13:45,16.13,.71,7.5,9.99,101.7,2.16,2.32,-.02,11300,5.6
05/13/2021,14:00,15.98,.71,7.56,10.24,103.9,2,2.01,-.09,11300,5.6
05/13/2021,14:15,16.06,.71,7.58,10.31,104.8,2.25,2.7,.06,13100,6.3
05/13/2021,14:30,16.05,.71,7.6,10.39,105.6,2.19,2.51,.02,13400,6.4
05/13/2021,14:45,16.25,.71,7.62,10.38,105.9,2.22,2.53,-.02,14000,6.4
05/13/2021,15:00,16.14,.71,7.55,10.25,104.4,2.1,1.92,-.11,14000,6.4
05/13/2021,15:15,16.24,.71,7.54,10.23,104.4,2.09,2.09,-.1,13200,6.4
05/13/2021,15:30,16.35,.71,7.61,10.41,106.4,2.15,2.17,-.06,12700,6
05/13/2021,15:45,16.39,.71,7.62,10.44,106.9,2.08,2.02,-.09,11900,5.3
05/13/2021,16:00,16.44,.71,7.64,10.46,107.2,2.06,1.75,-.12,11900,5.3
05/13/2021,16:15,16.43,.71,7.63,10.34,106,2.05,1.75,-.11,11100,4.9
05/13/2021,16:30,16.47,.71,7.73,10.68,109.5,2.09,2.38,-.04,11000,4.9
05/13/2021,16:45,16.44,.71,7.74,10.71,109.8,2.27,2.81,.08,11000,4.9
05/13/2021,17:00,16.34,.71,7.62,10.4,106.4,2.14,2.49,0,11000,5.3
05/13/2021,17:15,16.35,.71,7.63,10.45,106.9,2.04,1.96,-.08,10900,5.3
05/13/2021,17:30,16.34,.71,7.63,10.42,106.5,1.99,1.88,-.15,10500,4.8
05/13/2021,17:45,16.58,.71,7.77,10.78,110.8,2.02,1.92,-.07,10100,4.8
05/13/2021,18:00,16.4,.71,7.64,10.5,107.5,1.94,2.21,-.07,9900,5.2
05/13/2021,18:15,16.4,.7,7.56,10.26,105.1,1.91,1.76,-.12,9500,5.2
05/13/2021,18:30,16.5,.7,7.6,10.4,106.7,2.09,2.16,-.08,9500,5.1
05/13/2021,18:45,16.54,.7,7.65,10.51,108,2.09,2.33,-.03,9500,5.1
05/13/2021,19:00,16.41,.69,7.56,10.31,105.6,2.08,1.96,-.13,9500,4.8
05/13/2021,19:15,16.46,.7,7.61,10.44,107.1,2.1,2.18,-.08,10000,5.1
05/13/2021,19:30,16.5,.7,7.65,10.5,107.8,2.04,2.2,-.05,10200,5.4
05/13/2021,19:45,16.53,.7,7.66,10.55,108.3,1.95,2.39,-.04,10200,5.5
05/13/2021,20:00,16.46,.7,7.56,10.3,105.6,2.01,2.44,-.05,10200,5.6
05/13/2021,20:15,16.5,.69,7.62,10.46,107.3,1.99,2.31,-.08,10200,5.8
05/13/2021,20:30,16.53,.69,7.55,10.25,105.3,1.89,2.26,-.09,9300,5.9
05/13/2021,20:45,16.58,.68,7.54,10.15,104.3,2.03,1.75,-.15,9200,5.5
05/13/2021,21:00,16.57,.68,7.54,10.15,104.3,1.86,1.72,-.16,8700,5.5
05/13/2021,21:15,16.54,.68,7.55,10.14,104.1,1.8,2.08,-.14,7900,5.5
05/13/2021,21:30,16.53,.68,7.54,10.11,103.8,1.87,1.64,-.11,6700,5.2
05/13/2021,21:45,16.54,.68,7.54,10.11,103.8,1.92,1.85,-.17,6300,4.3
05/13/2021,22:00,16.51,.68,7.53,10.1,103.7,1.88,1.59,-.18,5800,3.6
05/13/2021,22:15,16.46,.68,7.53,10.11,103.6,1.92,1.38,-.19,5800,3.3
05/13/2021,22:30,16.51,.68,7.51,10.1,103.6,1.82,1.52,-.16,5500,3.1
05/13/2021,22:45,16.49,.68,7.51,10.09,103.5,1.86,1.62,-.17,5200,2.9
05/13/2021,23:00,16.51,.68,7.52,10.08,103.5,1.96,1.82,-.16,5500,2.9
05/13/2021,23:15,16.48,.68,7.52,10.07,103.3,1.89,1.88,-.17,5800,2.9
05/13/2021,23:30,16.48,.68,7.52,10.05,103.1,1.86,1.98,-.15,5800,3.1
05/13/2021,23:45,16.46,.68,7.52,10.03,102.8,1.84,2.06,-.12,5400,3.2
05/14/2021,00:00,16.46,.68,7.51,10.02,102.7,2.17,1.78,-.15,5500,3.5
05/14/2021,00:15,16.44,.68,7.51,10.02,102.6,2.08,1.54,-.1,5500,3.5
05/14/2021,00:30,16.43,.68,7.51,9.97,102.2,1.83,1.79,-.15,5500,3.6
05/14/2021,00:45,16.42,.68,7.48,9.87,101.1,1.85,1.83,-.12,5500,3.6
05/14/2021,01:00,16.38,.68,7.48,9.85,100.8,1.94,1.61,-.16,5500,3.6
05/14/2021,01:15,16.37,.67,7.47,9.8,100.3,1.9,1.95,-.11,5600,3.8
05/14/2021,01:30,16.36,.68,7.45,9.75,99.8,1.9,1.4,-.16,6100,3.7
05/14/2021,01:45,16.34,.67,7.44,9.72,99.4,2.05,1.82,-.16,6700,3.5
05/14/2021,02:00,16.32,.67,7.44,9.7,99.1,1.88,1.56,-.15,6100,3.3
05/14/2021,02:15,16.3,.67,7.43,9.65,98.6,1.85,1.64,-.19,5900,3.3
05/14/2021,02:30,16.28,.67,7.43,9.64,98.4,2.04,1.83,-.11,6100,3.3
05/14/2021,02:45,16.26,.67,7.43,9.67,98.7,1.85,1.97,-.12,6100,3.3
05/14/2021,03:00,16.24,.67,7.43,9.65,98.4,2.09,1.7,-.13,6100,3.6
05/14/2021,03:15,16.2,.68,7.42,9.61,98,1.83,1.56,-.18,5900,3.1
05/14/2021,03:30,16.21,.68,7.43,9.64,98.3,1.89,1.86,-.12,5800,3.6
05/14/2021,03:45,16.19,.68,7.43,9.62,98.1,1.94,1.81,-.14,5800,3.6
05/14/2021,04:00,16.17,.68,7.43,9.63,98.1,2.12,2.17,-.12,6500,3.9
05/14/2021,04:15,16.15,.68,7.43,9.63,98.1,1.81,1.97,-.13,6500,4
05/14/2021,04:30,16.13,.68,7.42,9.58,97.5,1.68,2.05,-.11,5400,4.2
05/14/2021,04:45,16.12,.68,7.4,9.42,95.9,1.77,1.71,-.13,5100,3.9
05/14/2021,05:00,16.12,.68,7.44,9.65,98.2,1.98,1.95,-.11,5100,4.1
05/14/2021,05:15,16.1,.68,7.44,9.66,98.3,1.79,2.38,-.07,4900,4.3
05/14/2021,05:30,16.08,.68,7.44,9.67,98.4,1.95,2.22,-.08,5500,4.5
05/14/2021,05:45,16.06,.68,7.44,9.69,98.5,1.93,2.01,-.12,5400,4.6
05/14/2021,06:00,16.05,.68,7.43,9.65,98,1.91,2,-.12,5100,4.5
05/14/2021,06:15,16.01,.68,7.41,9.56,97.1,1.94,1.45,-.16,6700,4.5
05/14/2021,06:30,16.02,.68,7.41,9.54,96.9,1.99,1.82,-.16,7000,4.4
05/14/2021,06:45,16.01,.68,7.4,9.54,96.9,1.88,1.55,-.17,7000,4.4
05/14/2021,07:00,16,.68,7.4,9.52,96.6,1.9,1.62,-.17,6700,4
05/14/2021,07:15,16,.68,7.4,9.51,96.6,1.82,1.7,-.14,6700,3.5
05/14/2021,07:30,16,.68,7.4,9.5,96.4,1.95,1.68,-.14,6700,3.3
05/14/2021,07:45,16,.68,7.4,9.5,96.4,2.18,1.71,-.15,6800,3.2
05/14/2021,08:00,15.98,.68,7.4,9.49,96.3,1.83,1.6,-.13,6700,3.1
05/14/2021,08:15,15.93,.67,7.38,9.39,95.2,1.87,1.47,-.17,5900,3.1
05/14/2021,08:30,15.93,.67,7.37,9.35,94.8,1.84,1.36,-.21,5500,2.9
05/14/2021,08:45,15.94,.67,7.37,9.31,94.4,1.82,1.07,-.19,5000,2.9
05/14/2021,09:00,15.91,.67,7.37,9.3,94.3,1.85,1.12,-.16,4700,2.8
05/14/2021,09:15,15.92,.67,7.37,9.3,94.3,1.86,1.17,-.2,5000,2.3
05/14/2021,09:30,15.84,.67,7.33,9.12,92.3,1.72,1.01,-.21,4700,1.7
05/14/2021,09:45,15.81,.67,7.32,9.06,91.6,1.77,.57,-.27,4500,1.2
05/14/2021,10:00,15.8,.67,7.32,9.03,91.3,1.85,.53,-.27,4700,1
05/14/2021,10:15,15.77,.67,7.32,9.04,91.3,1.85,.52,-.22,4700,.8
05/14/2021,10:30,15.86,.67,7.31,9,91.1,1.79,.59,-.27,4500,0
05/14/2021,10:45,15.74,.67,7.3,8.98,90.7,1.74,.48,-.26,4100,-.9
05/14/2021,11:00,15.77,.67,7.3,9.01,91,1.79,.52,-.29,3300,-1.2
05/14/2021,11:15,16.03,.67,7.34,9.22,93.6,1.8,.73,-.22,3300,-1.2
05/14/2021,11:30,16.2,.68,7.35,9.3,94.8,1.75,.79,-.23,3300,-1.2
05/14/2021,11:45,16.42,.68,7.36,9.33,95.6,1.83,.93,-.19,3500,-1
05/14/2021,12:00,16.41,.68,7.35,9.32,95.5,1.76,.94,-.2,3300,-.5
05/14/2021,12:15,15.83,.67,7.3,9.09,91.9,1.84,.62,-.27,3300,-.6
05/14/2021,12:30,15.77,.67,7.29,9.06,91.5,1.76,.55,-.26,2900,-.6
05/14/2021,12:45,15.9,.67,7.29,9.1,92.2,1.75,.43,-.28,2900,-.6
05/14/2021,13:00,16.48,.68,7.35,9.39,96.3,1.7,.5,-.26,2600,-.6
05/14/2021,13:15,16.37,.68,7.36,9.49,97.2,1.67,.5,-.25,2400,-1
05/14/2021,13:30,16.57,.68,7.37,9.51,97.7,1.74,.86,-.2,2400,-1
05/14/2021,13:45,16.42,.67,7.35,9.45,96.8,1.73,.78,-.25,2200,-1
05/14/2021,14:00,16.08,.67,7.32,9.2,93.6,1.65,.66,-.26,1900,-1.1
05/14/2021,14:15,16.09,.67,7.31,9.19,93.5,1.75,.69,-.27,1900,-1
05/14/2021,14:30,16.22,.67,7.32,9.15,93.3,1.75,.67,-.25,1900,-.8
05/14/2021,14:45,16.31,.67,7.33,9.33,95.3,1.85,.75,-.26,1900,-.7
05/14/2021,15:00,16.6,.67,7.33,9.51,97.8,1.74,.77,-.24,2000,-.6
05/14/2021,15:15,17.07,.68,7.36,9.65,100.2,1.76,1.02,-.19,2200,-.5
05/14/2021,15:30,17.24,.67,7.55,10.23,106.6,1.96,1.68,-.1,2300,-.5
05/14/2021,15:45,17.14,.67,7.55,10.22,106.2,2.03,1.82,-.06,2400,-.4
05/14/2021,16:00,17.1,.67,7.46,9.9,102.9,1.83,1.27,-.13,3500,.3
05/14/2021,16:15,17.05,.67,7.44,9.89,102.6,1.83,1.28,-.16,4400,1.4
05/14/2021,16:30,17.03,.67,7.44,9.89,102.6,1.88,1.25,-.18,4600,1.8
05/14/2021,16:45,17.07,.67,7.43,9.81,101.9,1.78,1.06,-.19,4400,1.8
05/14/2021,17:00,16.87,.67,7.42,9.8,101.4,1.86,1.18,-.17,4700,1.9
05/14/2021,17:15,16.7,.67,7.36,9.56,98.5,1.87,.97,-.21,5200,1.9
05/14/2021,17:30,17.78,.67,7.71,10.55,111.2,1.95,1.39,-.09,5200,1.9
05/14/2021,17:45,17.52,.67,7.71,10.65,111.6,1.91,1.72,-.08,5200,1.9
05/14/2021,18:00,17.85,.67,7.69,10.59,111.7,1.79,1.6,-.1,5200,1.9
05/14/2021,18:15,17.68,.67,7.67,10.56,111.1,1.88,1.56,-.1,5500,2.4
05/14/2021,18:30,17.62,.67,7.65,10.53,110.6,1.9,1.66,-.09,5500,3.2
05/14/2021,18:45,17.58,.67,7.64,10.54,110.6,1.88,1.96,-.07,5600,3.5
05/14/2021,19:00,17.42,.67,7.6,10.42,109,1.91,1.98,-.08,5900,3.7
05/14/2021,19:15,17.41,.67,7.61,10.44,109.1,2,1.84,-.11,6300,3.9
05/14/2021,19:30,17.27,.67,7.61,10.46,109.1,1.91,1.81,-.03,6300,4.2
05/14/2021,19:45,17.26,.67,7.6,10.45,108.9,1.9,1.73,-.08,6100,4.2
05/14/2021,20:00,17.22,.67,7.6,10.44,108.7,1.92,1.96,-.08,6300,4.4
05/14/2021,20:15,17.18,.67,7.58,10.38,108,1.92,1.72,-.11,6400,4.4
05/14/2021,20:30,17.11,.67,7.55,10.3,107,1.89,2.28,-.08,6400,4.6
05/14/2021,20:45,17.12,.67,7.55,10.24,106.4,1.9,1.51,-.09,6400,4.4
05/14/2021,21:00,17.1,.67,7.53,10.17,105.7,1.87,1.69,-.12,6300,4.2
05/14/2021,21:15,17.09,.67,7.5,10.06,104.5,1.84,1.39,-.16,6100,4
05/14/2021,21:30,17.09,.67,7.49,10.01,103.9,1.85,1.43,-.17,6000,3.8
05/14/2021,21:45,17.07,.67,7.49,9.96,103.4,1.79,1.35,-.16,5600,3.4
05/14/2021,22:00,17.08,.67,7.49,9.96,103.4,1.86,1.5,-.14,5200,2.9
05/14/2021,22:15,17.07,.67,7.49,9.92,103,1.88,1.69,-.12,5200,2.9
05/14/2021,22:30,17.03,.67,7.46,9.77,101.3,1.82,1.48,-.14,5000,2.8
05/14/2021,22:45,17.02,.67,7.44,9.71,100.7,2,1.28,-.16,5000,2.6
05/14/2021,23:00,17,.67,7.44,9.7,100.6,1.73,1.35,-.15,4700,2.4
05/14/2021,23:15,16.99,.67,7.44,9.71,100.6,1.78,1.29,-.15,4500,2.4
05/14/2021,23:30,16.97,.67,7.43,9.66,100.1,1.74,1.15,-.2,3700,2.3
05/14/2021,23:45,16.98,.67,7.43,9.63,99.8,1.79,1.22,-.17,3700,2.2
05/15/2021,00:00,16.96,.67,7.42,9.57,99.2,2.24,1.53,-.16,3700,2.1
05/15/2021,00:15,16.95,.67,7.42,9.59,99.3,1.96,1.36,-.14,3700,2.1
05/15/2021,00:30,16.94,.67,7.42,9.55,98.8,1.82,1.31,-.14,3700,2.1
05/15/2021,00:45,16.93,.67,7.41,9.5,98.3,2.14,1.07,-.15,3700,2.1
05/15/2021,01:00,16.91,.67,7.41,9.52,98.6,1.86,1.27,-.13,4600,2.1
05/15/2021,01:15,16.86,.67,7.42,9.55,98.7,1.9,1.29,-.16,5600,2
05/15/2021,01:30,16.85,.67,7.42,9.55,98.7,1.83,1.44,-.15,5600,2.1
05/15/2021,01:45,16.85,.67,7.42,9.55,98.7,1.87,1.56,-.13,5800,2.3
05/15/2021,02:00,16.83,.67,7.42,9.53,98.4,1.66,1.14,-.15,5200,2.2
05/15/2021,02:15,16.83,.67,7.42,9.52,98.4,1.62,1.35,-.12,4700,2.2
05/15/2021,02:30,16.83,.67,7.41,9.52,98.4,1.77,1.49,-.11,4700,2.3
05/15/2021,02:45,16.81,.67,7.41,9.51,98.2,1.83,1.49,-.13,4400,2.6
05/15/2021,03:00,16.81,.67,7.41,9.52,98.3,1.85,1.39,-.14,4400,2.6
05/15/2021,03:15,16.8,.67,7.41,9.53,98.4,1.76,1.53,-.12,3600,2.8
05/15/2021,03:30,16.8,.67,7.42,9.53,98.4,1.78,1.42,-.14,2900,2.8
05/15/2021,03:45,16.79,.67,7.42,9.56,98.6,1.86,1.65,-.13,2900,2.8
05/15/2021,04:00,16.77,.67,7.4,9.42,97.2,1.81,1.6,-.1,3500,2.9
05/15/2021,04:15,16.78,.67,7.39,9.39,96.9,2.02,1.63,-.12,4100,3
05/15/2021,04:30,16.75,.67,7.41,9.48,97.7,1.88,1.73,-.11,4600,3.2
05/15/2021,04:45,16.73,.67,7.39,9.41,97,1.93,1.78,-.06,5000,3.4
05/15/2021,05:00,16.74,.67,7.4,9.43,97.2,1.79,1.55,-.09,4500,3.4
05/15/2021,05:15,16.74,.67,7.4,9.43,97.3,1.95,1.74,-.1,5400,3.6
05/15/2021,05:45,16.71,.67,7.41,9.47,97.6,1.87,1.78,-.1,5600,3.9
05/15/2021,06:00,16.71,.67,7.4,9.44,97.3,1.82,1.67,-.1,5600,3.9
05/15/2021,06:15,16.7,.67,7.39,9.38,96.7,1.98,1.58,-.12,5600,3.9
05/15/2021,06:30,16.69,.67,7.41,9.46,97.4,1.83,1.33,-.15,5400,3.7
05/15/2021,06:45,16.69,.67,7.41,9.46,97.4,1.9,1.59,-.08,5400,3.5
05/15/2021,07:00,16.69,.67,7.41,9.48,97.7,1.89,1.9,-.12,5900,3.7
05/15/2021,07:15,16.68,.68,7.41,9.49,97.7,1.89,1.47,-.12,5900,3.3
05/15/2021,07:30,16.68,.68,7.41,9.47,97.5,1.76,1.6,-.1,5600,3.4
05/15/2021,07:45,16.69,.68,7.42,9.53,98.1,1.84,1.46,-.12,5200,3.3
05/15/2021,08:00,16.69,.68,7.41,9.51,98,1.84,1.53,-.08,5200,3.2
05/15/2021,08:15,16.83,.67,7.44,9.64,99.6,1.86,1.56,-.09,4900,3.3
05/15/2021,08:30,16.94,.67,7.46,9.69,100.4,1.83,1.67,-.03,4900,3.5
05/15/2021,08:45,17.07,.67,7.49,9.78,101.5,1.82,1.83,0,4600,3.5
05/15/2021,09:00,17.08,.67,7.53,9.94,103.2,1.87,2.37,.07,4600,3.6
05/15/2021,09:15,17.16,.67,7.53,9.95,103.4,1.7,1.5,-.08,4500,3.7
05/15/2021,09:30,17.36,.67,7.53,9.93,103.7,1.8,1.6,-.05,4500,3.8
05/15/2021,09:45,17.35,.67,7.51,9.85,102.9,1.73,1.45,-.12,4200,3.8
05/15/2021,10:00,17.12,.67,7.49,9.86,102.5,1.93,2.34,.12,4200,4.3
