date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
07/09/2016,22:15:00,24.49,2.61,7.64,6.38,77.05,2.21,3.54,.59,12.69
07/09/2016,22:30:00,24.48,2.63,7.63,6.35,76.65,2.02,3.4,.53,12.71
07/09/2016,22:45:00,24.49,2.64,7.61,6.28,75.81,1.89,3.37,.62,12.7
07/09/2016,23:00:00,24.5,2.65,7.6,6.31,76.2,1.95,3.6,.64,12.68
07/09/2016,23:15:00,24.49,2.66,7.6,6.3,76.17,2.12,3.63,.6,12.7
07/09/2016,23:30:00,24.48,2.68,7.6,6.24,75.43,2.19,3.61,.6,12.69
07/09/2016,23:45:00,24.48,2.66,7.57,6.16,74.36,1.83,3.1,.58,12.68
07/10/2016,00:00:00,24.47,2.68,7.57,6.15,74.33,1.76,3.54,.54,12.72
07/10/2016,00:15:00,24.47,2.7,7.56,6.11,73.76,2.16,3.15,.55,12.68
07/10/2016,00:30:00,24.43,2.69,7.55,5.95,71.85,1.76,3.12,.58,12.68
07/10/2016,00:45:00,24.42,2.69,7.56,6.09,73.54,1.93,3.23,.53,12.69
07/10/2016,01:00:00,24.41,2.7,7.56,6.08,73.29,2.05,3.35,.61,12.68
07/10/2016,01:15:00,24.38,2.71,7.56,6.2,74.72,1.97,3.62,.72,12.8
07/10/2016,01:30:00,24.37,2.7,7.57,6.23,75.06,1.85,4.58,.63,12.68
07/10/2016,01:45:00,24.34,2.7,7.55,6.15,74.1,1.86,3.3,.6,12.68
07/10/2016,02:00:00,24.32,2.7,7.57,6.22,74.86,2.16,3.4,.63,12.69
07/10/2016,02:15:00,24.32,2.7,7.57,6.23,75.02,1.89,3.33,.59,12.68
07/10/2016,02:30:00,24.32,2.7,7.54,6.06,73.04,1.79,3.32,.59,12.74
07/10/2016,02:45:00,24.28,2.7,7.53,6.06,72.9,2.36,3.06,.58,12.68
07/10/2016,03:00:00,24.27,2.7,7.54,6.04,72.68,2.41,4.03,.55,12.68
07/10/2016,03:15:00,24.26,2.71,7.55,6.13,73.7,2.47,3.27,.82,12.68
07/10/2016,03:30:00,24.26,2.71,7.53,6.03,72.56,1.99,3.33,.62,12.71
07/10/2016,03:45:00,24.25,2.71,7.56,6.13,73.73,2.36,3.22,.84,12.74
07/10/2016,04:00:00,24.23,2.7,7.54,6.06,72.9,1.77,3.31,.57,12.67
07/10/2016,04:15:00,24.22,2.71,7.54,6.1,73.39,2.04,3.39,.55,12.67
07/10/2016,04:30:00,24.2,2.71,7.54,6.09,73.14,2.05,2.97,.56,12.68
07/10/2016,04:45:00,24.19,2.72,7.55,6.09,73.16,2.06,3.02,.72,12.67
07/10/2016,05:00:00,24.19,2.72,7.55,6.05,72.66,2.45,3.06,.62,12.7
07/10/2016,05:15:00,24.18,2.72,7.54,6.02,72.27,2.8,2.79,.54,12.72
07/10/2016,05:30:00,24.18,2.72,7.52,5.98,71.85,1.94,3.09,.52,12.69
07/10/2016,05:45:00,24.15,2.72,7.53,5.97,71.69,2.2,2.95,.56,12.69
07/10/2016,06:00:00,24.15,2.72,7.53,6,72.05,1.92,3.22,.55,12.69
07/10/2016,06:15:00,24.14,2.72,7.53,6,72.05,2.04,3.03,.51,12.69
07/10/2016,06:30:00,24.14,2.73,7.52,5.94,71.27,2.22,2.97,.53,12.69
07/10/2016,06:45:00,24.14,2.74,7.53,5.98,71.74,2.01,2.94,.5,12.72
07/10/2016,07:00:00,24.13,2.74,7.53,6,72.05,2.56,2.94,.48,12.69
07/10/2016,07:15:00,24.12,2.74,7.53,5.93,71.21,1.87,2.76,.48,12.69
07/10/2016,07:30:00,24.11,2.74,7.53,5.94,71.24,1.98,2.54,.51,12.69
07/10/2016,07:45:00,24.12,2.75,7.52,5.88,70.53,1.9,2.91,.45,12.7
07/10/2016,08:00:00,24.1,2.74,7.53,5.97,71.67,2.1,3.01,.56,12.72
07/10/2016,08:15:00,24.1,2.74,7.54,6.05,72.54,2.92,2.99,.53,12.72
07/10/2016,08:30:00,24.09,2.74,7.52,5.83,69.98,2.06,3.09,.55,12.7
07/10/2016,08:45:00,24.08,2.74,7.52,5.94,71.24,2.16,2.63,.52,12.71
07/10/2016,09:00:00,24.08,2.74,7.53,5.91,70.82,2,2.34,.47,12.71
07/10/2016,09:15:00,24.07,2.74,7.51,5.87,70.39,1.98,2.82,.51,12.71
07/10/2016,09:30:00,24.06,2.74,7.53,5.96,71.51,1.98,2.63,.46,12.68
07/10/2016,09:45:00,24.04,2.74,7.53,5.98,71.68,1.88,2.79,.5,12.71
07/10/2016,10:00:00,24.05,2.74,7.53,5.99,71.75,2.68,2.75,.48,12.72
07/10/2016,10:15:00,24.04,2.73,7.54,6.07,72.7,1.96,3.08,.55,12.74
07/10/2016,10:30:00,24.04,2.74,7.53,6.01,72.07,2.34,2.82,.53,12.73
07/10/2016,10:45:00,24.03,2.74,7.52,5.98,71.67,2.1,2.62,.55,12.73
07/10/2016,11:00:00,24.03,2.74,7.55,6.13,73.46,1.74,2.82,.51,12.8
07/10/2016,11:15:00,24.04,2.74,7.54,6.04,72.4,1.9,2.77,.58,12.87
07/10/2016,11:30:00,24.04,2.74,7.56,6.19,74.2,2.01,2.89,.53,13.05
07/10/2016,11:45:00,24.06,2.74,7.6,6.43,77.13,2.26,3.12,.6,13.01
07/10/2016,12:00:00,24.07,2.74,7.6,6.45,77.38,2.21,3.4,.61,13.12
07/10/2016,12:15:00,24.07,2.74,7.6,6.5,77.9,2.28,3.08,.58,13.05
07/10/2016,12:30:00,24.09,2.74,7.64,6.66,79.83,2.2,3.19,.6,13.17
07/10/2016,12:45:00,24.07,2.74,7.58,6.36,76.21,2.19,3.01,.65,13.09
07/10/2016,13:00:00,24.08,2.74,7.61,6.5,77.9,2.01,3.24,.58,13
07/10/2016,13:15:00,24.08,2.74,7.63,6.62,79.42,2.18,3.69,.63,13.07
07/10/2016,13:30:00,24.08,2.74,7.65,6.75,80.92,2.14,3.37,.63,12.89
07/10/2016,13:45:00,24.09,2.74,7.65,6.7,80.35,2.12,4.01,.66,12.95
07/10/2016,14:00:00,24.08,2.75,7.65,6.67,80.05,1.86,4.25,.65,12.92
07/10/2016,14:15:00,24.07,2.75,7.65,6.69,80.23,2.18,4.13,.7,12.89
07/10/2016,14:30:00,24.07,2.75,7.65,6.7,80.3,1.84,3.77,.68,12.96
07/10/2016,14:45:00,24.07,2.75,7.65,6.72,80.56,2.15,3.73,.67,12.99
07/10/2016,15:00:00,24.07,2.75,7.66,6.75,80.91,2.19,3.2,.69,12.93
07/10/2016,15:15:00,24.07,2.75,7.68,6.88,82.52,2.19,3.84,.71,12.91
07/10/2016,15:30:00,24.07,2.75,7.68,6.9,82.73,2.17,3.97,.67,12.96
07/10/2016,15:45:00,24.07,2.75,7.69,6.93,83.06,2.09,4.59,.72,12.91
07/10/2016,16:00:00,24.07,2.75,7.73,7.1,85.18,2.17,4.43,.7,12.98
07/10/2016,16:15:00,24.07,2.75,7.74,7.13,85.46,2.19,3.99,.74,12.87
07/10/2016,16:30:00,24.06,2.75,7.72,7.07,84.79,2.11,4.35,.76,12.85
07/10/2016,16:45:00,24.01,2.75,7.75,7.15,85.62,1.94,4.65,.78,12.82
07/10/2016,17:00:00,24.03,2.75,7.74,7.11,85.21,2.06,4.25,.8,12.8
07/10/2016,17:15:00,24,2.75,7.73,7.1,84.97,2.31,4.95,.72,12.77
07/10/2016,17:30:00,23.98,2.75,7.71,7.04,84.29,2.26,4.81,.74,12.73
07/10/2016,17:45:00,23.98,2.75,7.73,7.11,85.11,2.07,4.87,.77,12.79
07/10/2016,18:00:00,23.96,2.74,7.74,7.14,85.46,2.36,4.88,.76,12.68
07/10/2016,18:15:00,23.94,2.74,7.75,7.14,85.46,2.43,4.82,.81,12.68
07/10/2016,18:30:00,23.91,2.74,7.74,7.11,85,2.36,4.71,.8,12.71
07/10/2016,18:45:00,23.91,2.75,7.73,7.09,84.81,2.39,5.14,.77,12.7
07/10/2016,19:00:00,23.9,2.77,7.68,6.83,81.68,2.09,4.44,.68,12.63
07/10/2016,19:15:00,23.87,2.74,7.71,6.99,83.54,2.11,5.26,.75,12.63
07/10/2016,19:30:00,23.88,2.74,7.69,6.9,82.46,2.07,5.11,.75,12.68
07/10/2016,19:45:00,23.89,2.75,7.68,6.86,81.96,2.08,5.08,.8,12.6
07/10/2016,20:00:00,23.87,2.75,7.67,6.79,81.1,1.89,4.76,.74,12.68
07/10/2016,20:15:00,23.87,2.74,7.7,6.96,83.09,2.01,5.02,.8,12.68
07/10/2016,20:30:00,23.87,2.75,7.7,6.92,82.65,2.2,5.27,.81,12.63
07/10/2016,20:45:00,23.87,2.75,7.69,6.91,82.61,2,5.02,.75,12.63
07/10/2016,21:00:00,23.84,2.74,7.67,6.77,80.81,2.24,4.72,.73,12.62
07/10/2016,21:15:00,23.83,2.75,7.66,6.78,80.92,2.33,4.72,.73,12.68
07/10/2016,21:30:00,23.82,2.75,7.63,6.64,79.26,1.89,4.41,.72,12.62
07/10/2016,21:45:00,23.82,2.75,7.65,6.7,79.94,1.61,4.6,.83,12.63
07/10/2016,22:00:00,23.79,2.75,7.6,6.47,77.18,1.82,4.2,.69,12.62
07/10/2016,22:15:00,23.77,2.75,7.62,6.5,77.48,2.91,5.28,.85,12.6
07/10/2016,22:30:00,23.75,2.74,7.62,6.56,78.22,1.81,4.51,.74,12.62
07/10/2016,22:45:00,23.76,2.74,7.61,6.57,78.35,1.86,3.97,.62,12.63
07/10/2016,23:00:00,23.75,2.75,7.63,6.65,79.3,1.9,4.31,.69,12.6
07/10/2016,23:15:00,23.76,2.76,7.63,6.63,79.03,1.9,4.62,.7,12.76
07/10/2016,23:30:00,23.75,2.76,7.64,6.66,79.33,1.97,4.64,.8,12.66
07/10/2016,23:45:00,23.74,2.76,7.6,6.51,77.54,2.14,4.28,.64,12.66
07/11/2016,00:00:00,23.71,2.76,7.62,6.46,76.98,1.91,3.82,.77,12.63
07/11/2016,00:15:00,23.71,2.76,7.6,6.48,77.16,2.03,4.05,.66,12.62
07/11/2016,00:30:00,23.7,2.77,7.63,6.59,78.47,2.46,4.73,.79,12.62
07/11/2016,00:45:00,23.68,2.76,7.59,6.4,76.21,2.09,3.93,.65,12.65
07/11/2016,01:00:00,23.66,2.76,7.58,6.42,76.39,1.9,4.04,.69,12.63
07/11/2016,01:15:00,23.64,2.76,7.57,6.29,74.82,2.32,4.23,.63,12.63
07/11/2016,01:30:00,23.62,2.77,7.57,6.32,75.1,2,4.01,.67,12.62
07/11/2016,01:45:00,23.65,2.77,7.59,6.58,78.31,2.18,4.52,.81,12.63
07/11/2016,02:00:00,23.65,2.76,7.61,6.67,79.39,1.99,4.23,.8,12.65
07/11/2016,02:15:00,23.74,2.75,7.64,6.84,81.46,2.41,4.43,.8,12.63
07/11/2016,02:30:00,23.77,2.74,7.66,6.87,81.92,2.64,4.38,.72,12.62
07/11/2016,02:45:00,23.81,2.73,7.65,6.88,82.14,2.24,4.3,.77,12.68
07/11/2016,03:00:00,23.93,2.72,7.65,6.85,81.92,2.03,4.46,.71,12.62
07/11/2016,03:15:00,23.89,2.72,7.65,6.86,82.03,2.07,4.27,.74,12.62
07/11/2016,03:30:00,23.9,2.71,7.65,6.85,81.93,2.04,4.26,.77,12.62
07/11/2016,03:45:00,23.94,2.71,7.65,6.84,81.85,2.1,4.31,.79,12.62
07/11/2016,04:00:00,23.96,2.7,7.65,6.81,81.45,2.44,4.95,.82,12.71
07/11/2016,04:15:00,23.99,2.69,7.65,6.86,82.06,2.54,4.33,.76,12.62
07/11/2016,04:30:00,24.02,2.68,7.66,6.87,82.31,2.1,4.12,.83,12.62
07/11/2016,04:45:00,24.01,2.68,7.66,6.88,82.44,2.52,3.94,.73,12.62
07/11/2016,05:00:00,24.04,2.67,7.66,6.89,82.54,2,4,.88,12.57
07/11/2016,05:15:00,24.04,2.67,7.67,6.89,82.6,2.28,4.34,.67,12.6
07/11/2016,05:30:00,24.02,2.66,7.66,6.84,81.95,2.18,3.87,.72,12.57
07/11/2016,05:45:00,24,2.67,7.65,6.85,82.01,2.45,4.04,.77,12.61
07/11/2016,06:00:00,24.1,2.68,7.65,6.86,82.32,2.17,3.59,.71,12.61
07/11/2016,06:15:00,24.1,2.68,7.65,6.85,82.2,2.4,3.83,.69,12.62
07/11/2016,06:30:00,24.07,2.68,7.65,6.83,81.86,2.43,3.63,.65,12.68
07/11/2016,06:45:00,24.07,2.68,7.64,6.81,81.66,2.19,3.58,.57,12.63
07/11/2016,07:00:00,24.05,2.68,7.64,6.82,81.74,7.74,4.35,.88,12.69
07/11/2016,07:15:00,24.04,2.68,7.66,6.88,82.39,2.49,3.43,.66,12.63
07/11/2016,07:30:00,24.03,2.68,7.65,6.84,81.89,2.22,3.92,.68,12.68
07/11/2016,07:45:00,24.02,2.68,7.64,6.83,81.75,2.21,3.59,.74,12.62
07/11/2016,08:00:00,24,2.68,7.65,6.83,81.77,2.05,3.71,.68,12.62
07/11/2016,08:15:00,24,2.68,7.63,6.79,81.29,2.4,3.61,.65,12.61
07/11/2016,08:30:00,24,2.68,7.64,6.81,81.56,2.15,3.45,.68,12.61
07/11/2016,08:45:00,23.98,2.68,7.64,6.84,81.87,1.88,3.57,.71,12.63
07/11/2016,09:00:00,23.98,2.69,7.65,6.86,82.04,1.8,3.82,.69,12.62
07/11/2016,09:15:00,23.98,2.69,7.65,6.88,82.35,2.69,3.66,.78,12.71
07/11/2016,09:30:00,23.97,2.68,7.67,6.96,83.28,1.72,3.84,.69,12.7
07/11/2016,09:45:00,23.97,2.68,7.69,7.09,84.87,2.25,3.54,.74,12.71
07/11/2016,10:00:00,24.03,2.7,7.71,7.19,86.13,2.04,3.85,.71,12.91
07/11/2016,10:15:00,24.04,2.71,7.73,7.27,87.11,2.27,3.71,.76,12.94
07/11/2016,10:30:00,24.06,2.71,7.74,7.34,87.99,2.12,3.91,.79,12.83
07/11/2016,10:45:00,24.05,2.71,7.76,7.41,88.82,2.47,3.94,.79,12.84
07/11/2016,11:00:00,24.05,2.71,7.77,7.47,89.52,2.62,3.51,.8,12.85
07/11/2016,11:15:00,24.07,2.7,7.79,7.53,90.26,2.37,4.16,.76,12.91
07/11/2016,11:30:00,24.05,2.69,7.77,7.43,89.09,2.24,5.49,.84,12.83
07/11/2016,11:45:00,24.02,2.68,7.77,7.42,88.84,2.26,3.98,.77,12.9
07/11/2016,12:00:00,24.07,2.68,7.82,7.61,91.25,2.55,4.09,.81,13.05
07/11/2016,12:15:00,24.1,2.68,7.85,7.69,92.31,2.3,4.19,.81,13.17
07/11/2016,12:30:00,24.19,2.68,7.89,7.84,94.24,2.14,3.87,.74,13.21
07/11/2016,12:45:00,24.2,2.69,7.91,7.92,95.25,2.32,4.07,.78,13.15
07/11/2016,13:00:00,24.2,2.69,7.91,7.91,95.06,2.57,4.15,.8,13.22
07/11/2016,13:15:00,24.23,2.69,7.96,8.05,96.77,2.44,4.25,.79,13.33
07/11/2016,13:30:00,24.32,2.69,8.02,8.24,99.28,2.39,4.11,.78,13.27
07/11/2016,13:45:00,24.66,2.69,8.07,8.39,101.66,2.16,4.03,.76,13.29
07/11/2016,14:00:00,24.22,2.69,8.06,8.31,99.85,2.29,4.31,.79,13.32
07/11/2016,14:15:00,24.35,2.69,8.2,8.78,105.81,2.69,4.63,.84,13.31
07/11/2016,14:30:00,24.66,2.7,8.29,9.05,109.68,2.4,4.51,.84,13.26
07/11/2016,14:45:00,24.89,2.69,8.23,8.9,108.3,2.15,4.36,.85,13.31
07/11/2016,15:00:00,24.85,2.7,8.13,8.61,104.7,2.17,4.12,.79,13.29
07/11/2016,15:15:00,24.81,2.69,8.32,9.15,111.27,2.42,4.88,.94,13.17
07/11/2016,15:30:00,24.92,2.69,8.39,9.41,114.62,2.36,4.96,.85,13.24
07/11/2016,15:45:00,25.02,2.7,8.23,8.87,108.17,1.85,4.29,.73,13.26
07/11/2016,16:00:00,25,2.7,8.32,9.23,112.64,2.21,5.11,.84,13.23
07/11/2016,16:15:00,24.88,2.7,8.36,9.35,113.76,2.52,5.38,.92,13.22
07/11/2016,16:30:00,24.96,2.7,8.38,9.42,114.82,2.46,5.48,.96,13.25
07/11/2016,16:45:00,24.97,2.7,8.28,9.1,110.87,2.38,4.5,.79,13.17
07/11/2016,17:00:00,24.97,2.71,8.39,9.55,116.41,2.23,5.84,.96,13.22
07/11/2016,17:15:00,24.97,2.73,8.29,9.17,111.78,2.34,5.06,.9,13.22
07/11/2016,17:30:00,25.02,2.73,8.46,9.74,118.83,2.42,6.02,1.01,13.22
07/11/2016,17:45:00,25.17,2.73,8.45,9.71,118.85,2.42,5.57,.88,13.2
07/11/2016,18:00:00,25.15,2.73,8.48,9.79,119.79,2.74,6.02,.93,13.07
07/11/2016,18:15:00,24.97,2.73,8.36,9.32,113.65,2.36,5.34,.84,13.28
07/11/2016,18:30:00,25.06,2.72,8.47,9.74,118.97,2.32,5.4,.98,13.22
07/11/2016,18:45:00,24.78,2.69,8.35,9.38,113.99,2.39,6.17,.91,13.17
07/11/2016,19:00:00,24.74,2.68,8.26,9.1,110.51,2.59,5.86,.96,13.05
07/11/2016,19:15:00,24.84,2.69,8.27,9.12,110.85,2.54,5.9,.92,13.15
07/11/2016,19:30:00,24.68,2.69,8.21,8.91,108,2.46,5.88,.92,12.98
07/11/2016,19:45:00,24.65,2.71,8.18,8.89,107.76,2.42,7.07,1.03,12.89
07/11/2016,20:00:00,24.59,2.71,8.1,8.64,104.61,2.17,6.73,.97,12.9
07/11/2016,20:15:00,24.61,2.71,8.16,8.77,106.19,2.28,6.37,.96,12.85
07/11/2016,20:30:00,24.57,2.71,8.13,8.71,105.46,2.31,6.55,.97,12.97
07/11/2016,20:45:00,24.57,2.7,8.2,8.99,108.74,2.16,7.04,1.07,12.83
07/11/2016,21:00:00,24.51,2.71,8.09,8.78,106.16,2.53,7.09,1.04,12.85
07/11/2016,21:15:00,24.51,2.71,8.17,8.93,107.96,2.88,6.63,1.03,12.91
07/11/2016,21:30:00,24.43,2.71,8,8.45,101.99,2.2,6.28,.98,12.84
07/11/2016,21:45:00,24.44,2.71,7.93,8.12,98,2.48,5.14,.93,12.82
07/11/2016,22:00:00,24.38,2.71,7.87,7.82,94.28,2.2,5.74,.87,12.8
07/11/2016,22:15:00,24.37,2.71,7.86,7.77,93.64,2.04,4.69,.85,12.8
07/11/2016,22:30:00,24.33,2.71,7.99,8.31,100.06,2.6,5.45,.85,12.81
07/11/2016,22:45:00,24.31,2.73,7.98,8.27,99.61,2.25,5.3,.91,12.79
07/11/2016,23:00:00,24.3,2.72,7.84,7.7,92.74,2.18,5.16,.85,12.76
07/11/2016,23:15:00,24.27,2.71,7.94,8.04,96.75,4.28,6.47,1.13,12.79
07/11/2016,23:30:00,24.32,2.71,8.21,9,108.38,1.96,6.27,.96,12.8
07/11/2016,23:45:00,24.4,2.71,8.28,9.14,110.28,2.1,6.6,.99,12.78
07/12/2016,00:00:00,24.4,2.71,8.25,9.05,109.19,2.17,6.36,.94,12.8
07/12/2016,00:15:00,24.37,2.7,8.23,8.99,108.32,2.12,6.5,1.01,12.79
07/12/2016,00:30:00,24.34,2.7,8.21,8.95,107.79,1.95,6.18,1,12.79
07/12/2016,00:45:00,24.33,2.7,8.18,8.86,106.77,2.24,6.48,1.05,12.79
07/12/2016,01:00:00,24.3,2.7,8.17,8.76,105.47,2.19,6.4,.85,12.77
07/12/2016,01:15:00,24.3,2.69,8.15,8.77,105.58,2.22,6.79,.96,12.76
07/12/2016,01:30:00,24.3,2.7,8.06,8.58,103.33,2.06,6.18,1.04,12.73
07/12/2016,01:45:00,24.32,2.7,8.07,8.57,103.17,2.17,6.06,1.59,12.74
07/12/2016,02:00:00,24.3,2.69,8.04,8.48,102.09,3.03,6.6,1.29,12.74
07/12/2016,02:15:00,24.27,2.69,8.02,8.44,101.56,2.5,6.35,.94,12.73
07/12/2016,02:30:00,24.27,2.69,7.98,8.3,99.92,2.35,6.15,.94,12.72
07/12/2016,02:45:00,24.29,2.67,7.95,8.18,98.49,2.22,5.67,.92,12.73
07/12/2016,03:00:00,24.27,2.67,7.95,8.19,98.49,2.26,6.33,.95,12.71
07/12/2016,03:15:00,24.25,2.68,7.95,8.17,98.33,1.84,5.95,.88,12.71
07/12/2016,03:30:00,24.23,2.68,7.92,8.12,97.62,2.3,5.51,.85,12.71
07/12/2016,03:45:00,24.23,2.68,7.96,8.21,98.73,2.26,6.03,1.32,12.71
07/12/2016,04:00:00,24.18,2.67,7.93,8.1,97.29,2.16,6.24,.92,12.71
07/12/2016,04:15:00,24.19,2.67,7.92,8.06,96.89,2.87,5.86,.96,12.7
07/12/2016,04:30:00,24.17,2.67,7.91,8.06,96.83,2.38,5.61,.9,12.65
07/12/2016,04:45:00,24.15,2.67,7.9,8,96,2.54,5.28,.97,12.61
07/12/2016,05:00:00,24.1,2.66,7.85,7.81,93.67,2.54,5.52,.84,12.63
07/12/2016,05:15:00,24.13,2.66,7.88,7.92,95.1,2.31,5.97,.81,12.71
07/12/2016,05:30:00,24.12,2.66,7.88,7.92,95.01,1.99,5.82,.97,12.63
07/12/2016,05:45:00,24.1,2.66,7.87,7.88,94.55,2.9,5.29,.86,12.71
07/12/2016,06:00:00,24.12,2.66,7.86,7.85,94.21,2.17,5.43,.82,12.63
07/12/2016,06:15:00,24.13,2.66,7.85,7.8,93.61,2.66,5.17,.9,12.68
07/12/2016,06:30:00,24.14,2.66,7.85,7.77,93.32,2.34,5.22,.94,12.7
07/12/2016,06:45:00,24.13,2.66,7.85,7.79,93.47,2.11,5.05,.8,12.68
07/12/2016,07:00:00,24.12,2.65,7.85,7.79,93.48,2.68,4.86,.76,12.67
07/12/2016,07:15:00,24.12,2.65,7.83,7.75,92.95,2.21,4.92,.78,12.65
07/12/2016,07:30:00,24.11,2.66,7.83,7.71,92.48,2.02,4.85,.9,12.7
07/12/2016,07:45:00,24.15,2.66,7.89,7.93,95.23,2.56,5.4,.79,12.63
07/12/2016,08:00:00,24.19,2.65,7.93,8.05,96.74,2.27,5.41,.8,12.63
07/12/2016,08:15:00,24.32,2.64,8.04,8.42,101.35,2.6,4.61,.71,12.63
07/12/2016,08:30:00,24.32,2.64,8.03,8.39,101.01,2,4.57,.76,12.68
07/12/2016,08:45:00,24.47,2.67,8.09,8.55,103.28,2.22,4.62,.8,12.69
07/12/2016,09:00:00,24.51,2.65,8.08,8.55,103.28,2.17,4.55,.73,12.68
07/12/2016,09:15:00,24.91,2.65,8.2,8.89,108.23,2.09,4.22,.72,12.79
07/12/2016,09:30:00,25.16,2.65,8.19,8.87,108.53,2.03,4.1,.71,12.89
07/12/2016,09:45:00,25.19,2.64,8.24,9,110.14,1.82,4.14,.72,12.93
07/12/2016,10:00:00,25.2,2.64,8.27,9.11,111.5,1.89,4.19,.77,13.16
07/12/2016,10:15:00,25.31,2.64,8.27,9.05,110.94,1.98,3.91,.68,13.2
07/12/2016,10:30:00,25.46,2.64,8.33,9.3,114.35,2.28,4.14,.7,13.31
07/12/2016,10:45:00,25.67,2.63,8.34,9.31,114.97,2.06,4.07,.73,13.17
07/12/2016,11:00:00,25.72,2.63,8.38,9.44,116.68,2.18,4.07,.7,13.25
07/12/2016,11:15:00,25.77,2.63,8.4,9.54,117.92,2.14,4.42,.71,13.23
07/12/2016,11:30:00,25.81,2.64,8.42,9.62,119.01,2.19,4.19,.71,13.2
07/12/2016,11:45:00,25.79,2.64,8.49,9.89,122.37,2.24,4.27,.71,13.23
07/12/2016,12:00:00,25.85,2.63,8.51,9.98,123.58,2.03,4.44,.72,13.22
07/12/2016,12:15:00,25.84,2.63,8.49,9.88,122.37,2.13,4.7,.74,13.25
07/12/2016,12:30:00,25.91,2.62,8.42,9.64,119.57,2.19,4.47,.77,13.15
07/12/2016,12:45:00,26.27,2.62,8.42,9.58,119.61,2.17,4,.71,13.23
07/12/2016,13:00:00,26.27,2.62,8.45,9.7,121.05,2.13,4.25,.74,13.18
07/12/2016,13:15:00,26.27,2.62,8.49,9.83,122.7,2.13,4.49,.73,13.21
07/12/2016,13:30:00,26.2,2.62,8.5,9.9,123.37,2.06,4.83,.78,13.15
07/12/2016,13:45:00,26.2,2.62,8.53,10.01,124.76,2.25,4.82,.75,13.15
07/12/2016,14:00:00,26.3,2.62,8.55,10.14,126.61,2.14,4.57,.72,13.36
07/12/2016,14:15:00,26.2,2.62,8.56,10.2,127.18,2.3,4.83,.78,13.22
07/12/2016,14:30:00,26.25,2.62,8.59,10.31,128.6,2.24,4.75,.8,13.32
07/12/2016,14:45:00,26.26,2.62,8.63,10.49,130.82,2.21,4.94,.82,13.23
07/12/2016,15:00:00,26.22,2.62,8.62,10.42,129.86,2.33,5.2,.81,13.16
07/12/2016,15:15:00,26.19,2.62,8.65,10.55,131.52,2.57,5.47,.9,13.23
07/12/2016,15:30:00,26.51,2.62,8.68,10.7,134.16,2.14,4.52,.83,13.5
07/12/2016,15:45:00,26.55,2.62,8.69,10.75,134.82,2.16,5.55,.86,13.29
07/12/2016,16:00:00,26.56,2.62,8.68,10.73,134.6,2.29,5.14,.86,13.39
07/12/2016,16:15:00,26.56,2.63,8.67,10.62,133.23,2.12,5.45,.86,13.36
07/12/2016,16:30:00,26.63,2.63,8.71,10.87,136.49,2.21,5.51,.89,13.4
07/12/2016,16:45:00,26.62,2.64,8.73,10.94,137.39,2.31,5.22,.9,13.36
07/12/2016,17:00:00,26.63,2.63,8.72,10.89,136.78,2.39,5.67,.9,13.33
07/12/2016,17:15:00,26.52,2.63,8.67,10.64,133.37,2.34,5.66,.9,13.36
07/12/2016,17:30:00,26.58,2.63,8.7,10.81,135.64,2.24,5.82,.87,13.32
07/12/2016,17:45:00,26.63,2.63,8.74,10.98,137.86,2.27,5.86,.87,13.29
07/12/2016,18:00:00,26.64,2.63,8.76,11.09,139.24,2.35,5.92,.9,13.24
07/12/2016,18:15:00,26.58,2.63,8.76,11.05,138.71,2.28,6.22,.91,13.22
07/12/2016,18:30:00,26.53,2.62,8.8,11.3,141.7,2.46,6.51,.94,13.33
07/12/2016,18:45:00,26.42,2.62,8.81,11.35,141.97,2.45,6.45,1.04,13.43
07/12/2016,19:00:00,26.34,2.62,8.79,11.26,140.66,2.34,6.47,.96,13.42
07/12/2016,19:15:00,26.35,2.62,8.8,11.28,140.96,2.18,6.52,.94,13.24
07/12/2016,19:30:00,26.26,2.62,8.76,11.15,139.08,2.11,7.11,.96,13.23
07/12/2016,19:45:00,26.15,2.62,8.7,10.89,135.53,2.34,7.09,.98,13.05
07/12/2016,20:00:00,26.08,2.62,8.68,10.8,134.37,2.32,7.53,.96,12.96
07/12/2016,20:15:00,26.05,2.62,8.68,10.79,134.16,2.29,6.6,.99,12.94
07/12/2016,20:30:00,26.03,2.62,8.66,10.7,132.99,2.48,7.42,1,12.93
07/12/2016,20:45:00,25.99,2.62,8.67,10.69,132.76,2.43,6.95,1.02,12.91
07/12/2016,21:00:00,25.96,2.65,8.66,10.65,132.11,2.43,6.94,1.02,12.89
07/12/2016,21:15:00,25.96,2.64,8.65,10.61,131.69,2.63,6.27,.96,12.91
07/12/2016,21:30:00,25.96,2.65,8.64,10.57,131.12,2.47,6.88,1.03,12.84
07/12/2016,21:45:00,25.94,2.65,8.63,10.51,130.4,2.41,6.55,.98,12.81
07/12/2016,22:00:00,25.89,2.64,8.59,10.36,128.38,2.45,6.11,.96,12.88
07/12/2016,22:15:00,25.86,2.63,8.59,10.34,128.04,2.45,6.47,.96,12.83
07/12/2016,22:30:00,25.87,2.63,8.57,10.25,126.97,2.48,6.27,1.03,12.83
