date,time,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
10/19/2017,06:45:00,16.44,2.34,8.12,10.34,106.48,2.57,4.15,1.39,11.75
10/19/2017,07:00:00,16.42,2.34,8.1,10.3,106.1,2.34,4.51,1.4,11.74
10/19/2017,07:15:00,16.42,2.34,8.1,10.3,105.99,2.38,3.59,1.43,11.77
10/19/2017,07:30:00,16.4,2.34,8.1,10.29,105.94,2.24,4.22,1.32,11.75
10/19/2017,07:45:00,16.38,2.34,8.09,10.29,105.83,2.27,3.24,1.27,11.58
10/19/2017,08:00:00,16.38,2.34,8.09,10.29,105.85,2.74,3.69,1.34,11.73
10/19/2017,08:15:00,16.36,2.34,8.08,10.3,105.87,2.38,3.15,1.24,11.88
10/19/2017,08:30:00,16.38,2.34,8.1,10.33,106.23,2.7,3.08,1.21,12.15
10/19/2017,08:45:00,16.38,2.34,8.11,10.34,106.4,2.37,3.93,1.32,12.08
10/19/2017,09:00:00,16.39,2.34,8.12,10.38,106.79,2.37,3.03,1.29,12.16
10/19/2017,09:15:00,16.41,2.34,8.12,10.4,107.02,2.53,2.36,1.21,12.19
10/19/2017,09:30:00,16.45,2.35,8.14,10.43,107.47,2.45,2.89,1.17,12.27
10/19/2017,09:45:00,16.5,2.35,8.17,10.49,108.21,2.47,2.72,1.2,12.25
10/19/2017,10:00:00,16.54,2.35,8.19,10.53,108.69,2.42,2.6,1.2,12.25
10/19/2017,10:15:00,16.57,2.35,8.22,10.6,109.48,2.45,2.62,1.14,12.26
10/19/2017,10:30:00,16.61,2.35,8.22,10.61,109.66,2.29,2.5,1.13,12.18
10/19/2017,10:45:00,16.66,2.36,8.23,10.65,110.23,2.45,3.42,1.14,12.26
10/19/2017,11:00:00,16.69,2.36,8.24,10.67,110.52,2.43,2.63,1.2,12.28
10/19/2017,11:15:00,16.69,2.36,8.25,10.69,110.74,2.45,3.5,1.17,12.25
10/19/2017,11:30:00,16.73,2.36,8.26,10.73,111.21,2.54,2.64,1.17,12.27
10/19/2017,11:45:00,16.78,2.36,8.28,10.76,111.6,2.52,2.45,1.13,12.13
10/19/2017,12:00:00,16.78,2.36,8.3,10.83,112.31,2.43,2.52,1.16,12.28
10/19/2017,12:15:00,16.83,2.36,8.31,10.85,112.66,2.41,2.69,1.14,12.34
10/19/2017,12:30:00,16.81,2.36,8.33,10.89,113.08,2.5,2.52,1.18,12.25
10/19/2017,12:45:00,16.92,2.36,8.34,10.92,113.61,2.55,2.44,1.16,12.39
10/19/2017,13:00:00,16.92,2.36,8.38,11.03,114.8,2.68,2.73,1.2,12.27
10/19/2017,13:15:00,16.87,2.36,8.33,10.89,113.2,2.67,2.7,1.16,12.28
10/19/2017,13:30:00,17,2.36,8.36,10.97,114.37,2.49,2.52,1.12,12.33
10/19/2017,13:45:00,16.96,2.36,8.36,10.94,113.98,2.5,2.79,1.17,12.35
10/19/2017,14:00:00,16.91,2.36,8.35,10.93,113.75,2.46,2.38,1.22,12.35
10/19/2017,14:15:00,16.92,2.36,8.38,10.98,114.3,2.71,2.78,1.18,12.34
10/19/2017,14:30:00,17.03,2.35,8.41,11.1,115.73,2.54,2.53,1.16,12.36
10/19/2017,14:45:00,16.97,2.35,8.42,11.1,115.63,2.49,2.93,1.2,12.24
10/19/2017,15:00:00,17.03,2.36,8.42,11.15,116.3,2.4,2.87,1.17,12.38
10/19/2017,15:15:00,17.07,2.36,8.44,11.16,116.5,2.55,2.94,1.17,12.39
10/19/2017,15:30:00,17.09,2.36,8.46,11.24,117.33,2.46,2.48,1.17,12.36
10/19/2017,15:45:00,17.06,2.36,8.45,11.24,117.3,2.58,3.09,1.22,12.36
10/19/2017,16:00:00,17.05,2.36,8.45,11.26,117.51,2.54,3.25,1.2,12.38
10/19/2017,16:15:00,17.03,2.36,8.46,11.28,117.62,2.54,2.95,1.25,12.38
10/19/2017,16:30:00,17.02,2.36,8.46,11.28,117.64,2.52,3.35,1.22,12.33
10/19/2017,16:45:00,16.99,2.37,8.45,11.25,117.18,2.68,3.82,1.27,12.39
10/19/2017,17:00:00,16.97,2.37,8.42,11.17,116.39,2.67,3.46,1.26,12.25
10/19/2017,17:15:00,16.94,2.38,8.4,11.15,116.08,2.47,3.57,1.24,12.05
10/19/2017,17:30:00,16.93,2.38,8.4,11.13,115.8,2.52,4.17,1.27,11.92
10/19/2017,17:45:00,16.9,2.38,8.39,11.1,115.41,2.64,3.44,1.25,11.93
10/19/2017,18:00:00,16.87,2.38,8.37,11.04,114.77,2.6,3.22,1.28,11.93
10/19/2017,18:15:00,16.86,2.39,8.35,11,114.37,2.58,5.13,1.24,11.92
10/19/2017,18:30:00,16.81,2.38,8.34,10.96,113.72,2.73,4.01,1.27,11.91
10/19/2017,18:45:00,16.77,2.38,8.33,10.93,113.34,2.62,3.93,1.28,11.91
10/19/2017,19:00:00,16.78,2.38,8.33,10.91,113.22,2.73,3.99,1.28,11.91
10/19/2017,19:15:00,16.74,2.38,8.34,10.92,113.17,2.54,3.65,1.28,11.9
10/19/2017,19:30:00,16.75,2.38,8.33,10.91,113.13,2.54,4.48,1.24,11.91
10/19/2017,19:45:00,16.76,2.38,8.32,10.89,112.96,2.66,3.49,1.26,11.91
10/19/2017,20:00:00,16.74,2.38,8.33,10.9,112.99,2.61,4.16,1.3,11.91
10/19/2017,20:15:00,16.74,2.39,8.31,10.87,112.74,2.58,3.54,1.24,11.9
10/19/2017,20:30:00,16.73,2.39,8.32,10.87,112.64,2.61,4.04,1.26,11.9
10/19/2017,20:45:00,16.73,2.39,8.31,10.85,112.49,2.83,3.62,1.28,11.92
10/19/2017,21:00:00,16.71,2.39,8.31,10.85,112.36,2.59,3.37,1.25,11.9
10/19/2017,21:15:00,16.7,2.39,8.3,10.82,112.09,2.52,4.13,1.25,11.9
10/19/2017,21:30:00,16.68,2.39,8.29,10.79,111.71,2.61,3.27,1.28,11.89
10/19/2017,21:45:00,16.67,2.39,8.29,10.79,111.73,2.5,4.08,1.29,11.88
10/19/2017,22:00:00,16.66,2.39,8.29,10.78,111.56,2.68,3.8,1.26,11.91
10/19/2017,22:15:00,16.64,2.39,8.27,10.74,111.09,2.53,4.03,1.27,11.93
10/19/2017,22:30:00,16.63,2.39,8.27,10.75,111.16,2.51,5.01,1.27,11.88
10/19/2017,22:45:00,16.64,2.4,8.27,10.75,111.16,2.57,4.07,1.27,11.85
10/19/2017,23:00:00,16.6,2.4,8.27,10.74,111.04,2.57,4.29,1.24,11.88
10/19/2017,23:15:00,16.58,2.4,8.25,10.71,110.61,2.56,3.83,1.26,11.88
10/19/2017,23:30:00,16.58,2.4,8.26,10.7,110.61,2.59,3.7,1.26,11.85
10/19/2017,23:45:00,16.57,2.4,8.26,10.7,110.49,2.53,4.5,1.3,11.83
10/20/2017,00:00:00,16.59,2.4,8.27,10.72,110.82,2.5,4.69,1.31,11.83
10/20/2017,00:15:00,16.58,2.4,8.27,10.71,110.62,2.55,3.96,1.28,11.86
10/20/2017,00:30:00,16.57,2.41,8.25,10.68,110.34,2.72,3.59,1.26,11.84
10/20/2017,00:45:00,16.54,2.41,8.25,10.66,110.12,2.48,3.74,1.25,11.84
10/20/2017,01:00:00,16.57,2.41,8.23,10.67,110.23,2.53,4.33,1.28,11.85
10/20/2017,01:15:00,16.55,2.41,8.23,10.64,109.87,2.49,3.86,1.29,11.85
10/20/2017,01:30:00,16.54,2.41,8.23,10.63,109.8,2.43,3.65,1.34,11.84
10/20/2017,01:45:00,16.54,2.41,8.23,10.63,109.76,2.53,4.08,1.41,11.83
10/20/2017,02:00:00,16.52,2.41,8.22,10.61,109.49,2.54,3.97,1.31,11.85
10/20/2017,02:15:00,16.51,2.41,8.22,10.61,109.51,2.48,3.6,1.38,11.84
10/20/2017,02:30:00,16.51,2.41,8.22,10.6,109.38,2.61,3.44,1.33,11.83
10/20/2017,02:45:00,16.48,2.42,8.21,10.58,109.06,2.44,5.21,1.37,11.83
10/20/2017,03:00:00,16.47,2.41,8.21,10.57,108.99,2.47,4.75,1.31,11.82
10/20/2017,03:15:00,16.47,2.42,8.2,10.55,108.8,2.45,4.06,1.33,11.81
10/20/2017,03:30:00,16.46,2.42,8.2,10.55,108.78,2.51,3.78,1.33,11.82
10/20/2017,03:45:00,16.42,2.42,8.2,10.54,108.52,2.52,3.44,1.34,11.8
10/20/2017,04:00:00,16.45,2.42,8.2,10.53,108.53,2.58,5.27,1.41,11.83
10/20/2017,04:15:00,16.43,2.42,8.19,10.52,108.39,2.54,3.11,1.34,11.81
10/20/2017,04:30:00,16.41,2.41,8.18,10.51,108.17,2.48,4,1.35,11.81
10/20/2017,04:45:00,16.41,2.46,8.16,10.45,107.65,2.42,3.94,1.39,11.82
10/20/2017,05:00:00,16.42,2.42,8.18,10.5,108.11,2.55,4.18,1.39,11.81
10/20/2017,05:15:00,16.39,2.41,8.18,10.49,107.93,2.58,4.35,1.37,11.8
10/20/2017,05:30:00,16.37,2.41,8.18,10.46,107.62,2.46,3.42,1.31,11.8
10/20/2017,05:45:00,16.37,2.42,8.18,10.46,107.65,2.57,5.35,1.35,11.83
10/20/2017,06:00:00,16.38,2.44,8.18,10.45,107.55,2.6,4.89,1.37,11.77
10/20/2017,06:15:00,16.38,2.42,8.18,10.45,107.58,2.36,4.85,1.37,11.82
10/20/2017,06:30:00,16.37,2.42,8.17,10.45,107.51,2.4,4.55,1.36,11.78
10/20/2017,06:45:00,16.37,2.42,8.16,10.43,107.27,2.81,4.63,1.34,11.73
10/20/2017,07:00:00,16.37,2.42,8.16,10.41,107.12,2.59,5.3,1.4,11.77
10/20/2017,07:15:00,16.37,2.43,8.16,10.43,107.33,2.3,4.26,1.32,11.78
10/20/2017,07:30:00,16.35,2.43,8.15,10.43,107.25,2.35,4.89,1.31,11.77
10/20/2017,07:45:00,16.35,2.43,8.15,10.43,107.26,2.68,3.75,1.32,11.8
10/20/2017,08:00:00,16.34,2.43,8.16,10.43,107.26,2.42,4.07,1.32,11.75
10/20/2017,08:15:00,16.33,2.43,8.16,10.44,107.28,2.71,4.76,1.27,11.86
10/20/2017,08:30:00,16.33,2.43,8.16,10.43,107.19,2.42,3.51,1.25,12.01
10/20/2017,08:45:00,16.33,2.43,8.18,10.48,107.77,2.47,2.87,1.34,12
10/20/2017,09:00:00,16.34,2.43,8.2,10.51,108.04,2.46,4.48,1.35,12.04
10/20/2017,09:15:00,16.35,2.43,8.22,10.59,108.89,2.6,3.93,1.28,11.99
10/20/2017,09:30:00,16.34,2.42,8.27,10.67,109.69,2.41,4.8,1.33,12.03
10/20/2017,09:45:00,16.37,2.42,8.28,10.7,110.09,2.53,4.04,1.25,12.08
10/20/2017,10:00:00,16.38,2.42,8.29,10.76,110.68,2.58,2.97,1.25,12.11
10/20/2017,10:15:00,16.41,2.42,8.29,10.76,110.81,2.52,4.13,1.26,12.11
10/20/2017,10:30:00,16.39,2.42,8.27,10.71,110.22,2.53,3.83,1.25,12.19
10/20/2017,10:45:00,16.37,2.42,8.27,10.72,110.32,2.34,3.51,1.26,12.18
10/20/2017,11:00:00,16.46,2.42,8.31,10.81,111.42,2.45,4.02,1.24,12.19
10/20/2017,11:15:00,16.47,2.42,8.33,10.86,111.92,2.41,3.7,1.25,12.24
10/20/2017,11:30:00,16.51,2.42,8.31,10.81,111.52,2.31,3.78,1.25,12.28
10/20/2017,11:45:00,16.51,2.42,8.31,10.77,111.15,2.4,3.19,1.22,12.27
10/20/2017,12:00:00,16.52,2.42,8.33,10.81,111.55,2.48,3.99,1.26,12.27
10/20/2017,12:15:00,16.52,2.42,8.33,10.82,111.65,2.38,3.47,1.19,12.28
10/20/2017,12:30:00,16.55,2.42,8.32,10.84,111.92,2.42,3.17,1.16,12.32
10/20/2017,12:45:00,16.57,2.42,8.35,10.86,112.24,2.52,2.91,1.15,12.34
10/20/2017,13:00:00,16.53,2.42,8.33,10.86,112.13,2.53,2.82,1.22,12.34
10/20/2017,13:15:00,16.6,2.42,8.38,10.97,113.46,2.36,2.8,1.2,12.35
10/20/2017,13:30:00,16.65,2.42,8.38,10.98,113.64,2.47,3.08,1.25,12.35
10/20/2017,13:45:00,16.72,2.42,8.42,11.05,114.47,2.23,2.67,1.22,12.33
10/20/2017,14:00:00,16.74,2.43,8.43,11.09,115.01,2.6,2.96,1.26,12.35
10/20/2017,14:15:00,16.68,2.42,8.4,11.04,114.36,2.48,3.4,1.25,12.38
10/20/2017,14:30:00,16.76,2.42,8.44,11.13,115.5,2.55,3.41,1.21,12.38
10/20/2017,14:45:00,16.78,2.42,8.45,11.14,115.62,2.62,4.1,1.17,12.46
10/20/2017,15:00:00,16.94,2.42,8.52,11.37,118.41,2.47,3.07,1.21,12.41
10/20/2017,15:15:00,17.1,2.41,8.57,11.52,120.36,2.47,3.15,1.2,12.37
10/20/2017,15:30:00,17.23,2.41,8.56,11.49,120.3,2.36,3.57,1.21,12.48
10/20/2017,15:45:00,17.24,2.42,8.58,11.49,120.42,2.31,2.97,1.2,12.48
10/20/2017,16:00:00,17.21,2.42,8.58,11.52,120.63,2.45,3.85,1.22,12.45
10/20/2017,16:15:00,17.21,2.42,8.58,11.53,120.77,2.42,3.19,1.18,12.5
10/20/2017,16:30:00,17.17,2.42,8.59,11.52,120.5,2.45,3.56,1.21,12.48
10/20/2017,16:45:00,17.16,2.42,8.57,11.5,120.32,2.24,3.35,1.18,12.35
10/20/2017,17:00:00,17.15,2.42,8.57,11.46,119.85,2.25,3.29,1.14,12.44
10/20/2017,17:15:00,17.14,2.42,8.57,11.49,120.14,2.22,4.02,1.25,12.32
10/20/2017,17:30:00,17.17,2.42,8.6,11.59,121.27,2.27,4.08,1.24,12.01
10/20/2017,17:45:00,17.13,2.42,8.6,11.59,121.19,2.39,4.22,1.32,11.97
10/20/2017,18:00:00,17.11,2.42,8.61,11.59,121.04,2.28,4.27,1.24,11.99
10/20/2017,18:15:00,17.01,2.42,8.59,11.57,120.65,2.39,4.99,1.33,11.94
10/20/2017,18:30:00,16.97,2.42,8.58,11.55,120.39,2.29,6.09,1.32,11.98
10/20/2017,18:45:00,16.94,2.42,8.57,11.49,119.6,2.37,3.96,1.34,11.92
10/20/2017,19:00:00,16.88,2.42,8.58,11.49,119.41,2.44,4.75,1.44,11.9
10/20/2017,19:15:00,16.83,2.42,8.55,11.44,118.8,2.31,5.58,1.48,11.94
10/20/2017,19:30:00,16.81,2.42,8.55,11.42,118.53,2.26,3.83,1.45,11.9
10/20/2017,19:45:00,16.8,2.42,8.53,11.38,118.13,2.6,5.12,1.36,11.95
10/20/2017,20:00:00,16.79,2.42,8.51,11.32,117.53,2.69,5.22,1.38,11.92
10/20/2017,20:15:00,16.76,2.42,8.5,11.25,116.68,2.38,6.7,1.5,11.94
10/20/2017,20:30:00,16.74,2.42,8.49,11.24,116.56,2.34,6.13,1.38,11.94
10/20/2017,20:45:00,16.74,2.43,8.48,11.25,116.61,2.62,6.09,1.53,11.93
10/20/2017,21:00:00,16.72,2.43,8.48,11.24,116.46,2.68,3.87,1.66,11.88
10/20/2017,21:15:00,16.7,2.43,8.48,11.22,116.28,2.15,3.51,1.56,11.9
10/20/2017,21:30:00,16.68,2.43,8.46,11.22,116.21,2.37,4.44,1.45,11.91
10/20/2017,21:45:00,16.67,2.43,8.45,11.19,115.91,2.5,4.92,1.45,11.92
10/20/2017,22:00:00,16.66,2.43,8.45,11.21,116.03,2.44,6.26,1.43,11.86
10/20/2017,22:15:00,16.64,2.43,8.44,11.18,115.68,2.16,4.49,1.45,11.9
10/20/2017,22:30:00,16.64,2.44,8.43,11.15,115.34,2.46,5.32,1.41,11.9
10/20/2017,22:45:00,16.64,2.44,8.43,11.13,115.22,2.72,4.18,1.39,11.91
10/20/2017,23:00:00,16.62,2.44,8.41,11.1,114.82,2.82,5.57,1.56,11.86
10/20/2017,23:15:00,16.61,2.44,8.42,11.07,114.49,2.58,6.59,1.51,11.91
10/20/2017,23:30:00,16.61,2.44,8.4,11.07,114.44,2.28,4.02,1.36,11.89
10/20/2017,23:45:00,16.6,2.44,8.38,11.03,114.09,2.31,7.31,1.37,11.88
10/21/2017,00:00:00,16.59,2.44,8.39,11.07,114.43,2.05,5.42,1.54,11.9
10/21/2017,00:15:00,16.58,2.44,8.39,11.05,114.19,2.69,5.08,1.37,11.9
10/21/2017,00:30:00,16.57,2.44,8.39,11.04,114.04,2.66,4.41,1.58,11.84
10/21/2017,00:45:00,16.56,2.44,8.36,10.94,113.03,2.4,5.19,1.41,11.9
10/21/2017,01:00:00,16.55,2.44,8.36,10.94,113.02,2.16,5.39,1.34,11.9
10/21/2017,01:15:00,16.54,2.44,8.35,10.89,112.45,2.91,5.49,1.56,11.91
10/21/2017,01:30:00,16.5,2.44,8.34,10.86,112,2.28,6.93,1.58,11.89
10/21/2017,01:45:00,16.49,2.44,8.33,10.84,111.85,2.02,3.97,1.36,11.88
10/21/2017,02:00:00,16.49,2.44,8.32,10.76,110.93,2.37,3.87,1.45,11.83
10/21/2017,02:15:00,16.5,2.44,8.29,10.74,110.8,1.68,3.65,1.44,11.83
10/21/2017,02:30:00,16.49,2.44,8.31,10.68,110.11,2.15,4.13,1.26,11.88
10/21/2017,02:45:00,16.48,2.44,8.3,10.74,110.75,2.39,4.23,1.44,11.88
10/21/2017,03:00:00,16.46,2.44,8.31,10.77,111.03,2.1,5.13,1.69,11.85
10/21/2017,03:15:00,16.46,2.44,8.3,10.77,110.96,2.01,3.61,1.47,11.88
10/21/2017,03:30:00,16.45,2.44,8.32,10.8,111.33,2.29,4.05,1.45,11.82
10/21/2017,03:45:00,16.44,2.44,8.31,10.78,111.09,2.69,4.98,1.41,11.83
10/21/2017,04:00:00,16.41,2.44,8.3,10.79,111.1,2.18,4.82,1.46,11.94
10/21/2017,04:15:00,16.43,2.44,8.3,10.77,110.92,2.37,3.82,1.71,11.85
10/21/2017,04:30:00,16.4,2.44,8.29,10.75,110.69,2.03,5.13,1.47,11.83
10/21/2017,04:45:00,16.39,2.44,8.25,10.64,109.5,2.13,4.05,1.46,11.85
10/21/2017,05:00:00,16.39,2.44,8.3,10.8,111.18,2.12,4.25,1.37,11.84
10/21/2017,05:15:00,16.38,2.44,8.3,10.78,110.97,2.24,4.69,1.29,11.84
10/21/2017,05:30:00,16.37,2.44,8.28,10.73,110.4,2.26,5.56,1.43,11.84
10/21/2017,05:45:00,16.36,2.44,8.29,10.77,110.74,2.59,4.04,1.46,11.83
10/21/2017,06:00:00,16.34,2.44,8.29,10.81,111.14,2.15,5.38,1.47,11.83
10/21/2017,06:15:00,16.33,2.44,8.31,10.8,111,2.1,4.82,1.46,11.84
10/21/2017,06:30:00,16.32,2.44,8.3,10.78,110.8,2.39,4.38,1.38,11.83
10/21/2017,06:45:00,16.32,2.46,8.27,10.74,110.37,2.66,4.8,1.64,11.84
10/21/2017,07:00:00,16.29,2.44,8.26,10.74,110.34,2.33,4.88,1.42,11.82
10/21/2017,07:15:00,16.28,2.44,8.27,10.71,110.02,2.25,4.1,1.33,11.83
10/21/2017,07:30:00,16.27,2.44,8.28,10.71,110.03,1.96,3.86,1.39,11.82
10/21/2017,07:45:00,16.28,2.44,8.28,10.73,110.22,2.19,3.53,1.23,11.83
10/21/2017,08:00:00,16.26,2.44,8.29,10.78,110.64,2.5,3.74,1.13,11.82
10/21/2017,08:15:00,16.27,2.44,8.3,10.77,110.54,2.24,5.52,1.29,12
10/21/2017,08:30:00,16.26,2.44,8.29,10.8,110.82,2.61,4.22,1.31,12.07
10/21/2017,08:45:00,16.26,2.44,8.31,10.84,111.24,2.5,3.88,1.3,11.91
10/21/2017,09:00:00,16.28,2.44,8.35,10.92,112.14,2.48,3.73,1.21,11.99
10/21/2017,09:15:00,16.27,2.44,8.26,10.73,110.15,2.87,3.07,1.44,12.01
10/21/2017,09:30:00,16.28,2.44,8.24,10.62,109.03,1.94,4.08,1.26,12.08
10/21/2017,09:45:00,16.28,2.43,8.26,10.72,110.1,2.24,3.69,1.16,12.17
10/21/2017,10:00:00,16.3,2.45,8.34,10.95,112.53,2.28,3.16,1.18,12.25
10/21/2017,10:15:00,16.36,2.44,8.4,11.12,114.42,2.29,3.58,1.18,12.22
10/21/2017,10:30:00,16.42,2.46,8.44,11.25,115.83,2.21,3.04,1.21,12.15
10/21/2017,10:45:00,16.51,2.45,8.47,11.34,116.99,2.16,2.9,1.14,12.24
10/21/2017,11:00:00,16.58,2.44,8.5,11.44,118.18,2.3,2.68,1.18,12.34
10/21/2017,11:15:00,16.73,2.46,8.48,11.36,117.77,2.24,2.54,1.11,12.21
10/21/2017,11:30:00,16.7,2.42,8.5,11.45,118.57,2.33,3.14,1.16,12.34
10/21/2017,11:45:00,16.88,2.43,8.52,11.47,119.3,2.24,2,1.08,12.27
10/21/2017,12:00:00,16.88,2.44,8.51,11.47,119.31,2.23,2.67,1.17,12.34
10/21/2017,12:15:00,16.84,2.41,8.55,11.58,120.29,2.34,3,1.15,12.19
10/21/2017,12:30:00,16.91,2.41,8.55,11.55,120.12,2.29,2.48,1.19,12.3
10/21/2017,12:45:00,16.95,2.4,8.54,11.57,120.51,2.43,2.52,1.11,12.33
10/21/2017,13:00:00,17.03,2.42,8.56,11.67,121.69,2.47,2.83,1.19,12.37
10/21/2017,13:15:00,17.02,2.41,8.59,11.76,122.68,2.38,2.88,1.15,12.39
10/21/2017,13:30:00,17.22,2.42,8.57,11.68,122.33,2.43,3.11,1.11,12.34
10/21/2017,13:45:00,17.33,2.37,8.61,11.76,123.4,2.39,2.65,1.12,12.19
10/21/2017,14:00:00,17.38,2.38,8.6,11.75,123.4,2.37,2.83,1.16,12.38
10/21/2017,14:15:00,17.37,2.37,8.61,11.77,123.66,2.48,3.18,1.14,12.22
10/21/2017,14:30:00,17.38,2.37,8.63,11.8,123.98,2.35,3.12,1.18,12.27
10/21/2017,14:45:00,17.38,2.37,8.65,11.88,124.8,2.47,3.01,1.19,12.41
10/21/2017,15:00:00,17.29,2.37,8.67,11.94,125.19,2.45,2.9,1.16,12.36
10/21/2017,15:15:00,17.28,2.35,8.67,11.98,125.59,2.6,3.15,1.2,12.37
10/21/2017,15:30:00,17.25,2.36,8.67,11.99,125.58,2.54,3.21,1.27,12.36
10/21/2017,15:45:00,17.18,2.37,8.65,11.98,125.28,2.59,3.64,1.22,12.28
10/21/2017,16:00:00,17.15,2.38,8.66,12,125.5,2.59,3.17,1.24,12.46
10/21/2017,16:15:00,17.09,2.39,8.63,11.97,124.97,2.43,3.62,1.23,12.36
10/21/2017,16:30:00,17.01,2.39,8.58,11.86,123.6,2.51,3.3,1.22,12.11
10/21/2017,16:45:00,16.98,2.4,8.57,11.85,123.45,2.48,3.65,1.29,12.1
10/21/2017,17:00:00,16.89,2.41,8.55,11.74,122.11,2.49,4.03,1.33,12.07
10/21/2017,17:15:00,16.88,2.41,8.55,11.76,122.31,2.52,3.57,1.37,11.99
10/21/2017,17:30:00,16.89,2.41,8.54,11.76,122.33,2.55,4.95,1.24,12
10/21/2017,17:45:00,16.88,2.43,8.52,11.69,121.58,2.47,4.81,1.3,11.94
10/21/2017,18:00:00,17.04,2.41,8.63,11.92,124.37,2.27,4.44,1.35,11.94
10/21/2017,18:15:00,17.05,2.4,8.64,11.95,124.63,2.22,4.26,1.26,11.9
10/21/2017,18:30:00,16.97,2.39,8.62,11.89,123.81,2.34,5.97,1.36,11.94
10/21/2017,18:45:00,16.97,2.37,8.61,11.86,123.54,2.4,3.99,1.31,11.92
10/21/2017,19:00:00,16.98,2.38,8.6,11.8,122.98,2.43,4.48,1.38,11.94
10/21/2017,19:15:00,16.97,2.39,8.6,11.82,123.19,2.51,4.38,1.36,11.91
10/21/2017,19:30:00,16.98,2.37,8.6,11.79,122.87,2.51,5.45,1.31,11.91
10/21/2017,19:45:00,16.97,2.37,8.59,11.75,122.43,2.31,4.76,1.6,11.99
10/21/2017,20:00:00,16.96,2.4,8.58,11.72,122.11,2.52,4.88,1.44,11.92
10/21/2017,20:15:00,16.93,2.41,8.57,11.71,121.93,2.37,4.96,1.37,12
10/21/2017,20:30:00,16.92,2.38,8.57,11.73,122.03,2.36,5.09,1.39,11.9
10/21/2017,20:45:00,16.87,2.38,8.56,11.67,121.29,2.44,5.29,1.18,11.91
10/21/2017,21:00:00,16.82,2.37,8.55,11.64,120.89,2.77,3.96,1.44,11.88
10/21/2017,21:15:00,16.86,2.37,8.56,11.58,120.38,2.37,3.97,1.3,11.89
10/21/2017,21:30:00,16.85,2.36,8.55,11.53,119.8,2.25,3.45,1.32,11.89
10/21/2017,21:45:00,16.84,2.36,8.55,11.61,120.56,2.39,7.03,1.33,11.9
10/21/2017,22:00:00,16.82,2.38,8.56,11.61,120.58,2.58,4.66,1.23,11.9
10/21/2017,22:15:00,16.82,2.38,8.54,11.59,120.39,2.34,5.16,1.36,11.86
10/21/2017,22:30:00,16.81,2.38,8.52,11.53,119.72,2.06,5.32,1.38,11.91
10/21/2017,22:45:00,16.81,2.39,8.52,11.51,119.53,2.46,6.29,1.19,11.9
10/21/2017,23:00:00,16.82,2.39,8.5,11.46,119,2.64,6.72,1.35,11.88
10/21/2017,23:15:00,16.81,2.39,8.48,11.38,118.19,2.33,4.51,1.34,11.88
10/21/2017,23:30:00,16.78,2.38,8.47,11.35,117.73,2.77,4.17,1.27,11.83
10/21/2017,23:45:00,16.76,2.38,8.47,11.35,117.69,2.43,3.6,1.34,11.89
10/22/2017,00:00:00,16.76,2.38,8.45,11.26,116.84,1.92,4.29,1.94,11.89
10/22/2017,00:15:00,16.74,2.37,8.44,11.27,116.86,2.44,3.77,1.17,11.88
10/22/2017,00:30:00,16.73,2.37,8.45,11.33,117.44,2.71,5.16,1.43,11.92
10/22/2017,00:45:00,16.71,2.38,8.46,11.32,117.31,2.38,5.31,1.49,11.89
10/22/2017,01:00:00,16.7,2.38,8.45,11.28,116.8,2.81,3.05,1.05,11.93
10/22/2017,01:15:00,16.7,2.39,8.45,11.32,117.26,2.25,3.51,1.29,11.92
10/22/2017,01:30:00,16.69,2.38,8.44,11.29,116.88,2.63,5.46,1.42,11.85
10/22/2017,01:45:00,16.69,2.37,8.44,11.3,117.04,2.17,6.4,1.34,11.86
10/22/2017,02:00:00,16.67,2.37,8.42,11.3,116.97,3.57,5.24,1.39,11.81
10/22/2017,02:15:00,16.66,2.36,8.45,11.28,116.75,3.13,4.21,1.24,11.85
10/22/2017,02:30:00,16.66,2.36,8.44,11.31,117,2.6,3.67,1.36,11.85
10/22/2017,02:45:00,16.65,2.36,8.42,11.19,115.8,2.65,6.6,1.55,11.83
10/22/2017,03:00:00,16.63,2.36,8.43,11.21,115.94,3.7,5.46,1.26,11.83
10/22/2017,03:15:00,16.64,2.36,8.43,11.22,116.04,2.49,3.53,1.73,11.84
10/22/2017,03:30:00,16.63,2.36,8.43,11.16,115.43,2.14,3.71,1.44,11.84
10/22/2017,03:45:00,16.62,2.37,8.43,11.09,114.66,1.8,3.04,1.22,11.82
10/22/2017,04:00:00,16.62,2.36,8.41,11.21,115.89,2.62,4.22,1.29,11.82
10/22/2017,04:15:00,16.6,2.36,8.4,11.17,115.41,2.7,4.73,1.39,11.83
10/22/2017,04:30:00,16.6,2.36,8.42,11.18,115.52,2.23,4.61,1.37,11.8
10/22/2017,04:45:00,16.6,2.36,8.43,11.18,115.56,2.49,4.66,1.48,11.85
10/22/2017,05:00:00,16.59,2.36,8.4,11.18,115.49,2.2,4.81,1.22,11.82
10/22/2017,05:15:00,16.58,2.37,8.37,11.01,113.79,2.79,5.15,1.42,11.81
10/22/2017,05:30:00,16.57,2.37,8.37,11.09,114.57,2.51,4.92,1.39,11.78
