date,time,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),sysbattery
05/11/2017,16:30:00,14.86,.82,7.06,8.23,81.57,1.84,1.13,.31,12.69
05/11/2017,16:45:00,14.89,.82,7.06,8.23,81.66,1.81,1.12,.29,12.56
05/11/2017,17:00:00,14.89,.82,7.08,8.26,81.94,1.84,1.28,.3,12.33
05/11/2017,17:15:00,14.79,.82,7.1,8.23,81.39,1.93,1.22,.31,12.27
05/11/2017,17:30:00,14.86,.82,7.11,8.28,82.08,1.77,1.14,.32,12.19
05/11/2017,17:45:00,14.72,.82,7.06,8.25,81.55,1.89,1.37,.31,12.11
05/11/2017,18:00:00,14.67,.82,7.06,8.24,81.38,2,1.26,.29,12.17
05/11/2017,18:15:00,14.66,.82,7.08,8.24,81.3,1.92,1.36,.32,12.16
05/11/2017,18:30:00,14.58,.82,7.07,8.23,81.04,1.9,1.94,.29,12.15
05/11/2017,18:45:00,14.53,.82,7.06,8.17,80.39,1.88,1.25,.32,12.21
05/11/2017,19:00:00,14.52,.82,7.08,8.14,80.1,1.96,1.36,.33,12.13
05/11/2017,19:15:00,14.48,.82,7.06,8.14,80,1.89,1.14,.3,12.14
05/11/2017,19:30:00,14.44,.82,7.07,8.12,79.75,1.89,1.15,.29,12.11
05/11/2017,19:45:00,14.4,.82,7.06,8.11,79.55,1.94,1.13,.28,12.11
05/11/2017,20:00:00,14.38,.83,7.06,8.11,79.56,1.86,1.25,.29,12.11
05/11/2017,20:15:00,14.35,.82,7.08,8.05,78.89,1.97,1.26,.31,12.1
05/11/2017,20:30:00,14.32,.82,7.09,8,78.4,1.86,1.19,.31,12.13
05/11/2017,20:45:00,14.28,.83,7.08,8.03,78.63,1.9,1.2,.32,12.09
05/11/2017,21:00:00,14.27,.83,7.09,8.03,78.6,1.96,1.24,.3,12.18
05/11/2017,21:15:00,14.27,.83,7.08,8,78.27,2.1,1.06,.3,12.15
05/11/2017,21:30:00,14.26,.83,7.08,8.01,78.36,1.97,1.15,.27,12.05
05/11/2017,21:45:00,14.28,.83,7.08,8.03,78.61,1.97,1.11,.28,12.15
05/11/2017,22:00:00,14.26,.83,7.08,8.03,78.52,1.96,1.12,.3,12.11
05/11/2017,22:15:00,14.24,.83,7.08,8.03,78.57,1.9,1.12,.27,12.03
05/11/2017,22:30:00,14.22,.83,7.08,8.05,78.64,1.89,1.12,.3,12.1
05/11/2017,22:45:00,14.22,.83,7.08,8.04,78.58,2.1,1.54,.31,12.11
05/11/2017,23:00:00,14.2,.83,7.08,8.04,78.57,1.95,1.24,.3,12.07
05/11/2017,23:15:00,14.23,.84,7.09,8.04,78.56,2.07,1.09,.33,12.09
05/11/2017,23:30:00,14.19,.83,7.08,8.03,78.45,2.04,1.21,.3,12.08
05/11/2017,23:45:00,14.23,.84,7.08,8.03,78.5,2,.97,.29,12.15
05/12/2017,00:00:00,14.21,.84,7.09,8.03,78.5,1.92,1.14,.32,12.16
05/12/2017,00:15:00,14.25,.83,7.08,8.01,78.32,2.05,1.15,.28,12.11
05/12/2017,00:30:00,14.24,.83,7.08,8,78.21,1.93,1.12,.3,12.11
05/12/2017,00:45:00,14.26,.83,7.09,8.01,78.39,1.99,1.2,.29,12.14
05/12/2017,01:00:00,14.27,.83,7.09,8.04,78.68,1.94,1.18,.3,12.07
05/12/2017,01:15:00,14.28,.83,7.09,8.05,78.73,1.89,1.18,.27,12.07
05/12/2017,01:30:00,14.27,.83,7.09,8.06,78.91,2.16,1.36,.3,12.08
05/12/2017,01:45:00,14.28,.83,7.1,8.04,78.7,2.17,1.41,.35,12.1
05/12/2017,02:00:00,14.28,.83,7.09,8.04,78.65,1.98,1.17,.31,12.04
05/12/2017,02:15:00,14.27,.83,7.09,8.03,78.62,1.94,1.19,.31,12.03
05/12/2017,02:30:00,14.26,.83,7.08,8.01,78.31,1.9,1.19,.32,12.03
05/12/2017,02:45:00,14.25,.83,7.08,8,78.3,2.03,1.11,.29,12.05
05/12/2017,03:00:00,14.25,.83,7.08,7.98,78.07,1.92,1.27,.29,12
05/12/2017,03:15:00,14.24,.83,7.08,7.96,77.89,1.89,1.56,.31,11.99
05/12/2017,03:30:00,14.23,.83,7.08,7.97,77.87,1.96,1.31,.33,12.12
05/12/2017,03:45:00,14.23,.83,7.08,7.98,77.99,2.06,1.9,.33,12.09
05/12/2017,04:00:00,14.23,.83,7.08,7.98,78.04,1.97,1.29,.3,12.02
05/12/2017,04:15:00,14.21,.83,7.08,8,78.19,1.85,1.24,.3,12.1
05/12/2017,04:30:00,14.2,.83,7.08,7.94,77.62,2,2.64,.3,12.01
05/12/2017,04:45:00,14.2,.83,7.08,7.95,77.68,1.82,1.05,.34,12.01
05/12/2017,05:00:00,14.16,.83,7.09,7.94,77.54,1.79,1.19,.3,12.01
05/12/2017,05:15:00,14.18,.83,7.07,7.89,77.09,2.21,1.18,.32,12.01
05/12/2017,05:30:00,14.16,.84,7.07,7.91,77.19,2.03,1.29,.3,12.03
05/12/2017,05:45:00,14.14,.84,7.08,7.97,77.8,2.06,1.17,.29,12.05
05/12/2017,06:00:00,14.13,.84,7.08,7.97,77.74,1.84,1.08,.29,12.08
05/12/2017,06:15:00,14.14,.84,7.08,7.96,77.68,1.92,1.1,.28,11.98
05/12/2017,06:30:00,14.13,.84,7.08,7.94,77.44,1.8,1.09,.29,12
05/12/2017,06:45:00,14.14,.84,7.08,8,78.07,1.94,1.15,.33,12.02
05/12/2017,07:00:00,14.12,.84,7.08,8.01,78.14,2.08,1.06,.29,12.01
05/12/2017,07:15:00,14.13,.84,7.09,8.02,78.21,1.91,1.14,.31,12.07
05/12/2017,07:30:00,14.15,.84,7.07,8.04,78.43,1.9,1.43,.3,12.06
05/12/2017,07:45:00,14.15,.84,7.07,8.01,78.22,1.9,1.29,.32,12.15
05/12/2017,08:00:00,14.18,.84,7.07,8.1,79.15,1.88,1.19,.31,12.11
05/12/2017,08:15:00,14.17,.83,7.09,8.13,79.34,1.9,1.24,.34,12.01
05/12/2017,08:30:00,14.27,.82,7.1,8.13,79.59,2.1,1.65,.35,12.01
05/12/2017,08:45:00,14.24,.83,7.11,8.12,79.41,1.96,1.33,.34,12.15
05/12/2017,09:00:00,14.25,.83,7.1,8.13,79.46,2.04,1.35,.33,12.1
05/12/2017,09:15:00,14.25,.83,7.11,8.13,79.48,2.04,1.44,.35,12.1
05/12/2017,09:30:00,14.25,.83,7.11,8.15,79.68,2.1,1.29,.36,12.25
05/12/2017,09:45:00,14.27,.83,7.11,8.17,79.93,2.06,1.14,.36,12.28
05/12/2017,10:00:00,14.31,.83,7.11,8.19,80.23,1.99,1.25,.36,12.32
05/12/2017,10:15:00,14.32,.83,7.05,8.17,80.02,1.96,1.27,.35,12.33
05/12/2017,10:30:00,14.29,.83,7.04,8.14,79.68,2.01,1.29,.34,12.33
05/12/2017,10:45:00,14.29,.83,7.05,8.11,79.41,1.99,1.24,.36,12.28
05/12/2017,11:00:00,14.29,.83,7.05,8.12,79.52,1.9,1.29,.33,12.23
05/12/2017,11:15:00,14.36,.83,7.07,8.21,80.48,2.05,1.71,.35,12.36
05/12/2017,11:30:00,14.38,.83,7.06,8.22,80.6,2.01,1.35,.34,12.39
05/12/2017,11:45:00,14.42,.83,7.08,8.23,80.79,2.02,1.27,.34,12.52
05/12/2017,12:00:00,14.42,.83,7.06,8.2,80.52,2,1.32,.34,12.52
05/12/2017,12:15:00,14.44,.84,7.06,8.16,80.13,1.95,1.29,.33,12.45
05/12/2017,12:30:00,14.41,.84,7.06,8.1,79.45,1.99,1.35,.33,12.35
05/12/2017,12:45:00,14.33,.84,7.05,8.12,79.6,1.95,1.17,.31,12.48
05/12/2017,13:00:00,14.53,.84,7.06,8.16,80.34,1.93,1.25,.33,12.48
05/12/2017,13:15:00,14.66,.84,7.06,8.2,80.9,2.03,1.27,.31,12.54
05/12/2017,13:30:00,14.76,.84,7.06,8.23,81.43,1.86,1.05,.36,12.62
05/12/2017,13:45:00,14.86,.84,7.07,8.25,81.82,2.06,1.3,.32,12.61
05/12/2017,14:00:00,14.95,.84,7.07,8.26,82,1.9,1.19,.34,12.68
05/12/2017,14:15:00,15.04,.84,7.06,8.29,82.45,1.89,1.21,.33,12.77
05/12/2017,14:30:00,15.11,.84,7.07,8.3,82.69,1.92,1.34,.35,12.84
05/12/2017,14:45:00,15.18,.84,7.06,8.32,82.98,1.94,1.25,.33,12.62
05/12/2017,15:00:00,15.28,.84,7.08,8.34,83.45,1.91,1.2,.35,12.71
05/12/2017,15:15:00,15.21,.84,7.07,8.34,83.26,1.93,1.33,.33,12.68
05/12/2017,15:30:00,15.22,.84,7.09,8.36,83.51,1.94,1.42,.37,12.65
05/12/2017,15:45:00,15.01,.84,7.07,8.33,82.85,1.91,1.33,.34,12.7
05/12/2017,16:00:00,15.18,.84,7.09,8.36,83.42,1.96,1.31,.37,12.47
05/12/2017,16:15:00,15.23,.84,7.08,8.41,84.02,1.91,1.45,.36,12.72
05/12/2017,16:30:00,15.18,.84,7.09,8.41,83.9,1.92,1.5,.36,12.69
05/12/2017,16:45:00,15.25,.84,7.1,8.45,84.5,1.89,1.49,.39,12.72
05/12/2017,17:00:00,15.18,.84,7.09,8.39,83.77,1.99,1.53,.36,12.74
05/12/2017,17:15:00,15.24,.84,7.12,8.43,84.29,1.95,1.51,.37,12.74
05/12/2017,17:30:00,15.1,.83,7.11,8.41,83.83,2,1.44,.37,12.73
05/12/2017,17:45:00,15.04,.83,7.08,8.36,83.15,1.96,1.33,.35,12.62
05/12/2017,18:00:00,14.95,.83,7.09,8.34,82.8,1.99,1.35,.33,12.63
05/12/2017,18:15:00,14.93,.83,7.1,8.33,82.66,1.95,1.28,.31,12.68
05/12/2017,18:30:00,14.84,.83,7.06,8.25,81.77,1.95,1.01,.32,12.55
05/12/2017,18:45:00,14.77,.83,7.07,8.2,81.11,2,1.14,.29,12.61
05/12/2017,19:00:00,14.75,.83,7.06,8.18,80.88,2.1,1.33,.32,12.33
05/12/2017,19:15:00,14.75,.83,7.08,8.22,81.23,2.49,1.32,.3,12.21
05/12/2017,19:30:00,14.73,.84,7.08,8.22,81.23,2.07,2.03,.32,12.16
05/12/2017,19:45:00,14.72,.84,7.06,8.21,81.17,1.95,1.32,.33,12.13
05/12/2017,20:00:00,14.73,.83,7.06,8.23,81.33,1.98,1.9,.32,12.13
05/12/2017,20:15:00,14.7,.83,7.08,8.24,81.41,2,2.01,.34,12.22
05/12/2017,20:30:00,14.69,.83,7.07,8.24,81.36,1.94,1.36,.32,12.15
05/12/2017,20:45:00,14.67,.83,7.08,8.2,80.97,1.95,2.03,.33,12.15
05/12/2017,21:00:00,14.67,.83,7.08,8.2,80.9,1.95,1.4,.35,12.11
05/12/2017,21:15:00,14.66,.83,7.08,8.19,80.79,1.97,1.64,.35,12.08
05/12/2017,21:30:00,14.64,.83,7.08,8.19,80.8,2.06,1.32,.34,12.13
05/12/2017,21:45:00,14.64,.83,7.08,8.19,80.76,1.89,1.37,.32,12.11
05/12/2017,22:00:00,14.62,.83,7.1,8.2,80.84,2.09,1.33,.34,12.1
05/12/2017,22:15:00,14.58,.83,7.1,8.2,80.78,1.9,1.29,.3,12.13
05/12/2017,22:30:00,14.6,.83,7.1,8.17,80.49,1.92,1.31,.32,12.11
05/12/2017,22:45:00,14.57,.83,7.1,8.17,80.46,1.97,1.38,.33,12.15
05/12/2017,23:00:00,14.54,.83,7.1,8.21,80.85,1.99,1.45,.33,12.11
05/12/2017,23:15:00,14.54,.82,7.1,8.24,81.07,1.97,1.37,.33,12.13
05/12/2017,23:30:00,14.54,.83,7.1,8.22,80.92,1.98,1.32,.32,12.1
05/12/2017,23:45:00,14.52,.82,7.11,8.26,81.28,2.06,1.46,.33,12.1
05/13/2017,00:00:00,14.52,.82,7.11,8.24,81.09,2.04,1.33,.35,12.1
05/13/2017,00:15:00,14.53,.82,7.11,8.25,81.21,1.9,1.17,.37,12.16
05/13/2017,00:30:00,14.52,.82,7.12,8.25,81.18,1.87,1.54,.34,12.1
05/13/2017,00:45:00,14.52,.82,7.11,8.24,81.11,2.27,1.58,.33,12.11
05/13/2017,01:00:00,14.5,.82,7.11,8.25,81.1,1.84,1.45,.33,12.07
05/13/2017,01:15:00,14.51,.82,7.1,8.23,80.98,2.11,1.69,.38,12.08
05/13/2017,01:30:00,14.49,.82,7.11,8.24,80.99,1.97,1.38,.34,12.07
05/13/2017,01:45:00,14.49,.82,7.11,8.25,81.11,1.97,2.4,.41,12.11
05/13/2017,02:00:00,14.49,.82,7.11,8.26,81.24,1.94,1.4,.37,12.1
05/13/2017,02:15:00,14.5,.82,7.11,8.25,81.14,1.99,1.29,.33,12.08
05/13/2017,02:30:00,14.46,.82,7.11,8.25,81.04,2.04,1.36,.33,12.02
05/13/2017,02:45:00,14.47,.82,7.11,8.25,81.02,2.09,1.31,.38,12.08
05/13/2017,03:00:00,14.48,.82,7.1,8.23,80.9,2,1.23,.34,12.07
05/13/2017,03:15:00,14.47,.82,7.11,8.23,80.92,1.92,1.39,.34,12.06
05/13/2017,03:30:00,14.47,.82,7.1,8.23,80.85,1.95,2.78,.36,12.07
05/13/2017,03:45:00,14.45,.82,7.1,8.22,80.74,2,2.74,.37,12.03
05/13/2017,04:00:00,14.46,.82,7.1,8.21,80.63,1.95,1.31,.33,12.04
05/13/2017,04:15:00,14.44,.82,7.1,8.22,80.76,2.03,2.59,.36,12.03
05/13/2017,04:30:00,14.43,.82,7.1,8.19,80.43,2.04,1.38,.36,12
05/13/2017,04:45:00,14.43,.82,7.1,8.17,80.23,2.01,1.4,.35,12.02
05/13/2017,05:00:00,14.41,.82,7.1,8.21,80.56,1.96,1.44,.4,12.02
05/13/2017,05:15:00,14.42,.82,7.1,8.2,80.49,2.01,1.56,.35,12
05/13/2017,05:30:00,14.41,.82,7.1,8.22,80.68,1.93,1.74,.39,12
05/13/2017,05:45:00,14.4,.82,7.1,8.21,80.55,1.94,1.56,.39,11.99
05/13/2017,06:00:00,14.39,.82,7.1,8.21,80.54,1.96,1.34,.42,12.04
05/13/2017,06:15:00,14.4,.82,7.1,8.24,80.8,2.07,1.53,.36,12
05/13/2017,06:30:00,14.39,.82,7.1,8.23,80.78,1.93,1.05,.36,12.03
05/13/2017,06:45:00,14.38,.82,7.1,8.23,80.69,2.05,1.55,.39,12.07
05/13/2017,07:00:00,14.37,.82,7.1,8.23,80.69,2,1.31,.36,12.01
05/13/2017,07:15:00,14.38,.83,7.11,8.23,80.69,1.99,1.38,.36,12.03
05/13/2017,07:30:00,14.37,.83,7.11,8.22,80.61,1.97,1.37,.38,12.03
05/13/2017,07:45:00,14.38,.83,7.1,8.19,80.38,2.02,1.4,.34,12.02
05/13/2017,08:00:00,14.38,.83,7.1,8.2,80.4,2.04,1.24,.34,12.05
05/13/2017,08:15:00,14.37,.83,7.1,8.2,80.44,2.25,1.31,.34,12.04
05/13/2017,08:30:00,14.38,.83,7.1,8.19,80.31,1.93,1.35,.35,12.03
05/13/2017,08:45:00,14.37,.83,7.1,8.18,80.19,2.07,1.29,.34,12.02
05/13/2017,09:00:00,14.37,.83,7.1,8.17,80.16,2.01,1.26,.31,12.07
05/13/2017,09:15:00,14.37,.83,7.1,8.18,80.16,1.9,1.44,.36,12.07
05/13/2017,09:30:00,14.36,.83,7.09,8.18,80.19,2.09,1.29,.35,12.04
05/13/2017,09:45:00,14.36,.83,7.08,8.16,80.04,1.98,1.23,.37,12.08
05/13/2017,10:00:00,14.36,.83,7.05,8.2,80.39,1.96,1.37,.35,12.15
05/13/2017,10:15:00,14.39,.83,7.05,8.22,80.64,1.94,1.31,.36,12.1
05/13/2017,10:30:00,14.37,.83,7.04,8.17,80.07,1.88,1.23,.33,12.17
05/13/2017,10:45:00,14.39,.84,7.06,8.18,80.28,1.9,1.31,.34,12.33
05/13/2017,11:00:00,14.48,.83,7.09,8.27,81.32,1.97,1.37,.38,12.5
05/13/2017,11:15:00,14.53,.83,7.08,8.31,81.77,1.97,1.35,.38,12.37
05/13/2017,11:30:00,14.58,.83,7.07,8.33,82.06,1.92,1.53,.38,12.43
05/13/2017,11:45:00,14.58,.83,7.08,8.34,82.15,1.97,1.48,.37,12.47
05/13/2017,12:00:00,14.57,.83,7.08,8.36,82.37,1.95,1.4,.4,12.55
05/13/2017,12:15:00,14.58,.83,7.08,8.37,82.42,1.98,1.28,.39,12.46
05/13/2017,12:30:00,14.6,.83,7.08,8.41,82.86,1.98,1.58,.42,12.46
05/13/2017,12:45:00,14.7,.83,7.09,8.43,83.29,2.44,1.38,.42,12.58
05/13/2017,13:00:00,14.64,.83,7.1,8.38,82.64,1.9,1.36,.36,12.47
05/13/2017,13:15:00,14.7,.83,7.09,8.42,83.14,2.03,1.41,.39,12.52
05/13/2017,13:30:00,14.73,.83,7.09,8.44,83.41,2.02,1.44,.41,12.5
05/13/2017,13:45:00,14.6,.83,7.09,8.38,82.6,1.99,1.39,.39,12.52
05/13/2017,14:00:00,14.79,.83,7.09,8.49,84.04,1.99,1.56,.43,12.5
05/13/2017,14:15:00,14.81,.83,7.1,8.51,84.25,2.04,1.37,.39,12.46
05/13/2017,14:30:00,14.8,.83,7.11,8.53,84.44,1.96,1.31,.39,12.44
05/13/2017,14:45:00,14.75,.83,7.12,8.5,84,2.02,1.52,.37,12.41
05/13/2017,15:00:00,14.69,.83,7.11,8.46,83.51,2,1.37,.38,12.37
05/13/2017,15:15:00,14.68,.83,7.12,8.5,83.88,1.92,1.29,.38,12.37
05/13/2017,15:30:00,14.68,.83,7.09,8.43,83.19,1.98,1.37,.35,12.34
05/13/2017,15:45:00,14.68,.83,7.1,8.42,83.17,2.02,1.41,.37,12.28
05/13/2017,16:00:00,14.67,.83,7.11,8.52,84.13,2.04,1.51,.38,12.28
05/13/2017,16:15:00,14.66,.83,7.12,8.54,84.28,2.08,1.44,.39,12.27
05/13/2017,16:30:00,14.64,.83,7.13,8.56,84.41,2,1.65,.38,12.25
05/13/2017,16:45:00,14.63,.83,7.11,8.51,83.95,1.91,1.51,.39,12.19
05/13/2017,17:00:00,14.63,.83,7.11,8.51,83.91,2.1,1.53,.39,12.17
05/13/2017,17:15:00,14.63,.83,7.13,8.54,84.18,1.92,1.5,.41,12.17
05/13/2017,17:30:00,14.61,.83,7.13,8.53,84.13,1.96,1.35,.4,12.21
05/13/2017,17:45:00,14.6,.83,7.13,8.51,83.85,1.98,1.63,.42,12.15
05/13/2017,18:00:00,14.59,.83,7.12,8.51,83.87,1.96,1.58,.43,12.15
05/13/2017,18:15:00,14.56,.83,7.13,8.5,83.69,1.95,1.3,.38,12.11
05/13/2017,18:30:00,14.51,.83,7.11,8.43,82.89,2.1,1.72,.34,12.06
05/13/2017,18:45:00,14.5,.83,7.09,8.36,82.21,1.98,1.33,.34,12.08
05/13/2017,19:00:00,14.47,.83,7.1,8.33,81.86,1.9,1.27,.32,12.08
05/13/2017,19:15:00,14.45,.83,7.08,8.28,81.39,1.93,1.2,.31,12.08
05/13/2017,19:30:00,14.46,.84,7.08,8.26,81.19,1.97,1.28,.32,12.02
05/13/2017,19:45:00,14.43,.84,7.09,8.22,80.73,1.89,1.2,.35,12.07
05/13/2017,20:00:00,14.4,.84,7.09,8.22,80.62,2.02,1.37,.3,12.07
05/13/2017,20:15:00,14.42,.85,7.08,8.19,80.37,2.1,1.34,.27,12.06
05/13/2017,20:30:00,14.46,.86,7.08,8.13,79.92,2.17,1.18,.32,12.03
05/13/2017,20:45:00,14.54,.85,7.1,8.19,80.62,2.27,1.31,.35,12.04
05/13/2017,21:00:00,14.56,.85,7.11,8.25,81.26,2.47,1.48,.33,11.99
05/13/2017,21:15:00,14.52,.85,7.13,8.3,81.65,2.4,1.61,.37,12.01
05/13/2017,21:30:00,14.52,.86,7.11,8.19,80.59,2.26,1.39,.35,12.02
05/13/2017,21:45:00,14.55,.87,7.12,8.25,81.25,2.44,3.19,.36,12.02
05/13/2017,22:00:00,14.52,.86,7.12,8.24,81.12,2.36,1.64,.39,11.94
05/13/2017,22:15:00,14.51,.85,7.13,8.28,81.47,2.36,1.85,.37,12
05/13/2017,22:30:00,14.54,.85,7.13,8.36,82.3,2.46,1.41,.35,12
05/13/2017,22:45:00,14.56,.86,7.13,8.33,81.99,2.37,1.58,.37,12
05/13/2017,23:00:00,14.53,.85,7.13,8.32,81.89,2.35,1.63,.42,12
05/13/2017,23:15:00,14.54,.85,7.13,8.3,81.72,2.26,2.15,.43,12
05/13/2017,23:30:00,14.52,.85,7.13,8.31,81.8,2.49,1.53,.42,11.99
05/13/2017,23:45:00,14.48,.84,7.13,8.36,82.14,2.39,1.39,.38,12
05/14/2017,00:00:00,14.5,.84,7.13,8.34,82,2.34,1.78,.41,12
05/14/2017,00:15:00,14.48,.84,7.13,8.33,81.87,2.42,1.65,.43,12
05/14/2017,00:30:00,14.49,.84,7.13,8.31,81.71,2.1,1.67,.39,12.01
05/14/2017,00:45:00,14.48,.84,7.13,8.31,81.65,2.35,1.46,.42,12
05/14/2017,01:00:00,14.47,.84,7.13,8.32,81.77,2.3,1.65,.4,11.99
05/14/2017,01:15:00,14.45,.84,7.13,8.31,81.61,2.27,3.05,.45,11.99
05/14/2017,01:30:00,14.43,.84,7.13,8.29,81.39,2.27,1.73,.42,11.99
05/14/2017,01:45:00,14.42,.84,7.13,8.31,81.6,2.38,1.51,.37,12
05/14/2017,02:00:00,14.42,.84,7.13,8.3,81.53,2.23,1.77,.44,11.98
05/14/2017,02:15:00,14.4,.84,7.13,8.31,81.5,2.39,1.61,.44,11.99
05/14/2017,02:30:00,14.38,.84,7.13,8.31,81.55,2.16,1.66,.44,11.95
05/14/2017,02:45:00,14.38,.84,7.13,8.31,81.53,2.21,1.66,.44,11.94
05/14/2017,03:00:00,14.38,.84,7.13,8.33,81.66,2.5,1.67,.4,12.03
05/14/2017,03:15:00,14.37,.84,7.13,8.33,81.66,2.4,1.54,.41,11.99
05/14/2017,03:30:00,14.34,.84,7.14,8.36,81.96,2.27,1.9,.47,11.94
05/14/2017,03:45:00,14.34,.84,7.14,8.36,81.9,2.37,1.58,.42,11.98
05/14/2017,04:00:00,14.35,.84,7.14,8.34,81.7,2.36,2.6,.41,11.94
05/14/2017,04:15:00,14.33,.84,7.14,8.35,81.76,2.25,1.57,.43,11.94
05/14/2017,04:30:00,14.32,.84,7.14,8.33,81.65,2.25,1.91,.41,11.97
05/14/2017,04:45:00,14.29,.84,7.14,8.34,81.69,2.22,1.57,.45,11.94
05/14/2017,05:00:00,14.29,.84,7.14,8.33,81.55,2.15,1.62,.4,11.97
05/14/2017,05:15:00,14.31,.84,7.13,8.29,81.22,2.28,1.73,.43,11.99
05/14/2017,05:30:00,14.29,.84,7.13,8.3,81.24,2.25,1.56,.37,11.99
05/14/2017,05:45:00,14.26,.84,7.13,8.33,81.5,2.47,1.51,.41,11.94
05/14/2017,06:00:00,14.28,.84,7.13,8.31,81.31,2.22,1.64,.44,11.94
05/14/2017,06:15:00,14.27,.85,7.12,8.31,81.3,2.35,2.13,.43,11.93
05/14/2017,06:30:00,14.29,.85,7.12,8.3,81.25,2.31,1.51,.4,11.99
05/14/2017,06:45:00,14.29,.86,7.11,8.28,81.07,2.4,1.74,.45,12.02
05/14/2017,07:00:00,14.31,.88,7.11,8.24,80.71,2.47,1.6,.43,11.99
05/14/2017,07:15:00,14.28,.87,7.11,8.3,81.2,2.23,1.55,.4,11.95
05/14/2017,07:30:00,14.3,.88,7.11,8.32,81.46,2.39,1.65,.46,11.9
05/14/2017,07:45:00,14.32,.87,7.12,8.33,81.57,2.38,1.74,.44,11.94
05/14/2017,08:00:00,14.27,.87,7.12,8.37,81.96,2.52,1.71,.42,11.94
05/14/2017,08:15:00,14.27,.86,7.11,8.38,81.98,2.26,1.71,.44,11.94
05/14/2017,08:30:00,14.27,.87,7.1,8.32,81.43,2.28,1.53,.41,12
05/14/2017,08:45:00,14.26,.87,7.1,8.33,81.46,2.5,1.41,.45,11.98
05/14/2017,09:00:00,14.24,.86,7.1,8.38,81.95,2.28,1.49,.41,11.99
05/14/2017,09:15:00,14.22,.86,7.11,8.4,82.08,2.3,1.54,.44,12.02
05/14/2017,09:30:00,14.23,.86,7.09,8.37,81.89,2.42,1.85,.42,12.04
05/14/2017,09:45:00,14.22,.86,7.1,8.38,81.94,2.34,1.67,.43,12.03
05/14/2017,10:00:00,14.2,.86,7.1,8.39,82,2.34,1.94,.43,11.93
05/14/2017,10:15:00,14.21,.86,7.1,8.4,82.07,2.26,1.65,.46,12
05/14/2017,10:30:00,14.2,.86,7.11,8.41,82.18,2.37,1.87,.46,11.99
05/14/2017,10:45:00,14.21,.86,7.11,8.42,82.32,2.28,1.71,.46,12
05/14/2017,11:00:00,14.21,.86,7.11,8.46,82.7,2.34,1.69,.45,12.08
05/14/2017,11:15:00,14.19,.87,7.11,8.46,82.62,2.33,1.53,.4,12.04
05/14/2017,11:30:00,14.19,.87,7.11,8.47,82.72,2.41,1.71,.43,12.02
05/14/2017,11:45:00,14.16,.86,7.11,8.41,82.05,2.39,1.49,.41,12
05/14/2017,12:00:00,14.16,.85,7.13,8.56,83.52,2.29,1.94,.48,12.01
05/14/2017,12:15:00,14.15,.85,7.13,8.55,83.47,2.4,1.61,.47,11.99
05/14/2017,12:30:00,14.14,.85,7.15,8.59,83.82,2.3,1.77,.48,11.94
05/14/2017,12:45:00,14.14,.85,7.13,8.55,83.48,2.3,1.86,.46,12.02
05/14/2017,13:00:00,14.15,.85,7.14,8.58,83.72,2.46,1.67,.47,12.01
05/14/2017,13:15:00,14.15,.85,7.14,8.54,83.34,2.42,1.79,.45,12.01
05/14/2017,13:30:00,14.15,.84,7.14,8.54,83.38,2.49,1.78,.45,11.94
05/14/2017,13:45:00,14.14,.84,7.15,8.55,83.42,2.57,1.64,.47,11.99
05/14/2017,14:00:00,14.15,.84,7.14,8.56,83.58,2.45,1.81,.48,11.94
05/14/2017,14:15:00,14.15,.84,7.14,8.59,83.79,2.47,1.79,.5,11.94
05/14/2017,14:30:00,14.13,.84,7.15,8.58,83.67,2.42,1.75,.52,11.95
05/14/2017,14:45:00,14.12,.85,7.15,8.55,83.38,2.48,1.82,.5,11.94
05/14/2017,15:00:00,14.11,.85,7.13,8.45,82.39,2.46,1.52,.43,11.94
05/14/2017,15:15:00,14.11,.87,7.14,8.52,83.08,2.39,1.42,.37,11.94
05/14/2017,15:30:00,14.09,.87,7.14,8.54,83.28,2.43,1.57,.38,11.99
05/14/2017,15:45:00,14.1,.87,7.14,8.53,83.19,2.42,1.53,.35,11.93
05/14/2017,16:00:00,14.08,.87,7.15,8.56,83.45,2.38,1.4,.37,11.94
05/14/2017,16:15:00,14.09,.87,7.15,8.52,83.01,2.66,1.14,.36,11.95
05/14/2017,16:30:00,14.09,.88,7.16,8.51,82.97,2.52,1.55,.36,11.94
05/14/2017,16:45:00,14.08,.88,7.16,8.51,82.94,2.5,1.35,.36,11.94
05/14/2017,17:00:00,14.08,.88,7.16,8.51,82.91,2.41,1.33,.35,11.94
05/14/2017,17:15:00,14.08,.88,7.16,8.5,82.83,2.37,1.41,.38,11.93
05/14/2017,17:30:00,14.07,.88,7.15,8.47,82.53,2.45,1.24,.35,11.94
05/14/2017,17:45:00,14.06,.88,7.15,8.47,82.49,2.59,1.31,.34,11.92
05/14/2017,18:00:00,14.07,.88,7.14,8.47,82.5,2.51,1.31,.35,12.04
05/14/2017,18:15:00,14.07,.88,7.15,8.49,82.74,2.34,1.28,.33,11.95
05/14/2017,18:30:00,14.06,.89,7.16,8.45,82.31,2.41,1.42,.34,11.91
05/14/2017,18:45:00,14.04,.89,7.16,8.49,82.72,2.46,1.25,.32,11.89
