date,time edt,temp c,spcond (ms/cm),ph,do (mg/l),do (%),turbidity (fnu),chlorophyll (rfu),phycocyanin (rfu),est. cyano (cells/ml),est.chl a (ug/l)
05/03/2023,04:15,13.77,.7,7.42,9.15,88.6,2.38,1.01,-.32,22700,-.4
05/03/2023,04:30,13.73,.7,7.44,9.3,89.9,2.59,1.01,-.32,22700,-.4
05/03/2023,04:45,13.72,.69,7.43,9.29,89.8,2.48,1.06,-.29,21400,-.4
05/03/2023,05:00,13.71,.7,7.43,9.29,89.7,2.58,.84,-.29,21400,-.4
05/03/2023,05:15,13.71,.7,7.43,9.28,89.6,2.6,1.05,-.28,21400,-.2
05/03/2023,05:30,13.67,.68,7.43,9.23,89.1,2.72,.98,-.31,22300,-.3
05/03/2023,06:00,13.67,.66,7.41,9.2,88.8,2.53,.89,-.33,23600,-.4
05/03/2023,06:15,13.67,.65,7.41,9.17,88.5,2.63,1.02,-.33,23800,-.4
05/03/2023,06:30,13.65,.65,7.41,9.17,88.5,2.87,.71,-.34,24100,-.5
05/03/2023,06:45,13.64,.64,7.4,9.15,88.2,2.71,.76,-.36,24800,-.9
05/03/2023,07:00,13.65,.63,7.39,9.12,88,2.72,.64,-.36,26900,-.9
05/03/2023,07:15,13.65,.63,7.39,9.13,88.1,2.69,.58,-.34,26900,-1.4
05/03/2023,07:30,13.65,.63,7.39,9.14,88.2,2.6,.64,-.35,26400,-1.5
05/03/2023,07:45,13.7,.63,7.39,9.16,88.4,2.76,.6,-.34,26600,-1.6
05/03/2023,08:00,13.72,.63,7.39,9.17,88.5,2.79,.69,-.33,27000,-1.7
05/03/2023,08:15,13.79,.62,7.39,9.18,88.8,2.77,.7,-.33,27600,-1.7
05/03/2023,08:30,13.78,.62,7.39,9.19,89,2.82,.54,-.37,27600,-1.8
05/03/2023,08:45,13.81,.62,7.4,9.21,89.2,2.72,.61,-.34,27600,-1.8
05/03/2023,09:00,13.82,.62,7.39,9.16,88.7,2.44,.6,-.37,27600,-1.8
05/03/2023,09:15,13.87,.62,7.4,9.19,89,2.62,.64,-.32,27600,-1.8
05/03/2023,09:30,13.87,.62,7.4,9.19,89.1,2.67,.56,-.34,27600,-1.8
05/03/2023,09:45,13.84,.62,7.4,9.23,89.4,2.63,.77,-.32,26500,-1.7
05/03/2023,10:00,13.82,.62,7.4,9.24,89.5,2.79,.63,-.34,26500,-1.8
05/03/2023,10:15,13.79,.62,7.38,9.12,88.3,2.56,.64,-.33,25300,-1.8
05/03/2023,10:30,13.77,.62,7.38,9.14,88.4,2.67,.5,-.35,25300,-1.8
05/03/2023,10:45,13.75,.62,7.37,9.01,87.1,2.79,.46,-.35,25300,-1.8
05/03/2023,11:00,13.77,.61,7.37,9.06,87.6,2.69,.45,-.38,25900,-1.9
05/03/2023,11:15,13.82,.61,7.38,9.11,88.2,2.66,.53,-.36,25900,-2.1
05/03/2023,11:30,13.91,.61,7.4,9.25,89.7,2.59,.64,-.35,25700,-2
05/03/2023,11:45,13.9,.61,7.4,9.25,89.7,2.61,.69,-.31,25700,-2
05/03/2023,12:00,13.87,.62,7.4,9.23,89.5,2.58,.64,-.33,25000,-2
05/03/2023,12:15,13.81,.62,7.4,9.24,89.4,2.58,.66,-.35,25000,-2
05/03/2023,12:30,13.82,.62,7.41,9.29,89.9,2.52,.77,-.33,24100,-1.8
05/03/2023,12:45,13.81,.62,7.4,9.27,89.7,2.51,.72,-.32,23700,-1.7
05/03/2023,13:00,13.8,.62,7.4,9.25,89.5,2.66,.68,-.35,23700,-1.7
05/03/2023,13:15,13.8,.62,7.39,9.2,89,2.64,.65,-.35,23700,-1.7
05/03/2023,13:30,13.81,.62,7.39,9.21,89.1,2.66,.67,-.36,23900,-1.6
05/03/2023,13:45,13.84,.62,7.39,9.19,89.1,2.88,.75,-.34,24300,-1.7
05/03/2023,14:00,13.87,.62,7.4,9.19,89.1,2.74,.83,-.31,25300,-1.6
05/03/2023,14:15,13.89,.62,7.4,9.26,89.8,2.61,.74,-.32,25300,-1.4
05/03/2023,14:30,13.9,.62,7.41,9.26,89.8,2.47,.86,-.31,25300,-1.4
05/03/2023,14:45,13.91,.62,7.4,9.24,89.7,2.49,.81,-.34,25300,-1.4
05/03/2023,15:00,13.99,.62,7.42,9.32,90.6,2.52,.86,-.34,24700,-1.3
05/03/2023,15:15,14.02,.62,7.42,9.33,90.7,2.52,.68,-.33,23200,-1.3
05/03/2023,15:30,14.02,.62,7.41,9.31,90.5,2.54,.69,-.33,22300,-1.2
05/03/2023,15:45,13.86,.62,7.39,9.18,89,2.49,.52,-.36,22000,-1.2
05/03/2023,16:00,13.9,.62,7.4,9.22,89.4,2.44,.5,-.34,21600,-1.5
05/03/2023,16:15,13.86,.62,7.39,9.17,88.9,2.52,.44,-.38,21600,-1.6
05/03/2023,16:30,13.85,.63,7.4,9.18,88.9,2.37,.44,-.35,21600,-1.9
05/03/2023,16:45,13.81,.63,7.39,9.17,88.8,2.36,.42,-.37,21600,-2.2
05/03/2023,17:00,13.74,.63,7.39,9.14,88.4,2.59,.39,-.39,21600,-2.4
05/03/2023,17:15,13.72,.64,7.38,9.09,87.9,2.47,.35,-.37,21000,-2.6
05/03/2023,17:30,13.7,.64,7.38,9.08,87.6,2.48,.4,-.36,20900,-2.6
05/03/2023,17:45,13.71,.65,7.38,9.06,87.5,2.68,.42,-.37,20900,-2.7
05/03/2023,18:00,13.72,.66,7.38,9.05,87.5,2.6,.38,-.35,21500,-2.7
05/03/2023,18:15,13.74,.66,7.39,9.1,88,2.6,.61,-.37,22400,-2.7
05/03/2023,18:30,13.76,.66,7.39,9.09,87.9,2.45,.5,-.35,22400,-2.7
05/03/2023,18:45,13.75,.66,7.39,9.09,87.9,2.46,.43,-.37,22400,-2.7
05/03/2023,19:00,13.76,.67,7.39,9.09,87.9,2.69,.51,-.37,22500,-2.7
05/03/2023,19:15,13.76,.67,7.39,9.09,87.9,2.63,.51,-.36,24100,-2.5
05/03/2023,19:30,13.73,.67,7.39,9.05,87.5,2.54,.49,-.39,24100,-2.5
05/03/2023,19:45,13.77,.68,7.39,9.07,87.8,2.45,.48,-.35,23300,-2.4
05/03/2023,20:00,13.77,.68,7.39,9.08,87.9,2.63,.65,-.38,23300,-2.4
05/03/2023,20:15,13.74,.68,7.39,9.08,87.8,2.57,.68,-.36,22900,-2.4
05/03/2023,20:30,13.73,.68,7.39,9.05,87.4,2.44,.59,-.37,22900,-2.4
05/03/2023,20:45,13.73,.68,7.39,9.05,87.5,2.42,.78,-.38,22900,-2.3
05/03/2023,21:00,13.73,.68,7.39,9.07,87.7,2.4,.55,-.38,21400,-2.3
05/03/2023,21:15,13.72,.68,7.39,9.05,87.4,2.73,.59,-.37,21400,-2.3
05/03/2023,21:30,13.73,.69,7.38,9.04,87.4,2.39,.5,-.34,20100,-2.2
05/03/2023,21:45,13.72,.68,7.39,9.04,87.3,2.26,.54,-.36,19700,-2.2
05/03/2023,22:00,13.72,.65,7.38,8.99,86.9,2.19,.45,-.32,19200,-2.2
05/03/2023,22:15,13.7,.66,7.39,9.02,87.1,2.22,.47,-.36,18800,-2.3
05/03/2023,22:30,13.71,.66,7.38,9.01,87,2.24,.59,-.35,17000,-2.2
05/03/2023,22:45,13.72,.68,7.39,9.04,87.4,2.43,.55,-.36,17000,-2.2
05/03/2023,23:00,13.71,.68,7.38,9.04,87.4,2.27,.5,-.33,15500,-2.2
05/03/2023,23:15,13.73,.68,7.38,9.02,87.2,2.55,.51,-.35,15500,-2.2
05/03/2023,23:30,13.71,.68,7.38,9.02,87.2,2.36,.49,-.36,15500,-2.3
05/03/2023,23:45,13.69,.68,7.38,9.03,87.2,2.27,.6,-.31,15600,-2.2
05/04/2023,00:00,13.68,.68,7.39,9.04,87.3,2.36,.55,-.35,16800,-2.2
05/04/2023,00:15,13.65,.67,7.39,9.03,87.1,2.26,.53,-.34,16800,-2.1
05/04/2023,00:30,13.63,.67,7.38,8.99,86.7,2.23,.44,-.35,16800,-2.2
05/04/2023,00:45,13.64,.67,7.38,8.98,86.6,2.35,.62,-.32,16600,-2.1
05/04/2023,01:00,13.63,.67,7.38,8.95,86.3,2.96,.61,-.35,17800,-2.1
05/04/2023,01:15,13.62,.67,7.38,8.95,86.2,2.35,.52,-.33,17700,-2.1
05/04/2023,01:30,13.61,.67,7.37,8.84,85.2,2.46,.48,-.33,17700,-2
05/04/2023,01:45,13.62,.67,7.38,8.96,86.4,2.23,.52,-.31,17700,-2
05/04/2023,02:00,13.63,.68,7.38,8.96,86.4,2.49,.57,-.35,17700,-2
05/04/2023,02:15,13.62,.67,7.38,8.94,86.2,2.27,.55,-.32,17700,-1.9
05/04/2023,02:30,13.61,.67,7.38,8.93,86,2.38,.48,-.35,18000,-1.9
05/04/2023,02:45,13.61,.67,7.37,8.9,85.8,2.24,.75,-.32,18000,-1.9
05/04/2023,03:00,13.62,.67,7.36,8.85,85.4,2.2,.54,-.33,16600,-1.9
05/04/2023,03:15,13.62,.68,7.37,8.85,85.3,2.2,.65,-.31,15200,-1.9
05/04/2023,03:30,13.61,.69,7.37,8.93,86.1,2.46,.51,-.35,15200,-1.9
05/04/2023,03:45,13.57,.69,7.38,8.98,86.5,2.3,.56,-.3,16000,-1.8
05/04/2023,04:00,13.58,.7,7.38,8.96,86.3,2.26,.46,-.36,15500,-1.9
05/04/2023,04:15,13.58,.72,7.38,8.94,86.1,2.19,.51,-.33,15100,-2
05/04/2023,04:30,13.53,.7,7.36,8.77,84.4,2.07,.45,-.36,14300,-2
05/04/2023,04:45,13.51,.7,7.36,8.77,84.3,2.09,.53,-.35,13800,-2.1
05/04/2023,05:00,13.53,.65,7.36,8.97,86.3,2.19,.49,-.35,13700,-2.2
05/04/2023,05:15,13.52,.66,7.36,8.97,86.3,2.22,.48,-.35,14000,-2.2
05/04/2023,05:30,13.49,.66,7.36,8.97,86.2,2.21,.54,-.32,13800,-2.2
05/04/2023,05:45,13.47,.66,7.36,8.96,86.1,2.58,.55,-.34,13800,-2.2
05/04/2023,06:00,13.49,.65,7.35,8.94,85.9,2.19,.45,-.34,13600,-2.2
05/04/2023,06:15,13.48,.66,7.35,8.94,85.9,2.37,.59,-.36,13800,-2.2
05/04/2023,06:30,13.49,.67,7.35,8.9,85.5,2.2,.51,-.34,14000,-2.1
05/04/2023,06:45,13.46,.68,7.35,8.89,85.4,2.27,.46,-.35,14200,-2.2
05/04/2023,07:00,13.48,.67,7.35,8.9,85.6,2.39,.46,-.38,15000,-2.2
05/04/2023,07:15,13.47,.67,7.35,8.91,85.6,2.25,.5,-.36,15400,-2.2
05/04/2023,07:30,13.45,.68,7.35,8.92,85.7,2.28,.52,-.32,15700,-2.2
05/04/2023,07:45,13.47,.68,7.36,8.94,85.9,2.33,.48,-.35,15700,-2.3
05/04/2023,08:00,13.45,.67,7.35,8.95,86,2.53,.42,-.35,16500,-2.3
05/04/2023,08:15,13.46,.67,7.36,8.96,86.1,2.34,.49,-.35,16500,-2.3
05/04/2023,08:30,13.47,.67,7.36,8.96,86.1,2.4,.46,-.36,17300,-2.3
05/04/2023,08:45,13.47,.67,7.35,8.94,85.9,2.31,.44,-.35,17300,-2.3
05/04/2023,09:00,13.48,.67,7.36,8.98,86.3,2.15,.44,-.36,16900,-2.3
05/04/2023,09:15,13.48,.67,7.36,8.99,86.5,2.2,.52,-.34,16900,-2.3
05/04/2023,09:30,13.47,.67,7.37,9.01,86.6,2.28,.53,-.35,16900,-2.3
05/04/2023,09:45,13.47,.67,7.36,9.01,86.6,2.49,.48,-.36,17000,-2.3
05/04/2023,10:00,13.49,.67,7.37,9.02,86.8,3.16,.44,-.34,17000,-2.3
05/04/2023,10:15,13.5,.67,7.37,9.04,86.9,2.33,.48,-.39,16900,-2.4
05/04/2023,10:30,13.48,.67,7.37,9.08,87.3,2.22,.41,-.4,16300,-2.4
05/04/2023,10:45,13.49,.67,7.37,9.08,87.3,2.26,.4,-.34,15600,-2.4
05/04/2023,11:00,13.49,.67,7.37,9.08,87.3,2.16,.46,-.37,15600,-2.4
05/04/2023,11:15,13.49,.67,7.37,9.07,87.2,2.24,.4,-.36,15600,-2.5
05/04/2023,11:30,13.49,.67,7.37,9.07,87.2,2.09,.42,-.34,15100,-2.6
05/04/2023,11:45,13.49,.67,7.37,9.09,87.4,2.11,.53,-.36,14600,-2.6
05/04/2023,12:00,13.5,.67,7.37,9.09,87.4,2,.43,-.36,13600,-2.6
05/04/2023,12:15,13.5,.67,7.38,9.1,87.5,2.13,.41,-.38,12400,-2.6
05/04/2023,12:30,13.51,.67,7.38,9.07,87.3,1.99,.42,-.38,11800,-2.6
05/04/2023,12:45,13.5,.67,7.37,9.07,87.2,2.07,.39,-.36,11300,-2.6
05/04/2023,13:00,13.49,.67,7.37,9.04,87,2.06,.38,-.34,10800,-2.6
05/04/2023,13:15,13.5,.68,7.37,9.01,86.6,2.06,.32,-.35,10400,-2.6
05/04/2023,13:30,13.49,.68,7.37,9.04,87,2.16,.42,-.37,10400,-2.6
05/04/2023,13:45,13.43,.67,7.38,9.11,87.5,2.03,.49,-.34,10200,-2.6
05/04/2023,14:00,13.47,.67,7.38,9.13,87.8,2.1,.55,-.34,10400,-2.5
05/04/2023,14:15,13.45,.67,7.38,9.14,87.8,2.1,.47,-.35,10400,-2.5
05/04/2023,14:30,13.47,.67,7.38,9.14,87.8,2.12,.54,-.38,10900,-2.4
05/04/2023,14:45,13.47,.67,7.38,9.12,87.7,2.14,.52,-.37,11300,-2.3
05/04/2023,15:00,13.47,.67,7.38,9.12,87.6,2.06,.57,-.33,11300,-2.2
05/04/2023,15:15,13.47,.67,7.38,9.1,87.5,2.13,.52,-.4,11500,-2.3
05/04/2023,15:30,13.47,.67,7.38,9.1,87.5,2.14,.44,-.38,11500,-2.3
05/04/2023,15:45,13.47,.67,7.37,9.07,87.1,2.18,.48,-.35,11900,-2.3
05/04/2023,16:00,13.44,.67,7.36,8.96,86,2.23,.38,-.36,12200,-2.4
05/04/2023,16:15,13.43,.67,7.36,8.93,85.8,1.95,.41,-.38,12200,-2.5
05/04/2023,16:30,13.41,.68,7.36,8.98,86.2,2,.34,-.38,12200,-2.6
05/04/2023,16:45,13.4,.68,7.36,8.99,86.3,2.25,.33,-.41,12200,-2.8
05/04/2023,17:00,13.4,.69,7.36,9.02,86.6,2.08,.35,-.42,12200,-2.9
05/04/2023,17:15,13.39,.69,7.36,9,86.3,2.19,.29,-.4,12800,-2.9
05/04/2023,17:30,13.39,.69,7.36,9.01,86.4,2.11,.33,-.39,12400,-3.1
05/04/2023,17:45,13.4,.68,7.36,8.96,86,1.88,.43,-.38,11100,-3.1
05/04/2023,18:00,13.4,.68,7.36,8.98,86.1,2.25,.37,-.38,11100,-3.1
05/04/2023,18:15,13.4,.69,7.36,9.02,86.5,2.05,.38,-.37,11100,-3.1
05/04/2023,18:30,13.37,.68,7.37,9.07,87,2.16,.36,-.36,12200,-3
05/04/2023,18:45,13.4,.69,7.36,8.99,86.3,2.06,.35,-.39,11100,-3
05/04/2023,19:00,13.4,.69,7.35,8.94,85.7,2.12,.35,-.38,11600,-3
05/04/2023,19:15,13.37,.68,7.36,9.04,86.7,2.27,.49,-.38,11600,-2.9
05/04/2023,19:30,13.35,.68,7.36,9.03,86.6,2.15,.39,-.37,12200,-2.9
05/04/2023,19:45,13.34,.68,7.37,9.1,87.2,2.24,.67,-.36,12700,-2.9
05/04/2023,20:00,13.31,.68,7.38,9.13,87.4,2.05,.55,-.33,12200,-2.8
05/04/2023,20:15,13.3,.67,7.38,9.14,87.5,2.17,.58,-.35,12700,-2.6
05/04/2023,20:30,13.31,.67,7.37,9.1,87.1,2.36,.57,-.37,12800,-2.4
05/04/2023,20:45,13.3,.67,7.38,9.12,87.3,1.99,.61,-.32,12800,-2.2
05/04/2023,21:00,13.27,.67,7.38,9.15,87.6,2.05,.57,-.34,12800,-2.1
05/04/2023,21:15,13.27,.67,7.38,9.15,87.5,2.46,.47,-.37,12800,-2.1
05/04/2023,21:30,13.27,.67,7.38,9.16,87.6,2.19,.49,-.36,13300,-2.1
05/04/2023,21:45,13.26,.67,7.38,9.14,87.5,2.07,.69,-.33,11800,-2
05/04/2023,22:00,13.26,.67,7.38,9.14,87.4,1.95,.52,-.36,11800,-2.1
05/04/2023,22:15,13.25,.67,7.38,9.13,87.4,2.26,.6,-.35,12000,-2.1
05/04/2023,22:30,13.24,.67,7.38,9.12,87.2,2.78,.44,-.35,12000,-2.1
05/04/2023,22:45,13.25,.67,7.37,9.1,87,2.15,.46,-.39,13100,-2.3
05/04/2023,23:00,13.23,.67,7.37,9.1,86.9,2.15,.59,-.36,13100,-2.3
05/04/2023,23:15,13.22,.67,7.37,9.12,87.2,2.14,.5,-.35,12500,-2.3
05/04/2023,23:30,13.22,.67,7.38,9.13,87.3,2.09,.52,-.35,12400,-2.2
05/04/2023,23:45,13.23,.67,7.37,9.11,87.1,2.17,.48,-.38,12500,-2.3
05/05/2023,00:00,13.21,.67,7.37,9.13,87.2,1.95,.54,-.34,12500,-2.2
05/05/2023,00:15,13.22,.67,7.37,9.11,87.1,2.34,.58,-.37,12500,-2.3
05/05/2023,00:30,13.22,.67,7.37,9.1,87,1.91,.58,-.34,12400,-2.2
05/05/2023,00:45,13.21,.67,7.37,9.1,86.9,1.92,.67,-.36,11600,-2.1
05/05/2023,01:00,13.21,.67,7.37,9.11,87.1,2.07,.54,-.31,10800,-2.1
05/05/2023,01:15,13.21,.67,7.37,9.11,87,2.05,.6,-.37,10200,-2.1
05/05/2023,01:30,13.21,.67,7.37,9.09,86.8,2.16,.57,-.34,10200,-2
05/05/2023,01:45,13.21,.67,7.37,9.08,86.8,2.14,.67,-.34,10200,-1.9
05/05/2023,02:00,13.21,.67,7.37,9.08,86.7,1.95,.56,-.33,10200,-1.9
05/05/2023,02:15,13.17,.68,7.37,9.08,86.7,1.82,.51,-.37,8700,-1.9
05/05/2023,02:30,13.2,.68,7.37,9.06,86.6,2.06,.49,-.36,10100,-2.1
05/05/2023,02:45,13.19,.68,7.37,9.06,86.6,2.02,.57,-.37,10100,-2.1
05/05/2023,03:00,13.2,.68,7.37,9.06,86.5,2.02,.54,-.36,9600,-2.2
05/05/2023,03:15,13.19,.68,7.37,9.05,86.5,1.91,.53,-.33,9200,-2.1
05/05/2023,03:30,13.19,.68,7.37,9.03,86.2,2.11,.49,-.35,9200,-2.2
05/05/2023,03:45,13.18,.68,7.37,9.02,86.1,2.12,.38,-.37,9200,-2.3
05/05/2023,04:00,13.13,.68,7.37,9.06,86.4,2.26,.52,-.34,9700,-2.3
05/05/2023,04:15,13.17,.68,7.37,9.05,86.4,1.97,.57,-.34,9700,-2.2
05/05/2023,04:30,13.18,.68,7.37,9.04,86.4,2.02,.45,-.37,9200,-2.2
05/05/2023,04:45,13.14,.68,7.37,9.04,86.3,2.05,.71,-.32,9600,-2.1
05/05/2023,05:00,13.12,.67,7.37,9.04,86.2,1.8,.53,-.34,9600,-2.1
05/05/2023,05:15,13.1,.67,7.37,9.04,86.1,2.16,.67,-.33,10800,-2.1
05/05/2023,05:30,13.12,.67,7.37,9.05,86.3,2.18,.48,-.35,10900,-2.1
05/05/2023,05:45,13.14,.67,7.37,9.05,86.3,2.08,.46,-.36,10400,-2.1
05/05/2023,06:00,13.13,.67,7.37,9.05,86.3,1.83,.53,-.33,9600,-2.1
05/05/2023,06:15,13.11,.67,7.37,9.06,86.3,1.92,.45,-.37,9600,-2.2
05/05/2023,06:30,13.11,.67,7.37,9.05,86.2,2.15,.66,-.35,10400,-2.1
05/05/2023,06:45,13.12,.67,7.37,9.04,86.2,1.98,.62,-.34,9500,-2.1
05/05/2023,07:00,13.09,.67,7.37,9.05,86.2,1.89,.44,-.35,9500,-2.2
05/05/2023,07:15,13.07,.65,7.36,9.05,86.2,2.17,.43,-.33,9500,-2.3
05/05/2023,07:30,13.07,.65,7.36,9.05,86.2,1.88,.44,-.39,7400,-2.4
05/05/2023,07:45,13.05,.64,7.36,9.05,86.1,2.3,.45,-.35,7400,-2.4
05/05/2023,08:00,13.05,.63,7.35,9.04,86.1,2.33,.43,-.36,10400,-2.4
05/05/2023,08:15,13.06,.62,7.35,9.05,86.2,2.28,.44,-.36,12800,-2.4
05/05/2023,08:30,13.04,.62,7.35,9.08,86.4,1.99,.49,-.35,10800,-2.4
05/05/2023,08:45,13.05,.62,7.35,9.08,86.4,2.29,.49,-.36,14500,-2.5
05/05/2023,09:00,13.05,.62,7.35,9.1,86.6,2.09,.44,-.37,14500,-2.5
05/05/2023,09:15,13.07,.63,7.36,9.12,86.9,1.9,.44,-.36,13400,-2.5
05/05/2023,09:30,13.07,.62,7.36,9.13,86.9,2.02,.43,-.34,13400,-2.5
05/05/2023,09:45,13.08,.62,7.36,9.14,87,1.91,.59,-.36,10100,-2.5
05/05/2023,10:00,13.09,.62,7.36,9.15,87.2,2.2,.48,-.36,10100,-2.5
05/05/2023,10:15,13.1,.62,7.36,9.16,87.3,2.13,.48,-.38,10100,-2.4
05/05/2023,10:30,13.11,.62,7.36,9.17,87.4,2.11,.47,-.38,11300,-2.4
05/05/2023,10:45,13.13,.62,7.36,9.2,87.7,1.93,.48,-.33,10100,-2.4
05/05/2023,11:00,13.13,.62,7.36,9.18,87.6,1.87,.48,-.33,8100,-2.4
05/05/2023,11:15,13.15,.62,7.37,9.22,88,1.95,.61,-.35,8300,-2.4
05/05/2023,11:30,13.15,.62,7.36,9.19,87.7,1.97,.51,-.34,7700,-2.4
05/05/2023,11:45,13.15,.62,7.36,9.21,87.8,1.9,.46,-.37,7700,-2.4
05/05/2023,12:00,13.14,.63,7.35,9.11,86.9,2.05,.4,-.37,7700,-2.4
05/05/2023,12:15,13.13,.63,7.35,9.08,86.6,2.11,.39,-.36,7700,-2.4
05/05/2023,12:30,13.17,.63,7.36,9.12,87,1.88,.39,-.38,7200,-2.4
